attendance,date,game_id,game_number,home_batter_1,home_batter_10,home_batter_2,home_batter_3,home_batter_4,home_batter_5,home_batter_6,home_batter_7,home_batter_8,home_batter_9,home_errors,home_final_score,home_finishing_pitcher,home_hits,home_line_score,home_position_1,home_position_10,home_position_2,home_position_3,home_position_4,home_position_5,home_position_6,home_position_7,home_position_8,home_position_9,home_starting_pitcher,home_team,home_team_long,losing_pitcher,notes,number_of_innings,play-by-play,save,site,start,time,umpires,visiting_team,visiting_team_long,visitor_batter_1,visitor_batter_10,visitor_batter_2,visitor_batter_3,visitor_batter_4,visitor_batter_5,visitor_batter_6,visitor_batter_7,visitor_batter_8,visitor_batter_9,visitor_errors,visitor_final_score,visitor_finishing_pitcher,visitor_hits,visitor_line_score,visitor_position_1,visitor_position_10,visitor_position_2,visitor_position_3,visitor_position_4,visitor_position_5,visitor_position_6,visitor_position_7,visitor_position_8,visitor_position_9,visitor_starting_pitcher,weather,winning_pitcher
,"Mar 22, 2012",lutnwu1,1,Chris Reynolds,NA,Thomas Weber,Matt Larson,Ryan Bahnemann,Kevin Bradley,Austen Graham,Mitch Obey,Andrew Nelson,Robbie Jewell,1,4,Augie Lindmark,6,000103X,2b,NA,dh,lf,3b,c,ss,rf,1b,cf,Augie Lindmark,"luther college
",Luther College,"Schommer, M",,7.0,Y,,"Tucson, AZ (Kino Sports Complex)",  ,  ,,"nebraska wesleyan university
",Nebraska Wesleyan,"Kingston, J",NA,"Lewis, T","Heideman, A","Van Dyke, J","Ostrom, J","Thaut, JJ","Sitorious, P","Kelly, B","DePriest, G",1,0,"Sefrit, J",3,0000000,cf,NA,c,rf,dh,ss,lf,3b,1b,2b,"Schommer, M",,Augie Lindmark
164,"Mar 25, 2012",lorsim3,,Jake Barr,NA,Tyler Crandell,Tyler Craig,Ethan Hale,Taylor Nelson,Michael Chia,Tyler Pawletzki,Grant Thomas,Brett Crable,0,5,Jose Rodriguez,11,00202001X,lf,NA,ss,1b,2b,dh,3b,rf,c,cf,Aaron Young,"simpson college
",Simpson College,Adam Schwoebel,,9.0,Y,,"Indianola, Iowa (McBride Field)",1:08 pm   ,2:18   ,HP: Patrick McIlhon  1B: Dean Kirkpatrick,"loras college
",Loras College,Mike Canevello,NA,Clay Henricksen,Mike Pudlo,Billy Kass,Travis Olson,Kyle Barton,Alex Rodriguez,Eric DeSousa,Mark Jablonski,0,1,Miles Canady,8,000000100,rf,NA,c,ss,cf,dh,1b,2b,3b,lf,Adam Schwoebel, Sunny 70; Wind 2mph from E,Aaron Young
100,"Mar 10, 2012",coemac2,2,Brown,NA,Bron'brenner,Glasser,Williams,Salzman,Smith,Forster,Belfont,Melms,1,1,KelleherCrew,7,0010000,lf,NA,rf,2b,1b,dh,cf,c,ss,3b,KelleherCrew,"macalester
",Macalester,KelleherCrew,,7.0,Y,,"Mesa, Ariz. (Gene Autry Park)",2:30 pm   ,  ,,#25 coe college,#25 Coe College,Scott DeAngelis,NA,Tyler Leadley,Nick Stein,Tim Kayser,Adam Nisenson,JD Hunter,Patton Hofer,Brennan Melloy,Aaron Peller,4,7,Tyler Hixson,10,0043000,2b,NA,rf,cf,dh,1b,3b,c,ss,lf,Sean Raisch,,Sean Raisch
232,"Apr 06, 2012",coesim1,,Tyler Leadley,NA,Scott DeAngelis,Nick Stein,Adam Nisenson,JD Hunter,Brennan Melloy,Spencer Sobba,Aaron Peller,,2,6,AJ Reuter,13,021020010,rf,NA,2b,cf,1b,3b,ss,c,lf,,Sean Raisch,"coe college
",Coe College,Sean Raisch,,9.0,Y,,"Cedar Rapids, Iowa (Daniels Park)",3:00 pm   ,2:30   ,,"simpson college
",Simpson College,Jake Barr,NA,Tyler Crandell,Tyler Craig,Michael Chia,Grant Thomas,Tyler Pawletzki,Ethan Hale,Blake Heitmeier,Brett Crable,2,10,Jose Rodriguez,15,421110001,lf,NA,ss,1b,3b,c,rf,2b,dh,cf,Chris Dorff," 57 Degrees, Sunny",Chris Dorff
300,"Mar 24, 2012",cenwar2,2,Michael Jontz,NA,Sam Stetzel,Mike Furlong,Adam Ariola,Jordan Judkins,Allen Mann,Jace Ahrendsen,Seth Carson,Josh Stanton,2,13,Mike Werkheiser,17,0911200,lf,NA,cf,ss,2b,3b,rf,dh,1b,c,Dirk Lindaman,"central college
",Central College,Jon Heinzman,,7.0,Y,,"Pella, Iowa (Kuyper Athl. Complex)",3:26   ,1:55   ,HP: Kevin Frost  2B: Rich Chopon,"wartburg college
",Wartburg College,Andrew Krehbiel,NA,Ryan Doty,Blake Wilson,Tony Stenberg,Ryan Powers,Chase Hirschauer,Michael Schinstock,Levi Montague,Craig Kerper,0,3,Michael Schinstock,9,2100000,cf,NA,2b,c,dh/rf,ss,1b,rf/p,3b,lf,Jon Heinzman,,Dirk Lindaman
150,"May 10, 2012",iiac04,,Mike Furlong,NA,Sam Stetzel,Michael Jontz,Andrew O'Toole,Seth Carson,Adam Ariola,Jordan Judkins,Allen Mann,Max Seeman,2,7,Mike Werkheiser,11,030400000,ss,NA,cf,lf,dh,1b,2b,3b,rf,c,Joel Pulliam,"central college
",Central College,Judson McKown,,9.0,Y,,"Cedar Rapids, Iowa (Veterans Memorial)",7:30 p.m   ,2:39   ,HP: Scott Behn  1B: Larry Allen  3B: Matt Badeaux,"buena vista university
",Buena Vista Univ.,Weston Foxx,NA,Nick Schlect,Ryan Scheetz,Joe Paletta,Jesse Munsterman,Brock Yossi,Neil Eddie,Dillon Plath,Ryan Titman,2,8,James Stone,13,050100110,2b,NA,lf,1b,dh,rf,3b,c,cf,ss,Michael Dirkx," sunny, 70 degrees",Brennan Holm
43,"Mar 17, 2012",corsmmn1,1,Joe Gerace,NA,Juan Flores,Zach Rogers,Charlie Muir,Milton Kurschner,Chris Rana,Ryan Nordtvedt,Kody Karjala,Beriah Quick,1,3,Kyle Stennes,8,0002001,cf,NA,2b,ss,rf,3b/1b,1b,c,dh,lf,Justin Brown,"cornell college
",Cornell College,Justin Brown,,7.0,Y,,"Minneapolis, Minn. (Metrodome)",10:00 PM   ,2:20   ,,"st. mary's
",Saint Mary's,Lulic,NA,Edholm,Gannon,Swanson,Schlemmer,Wolfe,Geraghty,LaNasa,Feriancek,1,8,Minder,14,2200301,lf,NA,rf,dh,c,1b,3b,ss,2b,cf,VanRanst,,VanRanst
105,"Apr 29, 2012",cencor2,1,Joe Gerace,NA,Juan Flores,Zach Rogers,Milton Kurschner,Ryan Nordtvedt,Charlie Muir,Chris Rana,Justin Brown,Beriah Quick,0,1,Charlie Muir,6,0000001,cf,NA,ss,rf,2b,c,p,1b,3b,lf,Charlie Muir,"cornell college
",Cornell College,Charlie Muir,,7.0,Y,,"Mount Vernon, Iowa (Ash Park)",11:03 AM   ,1:36   ,HP: Brett Miehl  2B: Ryan My,"central college
",Central College,Mike Furlong,NA,Sam Stetzel,Michael Jontz,Andrew O'Toole,Seth Carson,Adam Ariola,Jordan Judkins,Allen Mann,Max Seeman,1,5,Mike Werkheiser,8,0010031,ss,NA,cf,lf,dh,1b,2b,3b,rf,c,Ryan Goetzinger," 44 Degrees, Wind E 9 MPH",Ryan Goetzinger
125,"Apr 06, 2012",corwar1,,Andrew Krehbiel,NA,Ryan Doty,Blake Wilson,Ryan Powers,Michael Schinstock,Jake Raecker,Chase Hirschauer,Levi Montague,Nick Massina,4,14,Jake Wittman,18,067010X,cf,NA,p,c,ss,rf,lf,1b,3b,2b,Ryan Doty,"wartburg college
",Wartburg College,Justin Brown,,7.0,Y,,"Waverly, IA (Hertel Field)",5:58p.m.   ,1:58hr   ,HP: Cody Oakes  1B: Ryan My,"cornell college
",Cornell College,Joe Gerace,NA,Milton Kurschner,Zach Rogers,Charlie Muir,Ryan Nordtvedt,Chris Rana,Craig Furstenau,Andrew Burdick,Juan Flores,4,4,Beriah Quick,3,0040000,cf,NA,ss,3b,rf,c,1b,dh,lf,2b,Justin Brown,,Ryan Doty
257,"Apr 20, 2012",bvusim1,,Jake Barr,NA,Michael Chia,Tyler Craig,Tyler Crandell,Grant Thomas,Colton Calvert,Tyler Pawletzki,Ethan Hale,Brett Crable,2,1,Jose Rodriguez,4,0010000000,lf,NA,3b,1b,ss,c,dh,rf,2b,cf,Aaron Young,"simpson college
",Simpson College,Aaron Young,,10.0,Y,,"Indianola, Iowa (McBride Field)",6:03 pm   ,2:37   ,HP: Patrick McIlhon  1B: Dean Kirkpatrick,"buena vista university
",Buena Vista Univ.,Weston Foxx,NA,Nick Schlect,Ryan Scheetz,Jesse Munsterman,Joe Paletta,Brock Yossi,Neil Eddie,Eric Croghan,Ryan Titman,1,3,James Stone,8,0000000102,2b,NA,cf,1b,rf,dh,3b,c,lf,ss,Ian Grigsby," Pt Cloudy, 56; Wind N at 13",James Stone
43,"Mar 27, 2012",lutsmmn2,2,Feriancek,NA,Lulic,Swanson,Gannon,Tessmer,Geraghty,K. Servais,LaNasa,Dennning,1,5,Nord,9,0230000,cf,NA,lf,dh,1b,rf,ss,c,2b,3b,DeBruin,"st. mary's
",Saint Mary's,Krysiak,,7.0,Y,,"Minneapolis, Minn. (Metrodome)",9:30   ,2:00   ,,"luther college
",Luther College,Chris Reynolds,NA,Ben Obermann,Matt Larson,Kevin Bradley,Andrew Nelson,Mitch Obey,Peter Sandstedt,Austen Graham,Ian Fitzgerald,0,6,Augie Lindmark,6,0020004,2b,NA,dh,lf,c,1b,rf,3b,ss,cf,Alex Byom, Dome,Augie Lindmark
157,"Mar 24, 2012",coedbq3,2,Scott DeAngelis,NA,Tyler Leadley,Nick Stein,Adam Nisenson,Kaileb Armbruster,AJ Reuter,JD Hunter,Aaron Peller,Patton Hofer,1,11,Drew Arends,15,241013X,2b,NA,rf,cf,1b,3b,dh,ss/3b,lf,c,Phil Richmond,"coe college
",Coe College,Max Nank,,7.0,Y,,"Cedar Rapids, Iowa (Daniels Park)",3:15 pm   ,2:00   ,,"dubuque, univ. of","Dubuque, Univ. of",Andrew Danna,NA,Nick Martin,Christopher Briggs,Spencer Kuehn,Conor Kelley,Todd Whited,Jordan Gawronski,Vince Parisi,Kyle Duggan,2,0,Spencer Kuehn,3,0000000,ss,NA,2b,1b,rf/p,dh,lf,3b,c,cf,Max Nank,,Phil Richmond
95,"Apr 14, 2012",bvudbq3,2,Weston Foxx,NA,Nick Schlect,Ryan Scheetz,Jesse Munsterman,Brock Yossi,Alex Davis,Neil Eddie,Dillon Plath,Ryan Titman,1,7,Jon Ringblom,12,101311X,2b,NA,lf,1b,rf,3b,dh,c,cf,ss,Jon Ringblom,"buena vista university
",Buena Vista Univ.,Spencer Kuehn,,7.0,Y,,"Storm Lake, Iowa (BVU/SL Field)",12:00pm   ,1hr40min   ,,"dubuque, univ. of","Dubuque, Univ. of",Nick Martin,NA,Ryan Tackitt,Christopher Briggs,Andrew Danna,Spencer Kuehn,Todd Whited,Jordan Gawronski,Michael Campbell,Kyle Duggan,3,0,Max Nank,1,0000000,2b,NA,ss,1b,rf,p,lf,3b,c,cf,Spencer Kuehn,,Jon Ringblom
50,"Feb 26, 2012",warfar,,Zilnicki,NA,Remi,Bohonan,Alvino,"Marino, M.",Rydzewski,McAllister,Zsevc,Weiner,3,5,Peveraro,13,000020120,lf,NA,1b,cf,dh,rf,2b,3b,ss,c,Dolce,farmingdale state,Farmingdale State,Dragone,,9.0,Y,,"Winter Haven, FL",  ,  ,,"wartburg college
",Wartburg College,Craig Kerper,NA,Andrew Krehbiel,Ryan Powers,Drew Yoder,Michael Schinstock,Ryan Doty,Tony Stenberg,Levi Montague,Joseph Grote,0,8,Chase Hirschauer,8,341000000,lf,NA,cf,ss,dh,rf,3b,c,1b,2b,Scott Benson,,Scott Benson
75,"Mar 20, 2012",lutecsu,,Roderick,NA,Lynch,Balowski,Cammuso,Larivee,Riemer,O'Connell,Vaccarelli,Plourde,1,13,Accomando,10,00020416X,lf,NA,3b,1b,dh,c,cf,ss,rf,2b,Pendergast,eastern connecticut,Eastern Connecticut,Alex Byom,,9.0,Y,,"Tucson, AZ (Kino Sports Complex)",10 am   ,2:30   ,HP: Dell Blunk  1B: John Anderson,"luther college
",Luther College,Chris Reynolds,NA,Thomas Weber,Chris Erikson,Ryan Bahnemann,Andy Briggs,Matt Larson,Austen Graham,Andrew Nelson,Ian Fitzgerald,0,1,Joel Martin,4,000000100,2b,NA,dh,1b,3b,cf,lf,ss,c,rf,Alex Byom," Sunny, cool",Pendergast
,"Feb 26, 2012",bvusju2,2,Brock Yossi,NA,Nick Schlect,Joe Paletta,Ryan Scheetz,Jesse Munsterman,Weston Foxx,Neil Eddie,Chad Sibigtroth,Ryan Titman,1,1,Jon Ringblom,2,00000001,3b,NA,cf,dh,1b,lf,2b,c,rf,ss,Jon Ringblom,#8 buena vista univ.,#8 Buena Vista Univ.,R. Spengler,,8.0,Y,,"Minneapolis, Minn. (H.H.H. Metrodome)",11:43 pm   ,1:39   ,,saint john's univ.,Saint John's Univ.,L. Larson,NA,J. Long,B. Marsnik,C. Perrine,M. Forster,J. Lampe,J. Loonan,D. Graves,B. Gregg,0,0,R. Spengler,5,00000000,3b,NA,2b,dh,1b,ss,rf,lf,cf,c,C. Cline,,Jon Ringblom
75,3-4-12,bvuwusl2,,Billig,NA,Reid,Rogalski,Kessinger,Dwoskin,Madson,Bensussen,Polites,Goldstick,4,14,Tracy,16,40400150X,cf,NA,3b,rf,1b,dh,c,2b,lf,ss,Rooney,washington u.,Washington U.,Scott Harris,,9.0,Y,,"St. Louis, Mo. (Kelly Field)",9 a.m.   ,3:15   ,HP: Jeff Morrow  1B: Rich Gonzalez,#16 buena vista univ.,#16 Buena Vista Univ.,Nick Schlect,NA,Brock Yossi,Joe Paletta,Ryan Scheetz,Dillon Plath,Chad Sibigtroth,Alex Brown,Ryan Titman,Dylan Colo,5,10,Scott Harris,12,413100010,cf,NA,3b,dh,c/1b,lf,rf,1b,2b,ss,Lucas Hadaway," 39, Overcast",Tracy
,"Apr 29, 2012",simwar2,1,Jake Barr,NA,Michael Chia,Tyler Craig,Tyler Crandell,Colton Calvert,Grant Thomas,Ethan Hale,Blake Heitmeier,Brett Crable,1,6,Jose Rodriguez,5,3101100,lf,NA,3b,1b,ss,rf,c,2b,dh,cf,Kyle Ruehle,"simpson college
",Simpson College,Jose Rodriguez,,7.0,Y,,"Indianola, Iowa (McBride Field)",11:48 am   ,6:38   ,HP: Ron Acuna  1B: John F,"wartburg college
",Wartburg College,Andrew Krehbiel,NA,Ryan Doty,Blake Wilson,Michael Schinstock,Ryan Powers,Tony Stenberg,Levi Montague,Joseph Grote,Craig Kerper,4,8,Chase Hirschauer,7,0500201,cf,NA,p/2b,c,rf,3b,1b,ss,2b,lf,Ryan Doty," wet, 48",Chase Hirschauer
65,"Apr 14, 2012",warcarl2,2,Andrew Krehbiel,NA,Ryan Doty,Blake Wilson,Michael Schinstock,Ryan Powers,Erik Rasmussen,Jake Raecker,Levi Montague,Nick Massina,0,2,Michael Schinstock,9,0101000,cf,NA,3b,c,rf,ss,dh,lf,1b,2b,Marcus Walczyk,"wartburg college
",Wartburg College,Marcus Walczyk,,7.0,Y,,"Waverly, IA (Hertel Field)",12:54p.m   ,1:48 hrs   ,HP: Alec Clark  1B: Taylor Umland,"carleton college
",Carleton College,Yong,NA,Dsida,Wirta,Fabry,Gomi,Stillerman,Philley,Johnson,Baker,2,5,Johnson,6,1400000,lf,NA,1b,c,cf,dh,3b,rf,ss,2b,Rownd, fair,Baker
218,"Apr 18, 2012",coemmu,,Dorman,NA,Johnson,"Rodriguez, D",Turner,Thompson,Hotchkiss,Franco,Sargent,Heumann,2,2,Zambrano,9,100001000,cf,NA,2b,ss,rf,3b,p,c,1b,lf,Hotchkiss,"mount mercy
",Mount Mercy,Byers,,9.0,Y,,"Cedar Rapids, Iowa (Ken Charipar Field)",6:00 pm   ,2:22   ,,"coe college
",Coe College,Scott DeAngelis,NA,Tyler Leadley,Nick Stein,Adam Nisenson,Sean Raisch,Spencer Sobba,Brennan Melloy,AJ Reuter,Jory Heckenberg,0,7,Aaron Collins,13,100021030,2b,NA,rf,cf,1b,lf,c,ss,dh,3b,Ben Strellner,,Ben Strellner
100,"May 11, 2012",iiac08,,Andrew Krehbiel,NA,Ryan Doty,Blake Wilson,Tony Stenberg,Ryan Powers,Jake Raecker,Craig Kerper,Levi Montague,Jackson Litterer,0,0,Joseph Moen,6,000000000,cf,NA,2b,c,dh,3b,rf,lf,1b,ss,Michael Schinstock,"wartburg college
",Wartburg College,Michael Schinstock,,9.0,Y,,"Cedar Rapids, Iowa (Veterans Memorial)",7:30 p.m   ,3:42   ,HP: Theodore Timbrook  1B: Ryan Farnsworth  3B: Chris Oberbroeckling,"luther college
",Luther College,Chris Reynolds,NA,Kevin Bradley,Chris Erikson,Ryan Bahnemann,Andrew Nelson,Matt Larson,Augie Lindmark,Eric Pittman,Ian Fitzgerald,2,11,Danny Smith,13,003301022,2b,NA,c,rf/1b,3b,1b,lf,dh,ss,cf,Danny Smith,,Danny Smith
78,"Mar 20, 2012",loruwp,,Kattre,NA,Luther,Ney,Wolke,Demmon,Scheeler,Bean,Lewerke,Jacobson,0,4,Murphy,9,00010300X,2b,NA,cf,lf,dh,1b,c,rf,3b,ss,Theis,"university of wisconsin-plateville
",Wis.-Platteville,Jeremy Gerardy,,9.0,Y,,"Platteville, WI (Kendall Murray Field)",4 pm   ,2:20   ,,"loras college
",Loras College,Mike Canevello,NA,Clay Henricksen,Billy Kass,Travis Olson,Alex Rodriguez,Eric DeSousa,Jordan Ries,Kyle Barton,Mike Pudlo,1,3,Donny Baran,5,001001100,rf,NA,c,cf,dh,2b,3b,lf,1b,ss,Austin Safranski, Sunny and 79,Theis
225,"Mar 31, 2012",dbqwar3,2,Andrew Danna,NA,Nick Martin,Christopher Briggs,Spencer Kuehn,Todd Whited,Jordan Gawronski,Vince Parisi,Aaron Laskowski,Kyle Duggan,1,1,Spencer Kuehn,6,0000001,ss,NA,2b,1b,p,rf,3b,c,cf,lf,Spencer Kuehn,"dubuque, univ. of","Dubuque, Univ. of",Spencer Kuehn,,7.0,Y,,"Dubuque, Iowa (UD Baseball Field)",3:05   ,1:50   ,HP: R.Riggs  1B: L.Allen,"wartburg college
",Wartburg College,Andrew Krehbiel,NA,Ryan Doty,Blake Wilson,Michael Schinstock,Ryan Powers,Levi Montague,Matt Kruger,Nick Massina,Craig Kerper,0,4,Michael Schinstock,10,3000001,cf,NA,3b,c,p,ss,1b,rf,2b,lf,Michael Schinstock," 47, Cloudy",Michael Schinstock
50,"Apr 05, 2012",lormonm2,2,Crandall,NA,Humphrey,Baudino,Gaither,Johnson,Donnan,Ruyle,Bair,Comstock,2,1,Harris,6,000100000,2b,NA,cf,ss,c,dh,1b,3b,lf,rf,Barnes,monmouth (il),Monmouth (IL),Harris,,9.0,Y,,"Monmouth, Ill. (Glasgow Field)",2:55PM   ,2:21   ,HP: L. Allen  1B: B. Bruington,"loras college
",Loras College,Mike Canevello,NA,Travis Olson,Billy Kass,Cody Richter,Mike Pudlo,Jordan Ries,Kyle Barton,Eric DeSousa,Joe Walker,0,3,Spencer Radabaugh,7,000010002,rf,NA,c,cf,dh,ss,lf,1b,3b,2b,Will Petrosky,,Donny Baran
,"Mar 05, 2012",simnost1,1,Ethan Hale,NA,Jake Barr,Tyler Craig,Tyler Crandell,Taylor Nelson,Michael Chia,Grant Thomas,Tyler Pawletzki,Brett Crable,1,14,Brian Birks,15,141062X,2b,NA,lf,1b,ss,dh,3b,c,rf,cf,Jake Scieszinski,"simpson college
",Simpson College,"Morsching, T",,7.0,Y,,"Chandler, Ariz. (Snediger Complex)",11:00   ,  ,,northern state,Northern State,"Gonzalez, J.",NA,"Lehner, C.","Lawrence, B.","Miller, Z.","Traxler, B.","Figueroa, J.","Feist, J.","Nemec, K.","Thompson, J.",3,10,"Morsching, T",16,0001027,lf,NA,2b,cf,rf,c,dh,3b,1b,ss,"Winslow, S.", 85 Sunny,Jake Scieszinski
193,"Mar 18, 2012",coeblc3,,Scott DeAngelis,NA,Tyler Leadley,Nick Stein,Sean Raisch,Kaileb Armbruster,Adam Nisenson,Brennan Melloy,Spencer Sobba,Aaron Peller,1,8,Connor Alberhasky,12,00004040X,2b,NA,rf,cf,dh/lf,3b,1b,ss,c,lf,Phil Richmond,"coe college
",Coe College,Fisher,,9.0,Y,,"Cedar Rapids, Iowa (Daniels Park)",12:00 pm   ,2:20   ,,"bethany lutheran
",Bethany Lutheran,Kramer,NA,Stier,Woodside,Geiger,Herd,Bade,Gass,Aretz,Siefken,0,4,Gleason,7,000111001,ss,NA,2b,c,lf,rf,1b,3b,dh,cf,Benson," 68 Degrees, Cloudy",Drew Arends
187,"Mar 17, 2012",coeblc2,2,Scott DeAngelis,NA,Tyler Leadley,Nick Stein,Kaileb Armbruster,Adam Nisenson,Brennan Melloy,Patton Hofer,Aaron Peller,,4,3,Alex Korth,4,1000020,2b,NA,rf,cf,3b,1b,ss,c,lf,,Sean Raisch,"coe college
",Coe College,Tyler Hixson,,7.0,Y,,"Cedar Rapids, Iowa (Daniels Park)",2:00 pm   ,2:02   ,,"bethany lutheran
",Bethany Lutheran,Kramer,NA,Stier,Woodside,Geiger,Bade,Gass,Fisher,Kleist,Herd,1,4,"Woodside, T",7,1020001,ss,NA,2b,dh,3b,1b,lf,cf,c,rf,Sinell," 77 Degrees, Sunny","Woodside, T"
60,"Mar 10, 2012",bvuuwp2,,Kattre,NA,Luther,Ney,Demmon,Wiley,Fessler,Jacobson,Scheeler,Lewerke,2,7,Hall,11,001001140,rf,NA,cf,lf,1b,2b,dh,ss,c,3b,Theis,"university of wisconsin-plateville
",Wis.-Platteville,Theis,,9.0,Y,,"Jacksonville, IL (Lenz Field)",12:50 pm   ,2:30   ,,"buena vista university
",Buena Vista Univ.,Weston Foxx,NA,Dillon Plath,Joe Paletta,Ryan Scheetz,Jesse Munsterman,Brock Yossi,Neil Eddie,Alex Davis,Ryan Titman,2,9,James Stone,9,040013010,2b,NA,cf,dh,1b,rf,3b,c,lf,ss,Lucas Hadaway,,Lucas Hadaway
83,"Mar. 3, 2012",coesov,,J. Hayen,NA,C. Briggs,Warrington,Desiderato,S. Sciara,C. LaBadia,K. Diotte,M. Ginter,D. Northup,6,15,D. Northup,23,082300020,lf,NA,c/p,cf,2b/ss,rf,1b,dh/c,3b,ss/p,C. Murray,southern vermont,Southern Vermont,C. Murray,,9.0,Y,,"Tucson, Ariz. (Kino Sports Plex)",5:00 pm   ,4:05   ,,#25 coe college,#25 Coe College,Scott DeAngelis,NA,Tyler Leadley,Nick Stein,Sean Raisch,Kaileb Armbruster,Adam Nisenson,Brennan Melloy,Tim Kayser,Spencer Sobba,3,25,Jerry Ellendson,15,0(10)7001214,2b,NA,rf,cf,lf,3b,1b,ss,dh,c,Drew Arends, Clear Skies,Alex Korth
43,"Mar 17, 2012",lutcarl1,,Andy Briggs,NA,Austen Graham,Chris Reynolds,Ryan Bahnemann,Mitch Obey,Ben Obermann,Chris Erikson,Kevin Bradley,Ian Fitzgerald,0,4,Matt Reynolds,5,00001030X,cf,NA,ss,2b,3b,rf,dh,1b,c,lf,Augie Lindmark,"luther college
",Luther College,Dimick,,9.0,Y,,"Tucson, Ariz. (Kino Sports Complex)",11 am   ,  ,,"carleton college
",Carleton College,Johnson,NA,Gomi,Wirta,Dsida,Yong,Fabry,Stillerman,Philley,Parrish,5,3,Gomi,7,300000000,ss,NA,1b/p,c,dh,lf,cf,2b,rf,3b,Dimick,,Augie Lindmark
200,"May 12, 2012",iiac09,,Chris Reynolds,NA,Chris Erikson,Matt Larson,Ryan Bahnemann,Kevin Bradley,Peter Sandstedt,Andrew Nelson,Eric Pittman,Ian Fitzgerald,3,2,Joel Martin,5,000020000,2b,NA,rf/1b,lf,3b,c,dh,1b,ss,cf,Alex Byom,"luther college
",Luther College,Alex Byom,,9.0,Y,,"Cedar Rapids, Iowa (Veterans Memorial)",10 a.m.   ,2:32   ,HP: Ryan Farnsworth  1B: Jim Pfeifer  3B: Theodore Timbrook,"buena vista university
",Buena Vista Univ.,Weston Foxx,NA,Nick Schlect,Ryan Scheetz,Joe Paletta,Jesse Munsterman,Brock Yossi,Dillon Plath,Tanner Oliver,Ryan Titman,3,10,Reggie Kock,16,005113000,2b,NA,lf,1b,dh,rf,3b,cf,c,ss,Reggie Kock," Sunny, 65 degrees",Reggie Kock
245,"Mar 31, 2012",dbqwar2,1,Andrew Danna,NA,Nick Martin,Christopher Briggs,Spencer Kuehn,Conor Kelley,Jordan Gawronski,Vince Parisi,Aaron Laskowski,Kyle Duggan,1,2,Joshua Eastman,3,0000200,ss,NA,2b,1b,rf,dh,3b,c,cf,lf,Paul Krenger,"dubuque, univ. of","Dubuque, Univ. of",Paul Krenger,,7.0,Y,,"Dubuque, Iowa (UD Baseball Field)",1:00   ,1:45   ,HP: L.Allen  1B: R.Rigg,"wartburg college
",Wartburg College,Andrew Krehbiel,NA,Ryan Doty,Blake Wilson,Chase Hirschauer,Ryan Powers,Michael Schinstock,Jake Raecker,Levi Montague,Nick Massina,0,4,Ryan Doty,9,0010111,cf,NA,p,c,1b,ss,rf,lf,3b/1b,2b,Ryan Doty," 42, Cloudy",Ryan Doty
211,"Apr 29, 2012",simwar3,2,Ethan Hale,NA,Michael Chia,Tyler Craig,Colton Calvert,Tyler Crandell,Jake Barr,Grant Thomas,Blake Heitmeier,Brett Crable,2,0,Brian Birks,4,0000000,2b,NA,3b,1b,rf,ss,lf,c,dh,cf,Chris Dorff,"simpson college
",Simpson College,Chris Dorff,,7.0,Y,,"Indianola, Iowa (McBride Field)",6:53 p.m   ,1:50   ,HP: John Friese  1B: Ron Acuna,"wartburg college
",Wartburg College,Andrew Krehbiel,NA,Ryan Doty,Blake Wilson,Michael Schinstock,Ryan Powers,Tony Stenberg,Jake Raecker,Levi Montague,Craig Kerper,4,7,Michael Schinstock,13,2001301,cf,NA,2b,c,p,3b,1b,rf,ss,lf,Michael Schinstock," wet, 50",Michael Schinstock
,"Mar 10, 2012",corrmus1,1,Sekardi,NA,Heard,Morgan,Dayton,Govaia,Del Toro,Boeker,Mosdale,Wilson,0,3,Hefler,4,000102X,rf,NA,lf,1b,dh,3b,c,cf,ss,2b,Hefler,robert morris-spfld,Robert Morris-Spfld,Justin Brown,,7.0,Y,,"Springfield, Ill. (Chamberlain Park)",1:00 PM   ,  ,,"cornell college
",Cornell College,Joe Gerace,NA,Juan Flores,Zach Rogers,Charlie Muir,Chris Rana,Milton Kurschner,Ryan Nordtvedt,Alex Schnebbe,Beriah Quick,2,1,Justin Brown,5,0000010,cf,NA,2b,ss,rf,dh,1b,c,3b,lf,Justin Brown,,Hefler
100,"Mar 03, 2012",coepres,,Scott DeAngelis,NA,Tyler Leadley,Nick Stein,Sean Raisch,Kaileb Armbruster,Adam Nisenson,Brennan Melloy,Patton Hofer,Aaron Peller,0,5,Ben Strellner,12,21000101X,2b,NA,rf,cf,dh,3b,1b,ss,c,lf,Phil Richmond,#25 coe college,#25 Coe College,Heintzman,,9.0,Y,,"Tucson, Ariz. (Kino Sports Complex)",2:00 pm   ,  ,,presentation college,Presentation College,Ellingson,NA,Heintzman,Giedt,Paulson,Blum,Wesch,McLean,McFarland,Bares,5,0,Paulson,6,000000000,cf,NA,p/ss,c,ss/p,1b,lf,2b,3b,rf,Heintzman,,Phil Richmond
