attendance,date,game_id,game_number,home_batter_1,home_batter_10,home_batter_2,home_batter_3,home_batter_4,home_batter_5,home_batter_6,home_batter_7,home_batter_8,home_batter_9,home_errors,home_final_score,home_finishing_pitcher,home_hits,home_line_score,home_position_1,home_position_10,home_position_2,home_position_3,home_position_4,home_position_5,home_position_6,home_position_7,home_position_8,home_position_9,home_starting_pitcher,home_team,home_team_long,losing_pitcher,notes,number_of_innings,play-by-play,save,site,start,time,umpires,visiting_team,visiting_team_long,visitor_batter_1,visitor_batter_10,visitor_batter_2,visitor_batter_3,visitor_batter_4,visitor_batter_5,visitor_batter_6,visitor_batter_7,visitor_batter_8,visitor_batter_9,visitor_errors,visitor_final_score,visitor_finishing_pitcher,visitor_hits,visitor_line_score,visitor_position_1,visitor_position_10,visitor_position_2,visitor_position_3,visitor_position_4,visitor_position_5,visitor_position_6,visitor_position_7,visitor_position_8,visitor_position_9,visitor_starting_pitcher,weather,winning_pitcher
39,"Mar 09, 2012",simmuwi,,Porcaro,NA,"Martin,W",Dorn,Cetnar,Schroeder,Unrein,Gruenke,Follen,Lentz,3,4,Winfield,8,002001001,c,NA,ss,lf,dh,3b,1b,rf,2b,cf,Forkert,marian univ. (wis.),Marian Univ. (Wis.),Aaron Young,,9.0,Y,,"Phoenix, Ariz. (South Mountain CC)",1 p.m.   ,2:15   ,HP: Craig Compton  2B: Dan Donnestho,"simpson college
",Simpson College,Ethan Hale,NA,Tyler Crandell,Taylor Nelson,Grant Thomas,Tyler Craig,Michael Chia,Colton Calvert,Tyler Pawletzki,Brett Crable,2,3,Aaron Young,8,000102000,2b,NA,ss,dh,c,1b,3b,rf,lf,cf,Aaron Young," 69 degrees, Clear",Winfield
300,"May 12, 2012",iiac10,,Scott DeAngelis,NA,Tyler Leadley,Nick Stein,Adam Nisenson,Sean Raisch,Spencer Sobba,John Delaplane,Brennan Melloy,JD Hunter,1,4,Ben Strellner,8,02200000X,2b,NA,rf,cf,1b,lf,c,dh,ss,3b,Ben Strellner,"coe college
",Coe College,Andrew Marshall,,9.0,Y,,"Cedar Rapids, Iowa (Veterans Memorial)",1:12 pm   ,1:52   ,HP: Paul Keitel  1B: Kevin Ferris  3B: Theodore Timbrook,"buena vista university
",Buena Vista Univ.,Weston Foxx,NA,Nick Schlect,Ryan Scheetz,Joe Paletta,Jesse Munsterman,Brock Yossi,Neil Eddie,Dillon Plath,Ryan Titman,2,1,James Stone,6,000100000,2b,NA,lf,1b,dh,rf,3b,c,cf,ss,Andrew Marshall," Sunny, 65 degrees",Ben Strellner
106,03/08/12,waraugs1,1,B.Kolbow,NA,L.LaChapelle,A.Seaman,T.Petersen,T.Anderson,T.McMurray,A.Carl,A.Johnson,T.Gerding,1,2,J.Boresz,4,00000101,lf,NA,2b,3b,1b,c,rf,ss,dh,cf,E.Cur,augsburg college,Augsburg College,Scott Benson,,8.0,Y,,"Minneapolis, Minn. (HHH Metrodome)",  ,2:02   ,,"wartburg college
",Wartburg College,Craig Kerper,NA,Andrew Krehbiel,Ryan Powers,Drew Yoder,Blake Wilson,Michael Schinstock,Ryan Doty,Levi Montague,Joseph Grote,1,1,Chase Hirschauer,5,00000100,lf,NA,cf,ss,dh,c,rf,3b,1b,2b,Scott Benson, Indoors,J.Boresz
189,"Apr 07, 2012",coesim3,2,Tyler Leadley,NA,Scott DeAngelis,Nick Stein,Adam Nisenson,Sean Raisch,Brennan Melloy,Spencer Sobba,JD Hunter,Aaron Peller,2,5,Connor Alberhasky,8,2100010001,rf,NA,2b,cf,1b,dh,ss,c,3b,lf,Wade Morris,"coe college
",Coe College,Aaron Young,,10.0,Y,,"Cedar Rapids, Iowa (Daniels Park)",4:00 pm   ,2:30   ,HP: Ryan Myers  1B: Brant Bruhn,"simpson college
",Simpson College,Jake Barr,NA,Tyler Crandell,Tyler Craig,Michael Chia,Grant Thomas,Tyler Pawletzki,Colton Calvert,Blake Heitmeier,Brett Crable,3,4,Aaron Young,5,0011002000,lf,NA,ss,1b,2b,c,rf,dh,3b,cf,Aaron Young," 50 Degrees, Light Rain",Connor Alberhasky
95,"Apr 06, 2012",bvulut2,2,Chris Reynolds,NA,Matt Reynolds,Matt Larson,Ryan Bahnemann,Kevin Bradley,Mitch Obey,Andrew Nelson,Ian Fitzgerald,Eric Pittman,0,9,Alec Knop,12,310140X,2b,NA,dh,lf,3b,c,rf,1b,cf/rf,ss,Alex Byom,"luther college
",Luther College,Cam Beatty,,7.0,Y,,"Decorah, Iowa (Luther College)",3:05 pm   ,2:30   ,HP: Alec Clark  1B: Taylor Umland,"buena vista university
",Buena Vista Univ.,Weston Foxx,NA,Nick Schlect,Ryan Scheetz,Jesse Munsterman,Alex Brown,Brock Yossi,Neil Eddie,Joe Paletta,Ryan Titman,0,6,Scott Harris,10,0104100,2b,NA,cf,1b,rf,lf,3b,c,dh,ss,Michael Dirkx, Sunny 62,Danny Smith
,"Mar 31, 2012",lutsim2,1,Jake Barr,NA,Tyler Crandell,Tyler Craig,Michael Chia,Grant Thomas,Ethan Hale,Colton Calvert,Blake Heitmeier,Brett Crable,1,2,Jose Rodriguez,3,0010100,lf,NA,ss,1b,3b,c,2b,rf,dh,cf,Kyle Ruehle,"simpson college
",Simpson College,Kyle Ruehle,,7.0,Y,,"Indianola, Iowa (McBride Field)",1:06 pm   ,1:52   ,HP: Heath Banks  1B: Ricardo Alverio,"luther college
",Luther College,Chris Reynolds,NA,Thomas Weber,Matt Larson,Ryan Bahnemann,Chris Erikson,Kevin Bradley,Mitch Obey,Ian Fitzgerald,Eric Pittman,0,4,Danny Smith,8,3000001,2b,NA,dh,lf,3b,1b,c,rf,cf,ss,Matt Reynolds," 61 degrees, cloudy, SE 10 mph",Matt Reynolds
,"Mar 24, 2012",lorsim1,1,Jake Barr,NA,Tyler Crandell,Tyler Craig,Taylor Nelson,Michael Chia,Tyler Pawletzki,Grant Thomas,Brett Crable,Ethan Hale,1,3,Kyle Ruehle,7,1010001,lf,NA,ss,1b,dh,3b,rf,c,cf,2b,Kyle Ruehle,"simpson college
",Simpson College,Donny Baran,,7.0,Y,,"Indianola, Iowa (McBride Field)",2:00 pm   ,1:38   ,,"loras college
",Loras College,Mike Canevello,NA,Clay Henricksen,B.J. Juergens,Billy Kass,Travis Olson,Eric DeSousa,Mike Pudlo,Kevin Harlander,Joe Walker,1,2,Donny Baran,5,0000200,rf,NA,c,1b,cf,dh,3b,ss,lf,2b,Ben Cottrell," Partly Cloudy, 74; Wind N at 9",Kyle Ruehle
45,"Mar 17, 2012",lorccm4,2,Mike Canevello,NA,Clay Henricksen,Billy Kass,Eric DeSousa,Alex Rodriguez,Danny Fahlgren,Jordan Ries,Kyle Barton,Mike Pudlo,0,11,Spencer Radabaugh,12,320105X,rf,NA,dh,cf,3b,2b,c,lf,1b,ss,Adam Schwoebel,"loras college
",Loras College,Kramer,,7.0,Y,,"Minneapolis, MN (HHH Metrodome)",9:30   ,1:40   ,,concordia-moorhead,Concordia-Moorhead,Hinkemeyer,NA,Ju.Johnson,M.Olson,B.Olson,Guler,Ja.Johnson,Kutz,Lindberg,Hiedeman,4,2,Alton,5,0200000,2b,NA,3b,cf,rf,1b,dh,lf,c,ss,Kramer,,Adam Schwoebel
40,"Feb 29, 2012",lorari1,1,Mike Canevello,NA,Clay Henricksen,B.J. Juergens,Billy Kass,Travis Olson,Eric DeSousa,Kevin Harlander,Jeremy Gerardy,Mike Pudlo,4,5,Austin Safranski,7,0020012,rf,NA,c,1b,cf,dh,3b,lf,2b,ss,Ben Cottrell,"loras college
",Loras College,Ben Cottrell,,7.0,Y,,"Auburndale, FL (Lake Myrtle #2)",12:30 ET   ,2:00   ,,augustana (ill.),Augustana (Ill.),"Juhl, Jeremy",NA,VanNatta,Schmidt,Barker,Cecchi,Serna,Stewart,Sandberg,Concialdi,2,9,Trotta,9,0041040,ss,NA,cf,2b,dh,3b,rf,1b,c,lf,Trotta," Mostly sunny, 82 degrees",Trotta
69,"Mar 13, 2012",warsto1,,Craig Kerper,NA,Ryan Doty,Blake Wilson,Chase Hirschauer,Ryan Powers,Drew Yoder,Tony Stenberg,Michael Schinstock,Andrew Krehbiel,2,9,Chase Hirschauer,13,203301X,lf,NA,2b/3b,3b/c,1b/p,ss,dh,c,rf,cf,Scott Benson,"wartburg college
",Wartburg College,Kyle Watson,,7.0,Y,,Minneapolis (Metrodome),10 p.m.   ,1:58   ,,"st. olaf college
",St. Olaf College,C. Paradise,NA,Nick Kulla,Sam Maus,Schechinger,Andy Bartz,Dan Lee,Nick Denn,A. Johnson,Brady Sand,3,2,K. Peterson,6,0110000,cf,NA,2b,ss,c,rf,dh,lf,1b,3b,Kyle Watson, Indoors,Scott Benson
,"Mar 02, 2012",corhan2,2,"Johns, R.",NA,"Ginder, C.","Grau, R.","Daeger, K.","Brooks, M.","Sears, K.","Blankman, C.","Mcinnich, T.","Shultz, Z.",1,9,"Stover, R.",13,310230X,ss,NA,lf,1b,c,dh,cf,rf,3b,2b,"Ehrlich, A.",hanover college,Hanover College,Jeremy Ryan,,7.0,Y,,"Winter Haven, Fla. (Field 1)",11:41 AM   ,2:05   ,,"cornell college
",Cornell College,Joe Gerace,NA,Milton Kurschner,Zach Rogers,Charlie Muir,Beriah Quick,Ryan Nordtvedt,Chris Rana,Kody Karjala,Juan Flores,4,3,Jeremy Ryan,8,1001001,cf,NA,1b,ss,rf,lf,c,dh,3b,2b,Jeremy Ryan," Mostly sunny, 84 degrees","Ehrlich, A."
70,"Mar 03, 2012",lorclrk2,2,Mike Canevello,NA,Travis Olson,B.J. Juergens,Billy Kass,Eric DeSousa,Alex Rodriguez,Danny Fahlgren,Jordan Ries,Mike Pudlo,1,1,Adam Schwoebel,1,010000X,rf,NA,dh,1b,cf,3b,2b,c,lf,ss,Adam Schwoebel,"loras college
",Loras College,L. Crocker,,7.0,Y,,"Leesburg, FL (Jack Wilson Stadium)",2:45 ET   ,1:15   ,,clark univ. (ma),Clark Univ. (MA),D. Lima,NA,J. Gerber,M. Bohl,N. Kellogg,S. Lamothe,Asdornvuttik,D. Glynn,N. Winchell,L. Carter,0,0,L. Crocker,3,0000000,3b,NA,ss,cf,1b,2b,c,lf,dh,rf,L. Crocker,,Adam Schwoebel
50,"Feb 27, 2012",warrhi,,Akard,NA,Fulkerson,Benitez,Newman,Stopka,Bryant,Turk,Weinle,Burchett,1,14,Schuler,11,044000042,cf,NA,lf,2b,3b,1b,dh,c,rf,ss,Schuler,"rose-hulman
",Rose-Hulman,Marcus Walczyk,,9.0,Y,,"Orlando, FL",  ,  ,,"wartburg college
",Wartburg College,Craig Kerper,NA,Andrew Krehbiel,Ryan Powers,Drew Yoder,Michael Schinstock,Ryan Doty,Tony Stenberg,Levi Montague,Joseph Grote,2,5,Joseph Moen,13,000050000,lf,NA,cf,ss,dh,rf,3b,c,1b,2b,Marcus Walczyk,,Schuler
100,"Mar 28, 2012",cengrn,,Michael Jontz,NA,Sam Stetzel,Mike Furlong,Adam Ariola,Jordan Judkins,Allen Mann,Jace Ahrendsen,Seth Carson,Josh Stanton,1,8,Bret Bell,10,22010012X,lf,NA,cf,ss,2b,3b,rf,dh,1b,c,Ryan Dusil,"central college
",Central College,Ormond,,9.0,Y,,"Pella, Iowa (Kuyper Athl. Complex)",1:10 p.m   ,2:15   ,HP: Micah Shull  1B: Kevin Frost,"grinnell college
",Grinnell College,Skelly,NA,Goldfien,Nodzenski,Blumenreich,Gray,Davis,Markey,Downick,Inafuku,3,3,Myers,5,200100000,rf,NA,ss,c,dh,1b,cf,lf,2b,3b,Ormond,,Ryan Dusil
,"Mar 04, 2012",simbsu1,1,Ethan Hale,Chris Dorff,Jake Barr,Tyler Craig,Tyler Crandell,Taylor Nelson,Grant Thomas,Colton Calvert,Blake Heitmeier,Brett Crable,2,4,Brett Crable,10,10300000X,3b,ss,lf,1b,pr,dh,c,rf,cf,cf,Chris Dorff,"simpson college
",Simpson College,Brett Crable,,9.0,Y,,"Chandler, AZ (Senidger Complex)",11:00   ,  ,,bemidji state univ.,Bemidji State Univ.,"Purvis, T",NA,"Braun, Z","Kalis, L","Gomez, M","Molero, J","Paxton, K","Hellquist, L","Hirsch, R","Baumann, L",3,7,"VanSomeren,R",12,000011203,rf,NA,dh,2b,3b,cf,2b,ss,c,ss,"Campbell, M", 85 Sunny,"VanSomeren,R"
200,"Apr 21, 2012",cencoe3,2,Mike Furlong,NA,Sam Stetzel,Michael Jontz,Erik Sipes,Seth Carson,Adam Ariola,Jordan Judkins,Trent Smith,Max Seeman,1,2,Judson McKown,8,000000002,ss,NA,cf,lf,dh,1b,2b,3b,rf,c,Dirk Lindaman,#30 central college,#30 Central College,AJ Reuter,,9.0,Y,,"Pella, Iowa (Kuyper Athl. Complex)",3:10 pm   ,2:12   ,HP: Dwayne Duncan  2B: Brent Miell,"coe college
",Coe College,Scott DeAngelis,NA,Tyler Leadley,Nick Stein,Adam Nisenson,Spencer Sobba,Michael Goerdt,Brennan Melloy,JD Hunter,,4,1,Drew Arends,3,000000001,2b,NA,rf,cf,1b,c,lf,ss,3b/ss,,Sean Raisch,,Judson McKown
55,"Mar 10, 2012",dbqskid2,2,Pollacchi,NA,Tatkow,Selecky,Rudman,Nick Barra,Quinn,Pannozzi,Barber,Kreitenberg,0,10,Willig,15,0350110,cf,NA,lf,ss,dh,2b,rf,c,1b,3b,Willig,skidmore college,Skidmore College,Joshua Eastman,,7.0,Y,,"Ft. Myers, Fla.",3 pm   ,2   ,,"dubuque, univ. of","Dubuque, Univ. of",Andrew Danna,NA,Nick Martin,Christopher Briggs,Zakary Kilpatrick,Nathan Lucas,Todd Whited,Nicholas Baldocchi,Michael Campbell,Kyle Duggan,2,3,Joey Kilsdonk,4,0000300,ss,NA,2b,dh,lf,1b,rf,3b,c,cf,Joshua Eastman, 78 sunny,Willig
100,"May 17, 2012",coencaa2,,Scott DeAngelis,NA,Tyler Leadley,Nick Stein,Adam Nisenson,Sean Raisch,Spencer Sobba,John Delaplane,Brennan Melloy,JD Hunter,0,7,AJ Reuter,8,11001031X,2b,NA,rf,cf,1b,lf,c,dh,ss,3b,Connor Alberhasky,"coe college
",Coe College,R. Spengler,NCAA Division III McMinnville Regionals,9.0,Y,,"McMinnville, Ore. (Roy Helser Field)",12:00 pm   ,1:43   ,HP: Tad Cockerill  1B: Sheldon Wheeler  2B: Johnny Pineda  3B: Mike Allen,saint john's univ.,Saint John's Univ.,A. Pfaff,NA,C. Cline,M. Forster,D. Graves,J. Groth,L. Larson,J. Long,K. Jantscher,T. Druk,4,2,C. Cline,5,200000000,lf/rf,NA,1b/p,ss,cf,dh/lf,3b,2b,c,rf,R. Spengler," Clear, 65 degrees",Connor Alberhasky
138,"Mar 17, 2012",coeblc1,,Scott DeAngelis,NA,Tyler Leadley,Nick Stein,Sean Raisch,Kaileb Armbruster,Adam Nisenson,Brennan Melloy,Spencer Sobba,Aaron Peller,1,3,Connor Alberhasky,9,200100X,2b,NA,rf,cf,dh,3b,1b,ss,c,lf,Wade Morris,"coe college
",Coe College,Siefken,,7.0,Y,,"Cedar Rapids, Iowa (Daniels Park)",12:00 pm   ,1:35   ,,"bethany lutheran
",Bethany Lutheran,Kramer,NA,Woodside,Geiger,Gass,Herd,Fisher,Aretz,Stier,,1,1,Kropp,2,0000001,ss,NA,c,3b,lf,rf,cf,1b,2b,,Siefken," 74 Degrees, Sunny",Wade Morris
55,"Mar 09, 2012",bvuuwp1,,Brock Yossi,NA,Nick Schlect,Joe Paletta,Ryan Scheetz,Weston Foxx,Jesse Munsterman,Neil Eddie,Eric Croghan,Dylan Colo,3,5,Ian Grigsby,10,210001001,3b,NA,cf,dh,1b,2b,rf,c,lf,ss,Reggie Kock,"buena vista university
",Buena Vista Univ.,Reggie Kock,,9.0,Y,,"Jacksonville, IL (Lenz Field)",1:00 pm   ,2:40   ,,"university of wisconsin-plateville
",Wis.-Platteville,Kattre,NA,Luther,Ney,Demmon,Wiley,Fessler,Jacobson,Scheeler,Lewerke,2,8,Oldenburg,9,202020200,rf,NA,cf,lf,1b,2b,dh,ss,c,3b,Oppriecht,,Oppriecht
145,"Mar 30, 2012",dbqwar1,,Andrew Danna,NA,Nick Martin,Christopher Briggs,Spencer Kuehn,Conor Kelley,Nicholas Baldocchi,Vince Parisi,Aaron Laskowski,Kyle Duggan,1,7,Eric Edkin,15,10104100X,ss,NA,2b,1b,rf,dh,3b,c,cf,lf,Mark Hennessy,"dubuque, univ. of","Dubuque, Univ. of",Scott Benson,,9.0,Y,,"Dubuque, Iowa (UD Baseball Field)",3:00   ,2:35   ,HP: L.Allen  1B: R.Rigg,"wartburg college
",Wartburg College,Andrew Krehbiel,NA,Ryan Doty,Blake Wilson,Chase Hirschauer,Ryan Powers,Tony Stenberg,Michael Schinstock,Levi Montague,Craig Kerper,2,5,Jake Wittman,14,201000200,cf,NA,2b,c,1b,ss,dh,rf,3b,lf,Scott Benson," 47, Cloudy",Mark Hennessy
56,"Mar 19, 2012",lutcarl2,,Johnson,NA,Gomi,Wirta,Dsida,Yong,Fabry,Stillerman,Philley,Parrish,0,13,Rownd,15,2026300X,ss,NA,1b,c,dh,lf,cf,2b,rf,3b,Cole,"carleton college
",Carleton College,Matt McKinney,,8.0,Y,,"Tucson, Ariz. (Kino Sports Complex)",10 am   ,  ,,"luther college
",Luther College,Chris Reynolds,NA,Austen Graham,Chris Erikson,Ryan Bahnemann,Andy Briggs,Mitch Obey,Matt Larson,Kevin Bradley,Ian Fitzgerald,3,7,Andrew Withers,12,00002203,2b,NA,ss,1b,3b/1b,cf,rf,dh,c,lf,Matt McKinney,,Cole
203,"Apr 29, 2012",coewus,,Scott DeAngelis,NA,Tyler Leadley,Nick Stein,Adam Nisenson,Spencer Sobba,Sean Raisch,Jory Heckenberg,Brennan Melloy,JD Hunter,1,4,Wade Morris,11,300000100,2b,NA,rf,cf,1b,c,lf,dh,ss,3b/ss,Connor Alberhasky,"coe college
",Coe College,Connor Alberhasky,,9.0,Y,,"Cedar Rapids, Iowa (Daniels Park)",9:30 am   ,2:07   ,HP: Ryan Farnsworth  1B: Gary Hart,washington u.,Washington U.,Billig,NA,Goldstick,Lowery,Rogalski,Kessinger,Paule,Madson,Reid,Doppelt,0,5,Zhang,11,100110200,cf,NA,ss,lf,rf,1b,dh,c,3b,2b,Bonser," 44 Degrees, Mostly Cloudy",Bonser
,"Mar 10, 2012",corrmus2,2,Sekardi,NA,Turner,Morgan,Lesser,Govaia,Novy,Casey,Del Toro,Tomczyk,2,6,Wilson,6,105000X,rf,NA,lf,dh,1b,c,cf,3b,ss,2b,Wilson,robert morris-spfld,Robert Morris-Spfld,Jeremy Ryan,,7.0,Y,,"Springfield, Ill. (Chamberlain Park)",3:30 PM   ,  ,,"cornell college
",Cornell College,Joe Gerace,NA,Juan Flores,Zach Rogers,Charlie Muir,Milton Kurschner,Jacob Courtright,Chris Rana,Craig Furstenau,Andrew Burdick,4,2,Kyle Stennes,6,0002000,cf,NA,2b,ss,rf,3b,dh,1b,c,lf,Jeremy Ryan,,Wilson
100,"Mar 03, 2012",waraur,,Craig Kerper,NA,Andrew Krehbiel,Ryan Powers,Drew Yoder,Blake Wilson,Michael Schinstock,Levi Montague,Joseph Grote,Nick Massina,4,4,Jackson Litterer,8,010001020,lf,NA,cf,ss,dh,c,rf,1b,2b,3b,Ryan Doty,"wartburg college
",Wartburg College,Ryan Doty,,9.0,Y,,"Auburndale, FL",10 a.m.   ,2:15 hr   ,,aurora university,Aurora University,Davidson,NA,Mackey,Adams,VanAsdlen,Walden,Foley,Payne,Oymaian,Wilson,1,8,Skiniotes,10,000310013,lf,NA,3b,cf,1b,dh,rf,c,2b,ss,Gay,,Gay
75,"Mar 2, 2012",warwen,,Wong,NA,Spitz,Flisnik,Delgado,Bolla,Meucci,Moules,Ouellette,Dassau,1,11,Conrad,8,201220400,lf,NA,2b,ss,c,rf,1b,dh,3b,cf,Lewis,wentworth,Wentworth,Voytek,,9.0,Y,,"Winter Haven, FL",5 p.m.   ,3:30   ,,"wartburg college
",Wartburg College,Craig Kerper,NA,Nick Massina,Ryan Powers,Drew Yoder,Tony Stenberg,Michael Schinstock,Ryan Doty,Levi Montague,Andrew Krehbiel,4,13,Chase Hirschauer,14,020321041,lf,NA,2b,ss,dh,c,rf,3b,1b,cf,Alex Sharp,,Chase Hirschauer
,"Mar 04, 2012",dbqwcmo2,,Pichler,NA,Mallette,Hughes,Whitaker,Hoag,Moritz,Genetti,Lavy,Moulton,0,11,Rule,9,4010600,cf,NA,rf,ss,dh,c,1b,2b,3b,lf,Rule,westminster college,Westminster College,Rule,,7.0,Y,,"Fulton, Mo.",3:30   ,  ,,"dubuque, univ. of","Dubuque, Univ. of",Andrew Danna,NA,Nick Martin,Christopher Briggs,Spencer Kuehn,Zakary Kilpatrick,Nicholas Baldocchi,Todd Whited,Vince Parisi,Kyle Duggan,2,13,Spencer Kuehn,16,003(10)000,ss,NA,2b,1b,dh/p,lf,3b,rf,c,cf,Brady Harris,,Elliott Visuri
200,"Apr 13, 2012",bvudbq1,,Weston Foxx,NA,Nick Schlect,Ryan Scheetz,Joe Paletta,Jesse Munsterman,Brock Yossi,Neil Eddie,Dillon Plath,Ryan Titman,0,3,James Stone,7,00000102X,2b,NA,lf,1b,dh,rf,3b,c,cf,ss,Ian Grigsby,"buena vista university
",Buena Vista Univ.,Eric Edkin,,9.0,Y,,"Storm Lake, Iowa (BVU/SL Field)",6:00pm   ,2hr24min   ,,"dubuque, univ. of","Dubuque, Univ. of",Nick Martin,NA,Aaron Laskowski,Christopher Briggs,Spencer Kuehn,Andrew Danna,Jordan Gawronski,Todd Whited,Nathan Lucas,Vince Parisi,4,2,Kyle Staats,5,000110000,2b,NA,cf,1b,rf,ss,3b,lf,dh,c,Paul Krenger,,Ian Grigsby
170,"Apr 29, 2012",bvulor2,1,Weston Foxx,NA,Nick Schlect,Ryan Scheetz,Jesse Munsterman,Brock Yossi,Neil Eddie,Joe Paletta,Eric Croghan,Ryan Titman,1,0,Jon Ringblom,4,0000000,2b,NA,cf,1b,rf,3b,c,dh,lf,ss,Jon Ringblom,"buena vista university
",Buena Vista Univ.,Jon Ringblom,,7.0,Y,,"Storm Lake, Iowa (BVU/SL Field)",12:00pm   ,1hr30min   ,,"loras college
",Loras College,Mike Canevello,NA,Clay Henricksen,Billy Kass,B.J. Juergens,Jordan Ries,Travis Olson,Mike Pudlo,Eric DeSousa,Joe Walker,0,1,Jeremy Gerardy,3,0000001,rf,NA,c,cf,1b,lf,dh,ss,3b,2b,Will Petrosky,,Will Petrosky
125,"Apr 14, 2012",coelor2,1,Mike Canevello,NA,Clay Henricksen,Billy Kass,B.J. Juergens,Travis Olson,Mike Pudlo,Jordan Ries,Eric DeSousa,Joe Walker,3,3,Spencer Radabaugh,4,0100200,rf,NA,c,cf,1b,dh,ss,lf,3b,2b,Will Petrosky,"loras college
",Loras College,Spencer Radabaugh,,7.0,Y,,"Dubuque, Iowa (Petrakis Park)",11:00 am   ,2:00   ,,"coe college
",Coe College,Scott DeAngelis,NA,Brennan Melloy,Nick Stein,Adam Nisenson,Sean Raisch,Tyler Leadley,Spencer Sobba,John Delaplane,JD Hunter,1,6,Connor Alberhasky,6,0100041,2b,NA,ss,cf,1b,lf,rf,c,dh,3b,Drew Arends," overcast, 60 degrees",Alex Korth
232,"Mar 23, 2012",coedbq1,,Scott DeAngelis,NA,Tyler Leadley,Nick Stein,Sean Raisch,Adam Nisenson,Kaileb Armbruster,Spencer Sobba,Brennan Melloy,Aaron Peller,2,4,Connor Alberhasky,14,010210000,2b,NA,rf,cf,dh/lf,1b,3b,c,ss,lf,Wade Morris,"coe college
",Coe College,Ben Strellner,,9.0,Y,,"Cedar Rapids, Iowa (Daniels Park)",3:00 pm   ,2:41   ,,"dubuque, univ. of","Dubuque, Univ. of",Andrew Danna,NA,Nick Martin,Christopher Briggs,Spencer Kuehn,Todd Whited,Nicholas Baldocchi,Jordan Gawronski,Vince Parisi,Kyle Duggan,2,6,Kyle Staats,13,002011200,ss,NA,2b,1b,rf,lf,dh,3b,c,cf,Mark Hennessy," 64 Degrees, Partly Cloudy",Joshua Eastman
55,"Mar 12, 2012",dbqmon2,,Crandall,NA,Comstock,Ruyle,Donnan,Johnson,Gaither,Higginson,Baudino,Humphrey,2,4,Wedekind,10,101020000,2b,NA,rf,3b,1b,lf,c,dh,ss,cf,Wedekind,monmouth (il),Monmouth (IL),Wedekind,,9.0,Y,,"Ft. Myers, Fla.",9 am   ,2   ,,"dubuque, univ. of","Dubuque, Univ. of",Andrew Danna,NA,Nick Martin,Christopher Briggs,Spencer Kuehn,Zakary Kilpatrick,Todd Whited,Jordan Gawronski,Michael Campbell,Aaron Laskowski,2,6,Spencer Kuehn,9,000021003,ss,NA,2b,1b,lf/p,dh,rf,3b,c,cf,Kalen Mace, sunny 80,Paul Krenger
125,"Apr 14, 2012",coelor3,2,Mike Canevello,NA,Clay Henricksen,Billy Kass,B.J. Juergens,Jordan Ries,Danny Fahlgren,Mike Pudlo,Eric DeSousa,Joe Walker,3,9,Jeremy Gerardy,11,522000X,rf,NA,dh,cf,1b,lf,c,ss,3b,2b,Ben Cottrell,"loras college
",Loras College,Phil Richmond,,7.0,Y,,"Dubuque, Iowa (Petrakis Park)",1:30 PM   ,1:45   ,,"coe college
",Coe College,Scott DeAngelis,NA,Brennan Melloy,Nick Stein,Adam Nisenson,Sean Raisch,Tyler Leadley,Spencer Sobba,Cole Tomlinson,JD Hunter,1,4,Alex Korth,6,0020200,2b,NA,ss,cf,1b,lf,rf,c,dh,3b,Phil Richmond,,Ben Cottrell
43,"Mar 27, 2012",lutsmmn1,1,Chris Reynolds,NA,Thomas Weber,Matt Larson,Ryan Bahnemann,Kevin Bradley,Chris Erikson,Mitch Obey,Eric Pittman,Ian Fitzgerald,0,2,Alec Knop,6,000002X,2b,NA,dh,lf,3b,c,1b,rf,ss,cf,Danny Smith,"luther college
",Luther College,Regan,,7.0,Y,,"Minneapolis, Minn. (Metrodome)",7:00   ,2:00   ,,"st. mary's
",Saint Mary's,Lulic,NA,LaNasa,Schlemmer,Swanson,Gannon,Geraghty,Wolfe,Tessmer,Feriancek,0,1,Nord,5,0000100,lf,NA,2b,1b,c,dh,ss,3b,rf,cf,Biagini, Dome,Alec Knop
92,"Apr 17, 2012",coeuwp,,Ney,NA,Luther,Kattre,Wolke,Scheeler,Lewerke,Demmon,Beckman,Jacobson,1,7,Kerkman,11,00113020X,lf,NA,cf,2b,dh,c,3b,1b,rf,ss,Oppriecht,"university of wisconsin-plateville
",Wis.-Platteville,AJ Reuter,,9.0,Y,,"Platteville, Wis. (Kendall Murray Field)",3:00 pm   ,2:20   ,,"coe college
",Coe College,Scott DeAngelis,NA,Brennan Melloy,Nick Stein,Adam Nisenson,Sean Raisch,Tyler Leadley,Spencer Sobba,Tim Kayser,JD Hunter,1,4,Sean Raisch,5,000000004,2b,NA,ss,cf,1b,lf/p,rf,c,dh,3b,Connor Alberhasky,,Oppriecht
