attendance,date,game_id,game_number,home_batter_1,home_batter_10,home_batter_2,home_batter_3,home_batter_4,home_batter_5,home_batter_6,home_batter_7,home_batter_8,home_batter_9,home_errors,home_final_score,home_finishing_pitcher,home_hits,home_line_score,home_position_1,home_position_10,home_position_2,home_position_3,home_position_4,home_position_5,home_position_6,home_position_7,home_position_8,home_position_9,home_starting_pitcher,home_team,home_team_long,losing_pitcher,notes,number_of_innings,play-by-play,save,site,start,time,umpires,visiting_team,visiting_team_long,visitor_batter_1,visitor_batter_10,visitor_batter_2,visitor_batter_3,visitor_batter_4,visitor_batter_5,visitor_batter_6,visitor_batter_7,visitor_batter_8,visitor_batter_9,visitor_errors,visitor_final_score,visitor_finishing_pitcher,visitor_hits,visitor_line_score,visitor_position_1,visitor_position_10,visitor_position_2,visitor_position_3,visitor_position_4,visitor_position_5,visitor_position_6,visitor_position_7,visitor_position_8,visitor_position_9,visitor_starting_pitcher,winning_pitcher
100,"Feb 29, 2008",corsjf,,Tad Barry,NA,Ben Rudman,Jim Bose,Casey Korn,Tyler Downing,Matthew Bliven,Anthony Cozzi,Andy Krekel,Cameron Gallegos,2,5,Austin Landini,11,020012000,cf,NA,lf,3b,dh,1b,ss,rf,c,2b,Jeff Boyle,"cornell college
",Cornell College,Boyle (0-1),,9.0,Y,,"Sanford, Fla. (Sanford Stadium)",10 AM   ,3:10   ,,st. john fisher,St. John Fisher,LANGEVIN,NA,VAN SLYKE,MONTESANO,KING,ROTH,GIBBS,NEVADA,TIFFIN,ARMSTRONG,4,13,CRAIG,15,052031200,cf,NA,ss,rf,p,1b,3b,2b,lf,c,KING,WERNERT (1-0)
100,"Mar 14, 2008",simumb1,1,Beau Kaplan,NA,Jason McClaflin,Cory Dawson,Dave Johnson,Curt Bjork,Jesse Reis,Chris Jones,Jared Swim,Corey Rasmussen,3,1,Galen Daniels,8,0000010,rf,NA,1b,dh,3b,c,2b,lf,cf,ss,Dan Murphy,"simpson college
",Simpson College,(1-0),,7.0,Y,Murphy (0-2),"Mesa, AZ (Autry Park #1)",11 a.m.   ,2:00   ,,umass-boston,UMass-Boston,T. Michael,NA,C. Rice,E. Salvador,C. Reinfurt,R. Walsh,G. O'Kane,M. Dorval,C. Oram,J. Chastain,3,8,N. Conway,9,0205001,rf,NA,2b,c,1b,ss,dh,3b,lf,cf,N. Conway,N
100,"Mar 08, 2008",coebeck1,1,Valdez,NA,Paquette,Ceglarek,Mercado,Vaccaro,Robinson,Briand,Graham,Russo,1,2,Sayad,6,0000020,2b,NA,ss,3b,lf,dh,c,1b,rf,cf,Sayad,becker college,Becker College,Sayad,,7.0,Y,Gaynor (1),"Orlando, Fla. (Pat Thomas Stadium)",2:00 pm   ,  ,,"coe college
",Coe College,Tyler McAllister,NA,Jeff Wagner,Cody Smith,Pat Richmond,Nick Robertson,R Baranowski,Ryan Schisler,Nick McKenzie,Eric Hanna,1,6,Mike Gaynor,8,0120300,c/ss,NA,lf,cf,1b,rf,2b,dh,3b,ss,Lee Boyse,Boyse
75,3/30/08,corbel1,1,J. Majeski,NA,M. Kovach,S. Slubowski,R. Schmitz,J. Moran,M. Bartz,M. Ross,D. Oswald,T. Mohs,3,2,B. Erlenbach,5,0200000,rf,NA,1b,2b,p,lf,c,3b,cf,ss,R. Schmitz,beloit college,Beloit College,R,,7.0,Y, (1-1),"Beloit, WI (The Ballpark/Strong)",1:00 pm   ,1:56   ,,"cornell college
",Cornell College,Casey Korn,NA,Jim Bose,Tyler Downing,Andrew Patzke,Tad Barry,Ben Rudman,Cameron Gallegos,Ryan Fincham,Andy Krekel,2,8,Jeff Greenwald,10,3030002,ss,NA,3b,1b,dh,cf,lf,2b,rf,c,Cole Boge,Boge (1-0)
347,"Apr 19, 2008",coesim1,,Tyler McAllister,NA,Jeff Wagner,Cody Smith,Pat Richmond,Ryan Schisler,Ryan Velvick,Ryan Baranowski,Steven Zamora,Eric Hanna,2,8,Teren Bladel,15,30000021200,c,NA,lf,cf,1b,rf,3b,2b,dh,ss,Ryan Nicholson,"coe college
",Coe College,Bladel (2-1),,11.0,Y,,"Cedar Rapids, Iowa (Daniels Park)",3:00 pm   ,3:30   ,,"simpson college
",Simpson College,Beau Kaplan,NA,Jason McClaflin,Chris Jones,Jesse Reis,Cory Dawson,Corey Rasmussen,Curt Bjork,Dave Johnson,Jeff Kinkel-Schuster,1,9,Dan Murphy,14,03120011001,rf,NA,3b,lf,2b,1b,ss,c,dh,cf,Trent Kain,Murphy (2-2)
120,"Apr 13, 2008",cenwar2,,Ben Tressel,NA,Anthony Bazant,Jake Jadlowski,Michael Edwards,Caleb Rangel,Derek Knutson,Blake Smith,Justin Owens,Aaron Heffernan,1,1,Adam Squires,6,0010000,3b,NA,rf,ss,1b,dh,lf,c,2b,cf,Jeremy Kippley,"central college
",Central College,(4-1),,7.0,Y,Kippley (1-1),"Waverly, Iowa (Hertel Field)",5:39 pm   ,1:40   ,HP: Chris Freese  1B: Eric Oberbrockling,"wartburg college
",Wartburg College,Patrick Grau,NA,Danny Rose,Jerrold Martijn,Aaron Saeugling,A.J. Lewis,Mike Johnson,Isiah Stevens,Kyle Jones,Zach Nagle,0,3,Luke Albert,6,0200001,lf,NA,2b,cf,dh,c,3b,1b,rf,ss,Luke Albert,L
67,"Mar 8, 2008",dbqscsu2,1,Stryder Morissette,NA,Michael Ramos,Alex Martinez,Danny Cantu,Tony Foster,Chris Duran,Matt Lampugnano,Alex Larson,Theodore Bishop,2,1,Tadd Boals,5,1000000,2b,NA,cf,1b,3b,dh,ss,rf,lf,c,Tadd Boals,"dubuque, univ. of","Dubuque, Univ. of",,,7.0,Y,"Boals, T","Mesa, AZ",  ,  ,,st. cloud state,St. Cloud State,C. Forrester,NA,K. Resser,B. Thompson,L. Green,D. Gaughan,M. Johnson,B. Peyer,J. Day,J. Kroc,0,5,D. Pittman,8,0002003,2b,NA,3b,lf,dh,rf,1b,cf,c,ss,G. Parson,G
150,"Feb 27, 2008",warbet2,,Jerrold Martijn,NA,Danny Rose,Aaron Saeugling,Patrick Grau,Kyle Jones,Scott Mangin,Jacob Miksell,Spencer Stumpff,Zach Nagle,2,2,Jake Kuennen,5,0002000,cf,NA,ss,1b,lf,rf,3b,c,dh,2b,Luke Albert,"wartburg college
",Wartburg College,-0),,7.0,Y,L,"Minneapolis, Minn. (The Metrodome)",7:30 PM   ,2 hrs.   ,,"bethel university
",Bethel University,T. Chur,NA,T. Kram,B.Carr,M. Ther,J. Slic,T. Oest,E. Ande,B. Toka,K. Pulf,2,13,J. Slic,18,0303610,lf,NA,ss,3b,2b,dh,rf,c,1b,cf,I. Hami,I
115,"Apr 30, 2008",cencor2,1,Michael Tierney,NA,Tad Barry,Casey Korn,Tyler Downing,Matthew Shimanovsky,Ben Rudman,Andy Krekel,Matthew Bliven,Cameron Gallegos,0,4,Jim Bose,8,000130X,cf,NA,rf,3b,1b,dh,lf,c,ss,2b,Jim Bose,"cornell college
",Cornell College,Talbott (3-3),,7.0,Y,,"Mount Vernon, Iowa (Ash Park Field)",4:30 PM   ,1:30   ,,"central college
",Central College,Ben Tressel,NA,Caleb Rangel,Michael Edwards,Anthony Bazant,Derek Knutson,Jake Jadlowski,Blake Smith,Justin Owens,Aaron Heffernan,2,2,Brett Mahan,6,0101000,3b,NA,dh,1b,rf,lf,ss,c,2b,cf,Trevor Talbott,Bose (5-2)
100,"Apr 9, 2008",bvusim1,1,Beau Kaplan,NA,Corey Rasmussen,Jason McClaflin,Cory Dawson,Curt Bjork,Chris Jones,Dave Johnson,Jared Swim,Jesse Reis,0,2,Jake Ritchey,5,0000110,rf,NA,ss,1b,dh,c,lf,3b,cf,2b,Jake Ritchey,"simpson college
",Simpson College,Ritchey (2-1),,7.0,Y,Dupic (2),"Indianola, IA (McBride Field)",4 p.m.   ,1:37   ,HP: Ricardo Alverio  1B: Duane Duncan,"buena vista university
",Buena Vista Univ.,Mark Blum,NA,Michael Stephenson,Jeff Weisenborn,Brandon Pietrzyk,Kevin Kloewer,Michael Hoffman,Joe Alexander,Brad Blum,Tyler Case,1,4,Kyle Dupic,9,1100011,3b,NA,2b,dh,rf,c,lf,1b,ss,cf,Christian Dekker,Dekker (2-1)
32,"Mar 6, 2008",dbqwayn1,1,Stryder Morissette,NA,Michael Ramos,Alex Martinez,Danny Cantu,Tony Foster,Chris Duran,Matt Lampugnano,Ron Manthe,Justin Shaffer,3,9,Alex Larson,11,4102020,2b,NA,cf,ss,3b,dh,1b,rf,c,lf,Nolan Voss,"dubuque, univ. of","Dubuque, Univ. of","Voss, N",,7.0,Y,,"Mesa, AZ",12 pm   ,  ,,waynesburg univ.,Waynesburg Univ.,White,NA,Steele,Group,Dittmar,Novak,Bear,Spargur,Daley,Cree,2,12,Novak,8,2015040,2b,NA,cf,c,1b,ss,dh,3b,lf,rf,Leones,Leones
203,"Mar 24, 2008",coedbq3,,Jeff Wagner,NA,Cody Smith,Tyler McAllister,Pat Richmond,Ryan Schisler,Ryan Velvick,R Baranowski,Nick Robertson,Eric Hanna,2,10,Mike Gaynor,14,10104031X,lf,NA,cf,c/ss,1b,3b,dh,2b/ss,rf,ss,Alec Lewis,"coe college
",Coe College,"Boals, T",,9.0,Y,,"Cedar Rapids, Iowa (Daniels Park)",3:00 pm   ,2:45   ,,"dubuque, univ. of","Dubuque, Univ. of",Stryder Morissette,NA,Michael Ramos,Alex Martinez,Danny Cantu,Chris Duran,Matt Lampugnano,Ron Manthe,Tony Foster,Chris Dahle,1,5,Bobby Orosco,9,010022000,2b,NA,cf,dh,ss,1b,3b,c,rf,lf,Tadd Boals,Lewis (2-1)
87,"Apr 16, 2008",bvudbq3,,Stryder Morissette,NA,Michael Ramos,Alex Martinez,Danny Cantu,Chris Duran,Alex Larson,Ron Manthe,Theodore Bishop,Chris Dahle,0,4,Eric Rausch,8,020000002,2b,NA,cf,3b,ss,1b,rf,c,dh,lf,Tadd Boals,"dubuque, univ. of","Dubuque, Univ. of","Boals, T",,9.0,Y,,"Dubuque, Iowa (Chlapaty Field)",3 p.m.   ,2:36   ,HP: Larry McCann  1B: Mike Gan,"buena vista university
",Buena Vista Univ.,Mark Blum,NA,Michael Stephenson,Jeff Weisenborn,Brandon Pietrzyk,Kevin Kloewer,Michael Hoffman,Steve Johnston,Garrett Hill,Brad Blum,3,7,Kyle Dupic,14,000113200,3b,NA,2b,dh,cf,c,lf,1b,rf,ss,Christian Dekker,Dekker (3-1)
120,"Mar 11, 2008",bvumidl4,,Jacoby,NA,Womack,Huggins,Koehn,Hubbard,Willis,Stouffer,Kalina,Martinez,2,5,Gausden,7,0001301,ss,NA,lf,1b,3b,dh,rf,c,cf,2b,Liesemeyer,midland lutheran,Midland Lutheran,-0),,7.0,Y,Liesemeyer (),"Fremont, NE (Moeller Field)",6:30   ,2:40   ,,"buena vista university
",Buena Vista Univ.,Michael Stephenson,NA,Andy Compton,Jeff Weisenborn,Brandon Pietrzyk,Kevin Kloewer,Nathan Halupnick,Chris Dolezal,Brad Blum,Tyler Case,3,8,Brandon Pietrzyk,8,2210201,2b,NA,rf,dh,lf,c,1b,3b,ss,cf,Mark Blum,M
50,"Mar 9, 2008",simmon1,1,Beau Kaplan,NA,Jason McClaflin,Curt Bjork,Cory Dawson,Jared Swim,Chris Jones,Brady Buresh,Corey Rasmussen,Jesse Reis,2,9,Cory Dawson,9,050310X,rf,NA,3b/1b,c,1b/p,cf,lf,dh,ss,2b,Jared Sass,"simpson college
",Simpson College,Johnson (0-1),,7.0,Y,,"Mesa, AZ (Autry Park #2)",9:30 am   ,2:00   ,,"monmouth college
",Monmouth College,Sashko,NA,Herrin,Stubler,Priola,Bice,Peterson,McIntire,Basala,Gustafson,4,5,Johnson,10,0102002,ss,NA,cf,3b,dh,1b,lf,rf,c,2b,Johnson,Sass (1-0)
100,"Mar 26, 2008",simgra1,1,Suarez,NA,Coulter,S. Smith,Felman,Whitten,Stockton,Encarnacion,Duke,Contreras,0,9,Beckenhaur,11,072000X,cf,NA,2b,lf,1b,3b,dh,ss,c,rf,Beckenhaur,graceland univ.,Graceland Univ.,Harrison (0-1),,7.0,Y,,"Lamoni, IA (Graceland Diamond)",1 p.m.   ,2:00   ,,"simpson college
",Simpson College,Beau Kaplan,NA,Jason McClaflin,Chris Jones,Curt Bjork,Cory Dawson,Corey Rasmussen,Joe Pogge,Jared Swim,Jason Hayes,3,2,Luke Goemaat,7,1000001,rf,NA,3b,lf,c,1b,ss,dh,cf,2b,Brandon Harrison,Beckenhaur (2-1)
75,"Mar 19, 2008",lorfdu1,1,Hanna,NA,Flexer,Oliveto,Winters,Geran,Bellino,Sheppard,Foster,Bookholt,3,3,Mineo,9,0000003,cf,NA,2b,lf,rf,3b,1b,c,ss,dh,Pregno,fdu-florham,FDU-Florham,Pregno (),,7.0,Y,,"Port Charlotte, FLA (S. Charlotte County)",9:30 AM   ,2:15   ,HP: Jeff Keckler  2B: Bob Habern,"loras college
",Loras College,Alex Miklo,NA,Adam Gross,Nick Olberding,Don Pirkle,John Schroeder,Tim Andrews,Brock Schneden,Tyler Shireman,Ben Kuebel,0,7,Brian Kearns,8,0100330,2b,NA,cf,ss,1b,c,dh,rf,lf,3b,Matt Barilla,Barilla (1-2)
157,"May 09, 2008",iiac7,,Danny Rose,NA,Zach Nagle,Jerrold Martijn,Aaron Saeugling,Mike Johnson,Kyle Jones,Isiah Stevens,A.J. Lewis,Scott Mangin,0,7,Danny Rose,9,02004010X,2b/p,NA,ss,cf,p/2b,3b,rf,1b,c,lf,Aaron Saeugling,"wartburg college
",Wartburg College,ng (5-0),,9.0,Y,Talbott (3-4),"Cedar Rapids, IA (Veterans Stadium)",4:20 pm   ,1:57   ,HP: Paul Keitel  1B: Woody Miller  3B: Mike Gan,"central college
",Central College,Ben Tressel,NA,Caleb Rangel,Michael Edwards,Derek Knutson,Anthony Bazant,Jake Jadlowski,Blake Smith,Justin Owens,Jared Lackey,5,1,Kyle Fuerstenburg,5,100000000,3b,NA,dh,1b,lf,cf,ss,c,2b,rf,Trevor Talbott,A
250,"Apr 26, 2008",simwar2,1,Joe Pogge,NA,Jason McClaflin,Cory Dawson,Jesse Reis,Chris Jones,Corey Rasmussen,Curt Bjork,Jeff Kinkel-Schuster,Beau Kaplan,2,4,Jared Sass,7,30001000,dh,NA,3b,1b,2b,lf,ss,c,cf,rf,Jared Sass,"simpson college
",Simpson College,n (2-1),,8.0,Y,Sass (6-1),"Indianola, IA (McBride Field)",1 p.m.   ,1:43   ,HP: Rich Chaponis  1B: Matt Badeaux,"wartburg college
",Wartburg College,Danny Rose,NA,Zach Nagle,Jerrold Martijn,Mike Johnson,A.J. Lewis,Isiah Stevens,Spencer Stumpff,Ben Roemmich,,1,5,Mike McGivern,7,30000101,2b,NA,ss,cf,3b,c,1b,rf,lf,,Aaron Saeugling,M
145,"Mar 16, 2008",cormary2,2,Allerdissen,NA,Henkelman,Stenzel,Boyer,Haven,Wheet,Huckstep,Hamel,Essner,4,0,Ward,6,0000000,2b,NA,cf,1b,lf,dh,rf,3b,c,ss,Gebert,maryville university,Maryville University,Gebert (0-1),,7.0,Y,,"St. Louis, Mo. (Weber Field)",3:00 pm   ,  ,,"cornell college
",Cornell College,Tad Barry,NA,Ben Rudman,Casey Korn,Tyler Downing,Matthew Shimanovsky,Matthew Bliven,Michael Tierney,Andy Krekel,Cameron Gallegos,0,7,Jim Bose,8,1002022,rf,NA,lf,3b,1b,dh,ss,cf,c,2b,Jim Bose,Bose (2-0)
209,"May 01, 2008",coewiu,,"GALLAGA,L",NA,"WADDELL,C","LAIDIG,D","BINA,J","PRICE,K","JOHNSON,D","WOLF,J","METCALF,T","SURPRENANT,K",0,12,"FUCHS,C",13,15110211X,lf,NA,2b,c,dh,cf/rf,3b,rf/lf,1b,ss,"SCHMIDT,R",western illinois,Western Illinois,Rayhill (0-1),,9.0,Y,,"Macomb, Ill. (Boyer Stadium)",3:30 pm   ,2:40   ,HP: Mark Winters  1B: Don King,"coe college
",Coe College,Cody Smith,NA,Paul Endriss,Ryan Schisler,Ryan Velvick,Ryan Baranowski,Tyler McAllister,Pat Richmond,Joe Swanson,Eric Hanna,1,8,Jesse Sinclair,11,030012020,cf,NA,lf,3b,dh,2b,c/ss,1b,rf,ss,Ryan Rayhill,"SCHMIDT,R (1-0)"
200,"Apr 30, 2008",dbqwar3,,Danny Rose,NA,Zach Nagle,Jerrold Martijn,Aaron Saeugling,Mike Johnson,Kyle Jones,Isiah Stevens,A.J. Lewis,Ben Roemmich,1,14,Tom Keesy,15,02406002,2b,NA,ss,p,lf,3b,rf,1b,c,cf,Jerrold Martijn,"wartburg college
",Wartburg College, (3-3),,8.0,Y,"Doonan, C","Waverly, Iowa (Hertel Field)",5:58 pm   ,2:17   ,HP: Merle Whitcher  1B: Reid Barg,"dubuque, univ. of","Dubuque, Univ. of",Stryder Morissette,NA,Michael Ramos,Alex Martinez,Danny Cantu,Chris Duran,Alex Larson,Ron Manthe,Theodore Bishop,Chris Dahle,1,4,Andy Crane,10,00210001,2b,NA,cf,3b,ss,1b,rf,c,dh,lf,Cody Doonan,J
45,"Mar 06, 2008",waraur2,,"Infantino, J",NA,Fitzgerald K,"Damore, J.","Wellner, T.","Warner, D.","Diaz, M.","Kosmicki, R.","Anklam, M.","Krippel, L.",1,7,"Kapusta, K",9,2011003,rf,NA,3b,ss,cf,lf,1b,c,dh,2b,"Mueller, K",aurora university,Aurora University,,,7.0,Y,N,"Orlando, Fla.",8 a.m.   ,2:30   ,,"wartburg college
",Wartburg College,Jerrold Martijn,NA,Zach Nagle,Aaron Saeugling,Mike Johnson,Kyle Jones,Isiah Stevens,Patrick Grau,Jacob Miksell,Spencer Stumpff,3,6,Nate Rost,12,1001112,cf,NA,ss,2b,3b,rf,1b,dh,c,lf,Billy Schmitt,"Kapusta, K"
28,"Mar 25, 2008",dbqmsoe2,2,Stryder Morissette,NA,Michael Ramos,Alex Martinez,Danny Cantu,Chris Duran,Tony Foster,Ron Manthe,Matt Lampugnano,Chris Dahle,5,14,Nolan Voss,15,113405X,2b,NA,cf,dh,ss,1b,rf,c,3b,lf,Tony Bladel,"dubuque, univ. of","Dubuque, Univ. of",,,7.0,Y,Lathers,"Dubuque, Iowa (Chlapaty Field)",4:30 pm   ,2:06   ,HP: Dennis Schroeder  1B: Ken F,milw. school of eng.,Milw. School of Eng.,Gorzelnik,NA,Woodstock,Merk,Curtin,Biederer,Wiskamp,Kryzanowski,Mangerson,Opalewski,1,8,Lee,8,0210014,ss,NA,rf,3b,1b,2b,c,dh,lf,cf,Lathers,"Bladel, T"
200,"Mar 2, 2008",coewu1,1,Working,NA,Lehmann,Hamilton,Price,Vom Brack,Webb,Rodli,"Kennedy, G.",Midkiff,1,3,Williams,7,1020000,lf,NA,rf,2b,dh,3b,c,1b,cf,ss,Williams,washington u.,Washington U.,Williams (),,7.0,Y,Lewis (1),"St. Louis, Mo. (Kelly Field)",12:00 pm   ,  ,,"coe college
",Coe College,Tyler McAllister,NA,Cody Smith,Nick Robertson,Pat Richmond,Andy Oberhoffer,Nick McKenzie,Ryan Schisler,R Baranowski,Eric Hanna,2,5,Alec Lewis,11,1010210,c,NA,cf,rf,lf,1b,dh,3b,2b/ss,ss,Ryan Nicholson,Nicholson (1-0)
87,"Apr 22, 2008",dbqwar2,2,Stryder Morissette,NA,Michael Ramos,Alex Martinez,Danny Cantu,Chris Duran,Alex Larson,Tony Foster,Ron Manthe,Chris Dahle,5,2,Cody Doonan,5,0002000,2b,NA,cf,3b,ss,1b,rf,dh,c,lf,Cody Doonan,"dubuque, univ. of","Dubuque, Univ. of", (2-0),,7.0,Y,"Doonan, C","Dubuque,Iowa (Chlapaty Field)",3:30 pm   ,1:56   ,HP: Paul Keitel  1B: Woody Mill,"wartburg college
",Wartburg College,Danny Rose,NA,Zach Nagle,Jerrold Martijn,Aaron Saeugling,A.J. Lewis,Mike Johnson,Isiah Stevens,Kyle Jones,Ben Roemmich,1,4,Danny Rose,9,3000001,2b,NA,ss,cf,dh,c,3b,1b,rf,lf,Jake Kuennen,J
50,"Mar 06, 2008",waraur3,,Jerrold Martijn,NA,Spencer Stumpff,Aaron Saeugling,Mike Johnson,Kyle Jones,Isiah Stevens,A.J. Lewis,Scott Mangin,Zach Nagle,2,4,Mike McGivern,7,101002X,p,NA,cf,2b,3b,rf,1b,c,lf,ss,Jerrold Martijn,"wartburg college
",Wartburg College, (1-2),,7.0,Y,"Friend, C","Orlando, Fla.",11:30   ,2:25   ,,aurora university,Aurora University,"Infantino, J",NA,Fitzgerald K,"Damore, J.","Wellner, T.","Warner, D.","Williamson,K","Diaz, M.","Kosmicki, R.","Krippel, L.",1,2,"Deckman, A",4,0000011,rf,NA,3b,ss,cf,lf,c,1b,dh,2b,"Friend, C",J
150,"May 9, 2008",iiac6,,Joe Pogge,NA,Jason McClaflin,Cory Dawson,Chris Jones,Jesse Reis,Dave Johnson,Curt Bjork,Jeff Kinkel-Schuster,Beau Kaplan,3,4,Jared Sass,11,002100100,dh,NA,3b,1b,lf,2b,ss,c,cf,rf,Jake Ritchey,"simpson college
",Simpson College,Ritchey (6-2),,9.0,Y,,"Cedar Rapids, IA (Veteran's Stadium)",1:15 pm   ,2:19   ,HP: Pat McIhorn  1B: Kevin Ferris  3B: Kenny F,"loras college
",Loras College,Adam Gross,NA,Nick Olberding,Clark Egdorf,Don Pirkle,Brock Schneden,Tim Andrews,John Schroeder,Alex Miklo,Ben Kuebel,1,7,Brian Kearns,11,100000033,cf,NA,ss,dh,1b,rf,lf,c,2b,3b,Tim Carty,Kearns (2-0)
250,"Apr 26, 2008",simwar3,2,Joe Pogge,NA,Jason McClaflin,Chris Jones,Cory Dawson,Jesse Reis,Corey Rasmussen,Curt Bjork,Jared Swim,Jeff Kinkel-Schuster,0,5,Jake Ritchey,9,005000X,dh,NA,3b,lf,1b,2b,ss,c,rf,cf,Jake Ritchey,"simpson college
",Simpson College,L,,7.0,Y,(5-2),"Indianola, IA (McBride Field)",3:14   ,1:26   ,HP: Matt Badeaux  1B: Rich Chapon,"wartburg college
",Wartburg College,Danny Rose,NA,Zach Nagle,Jerrold Martijn,Aaron Saeugling,Mike Johnson,Patrick Grau,Isiah Stevens,Jacob Miksell,Ben Roemmich,1,1,Brad Watson,6,0000010,2b,NA,ss,cf,dh,3b,rf,1b,c,lf,Luke Albert,Ritchey (5-1)
393,"Mar 24, 2008",lutnwmn2,1,Jeff Riddle,NA,Jake Waddle,Alex Ross,Ben Schott,Jeff Hiatt,Joe Thompson,Mark Weber,Steve Beckman,Alex Thomas,2,3,Adam Kohls,7,000030X,2b,NA,c,lf,1b,ss,rf,dh,3b,cf,Adam Kohls,"luther college
",Luther College,Overlien,,7.0,Y,,"Minneapolis, Minn. (H.H.H. Metrodome)",5:15 PM   ,1:35   ,,northwestern (minn.),Northwestern (Minn.),Sage,NA,Halstensgard,"Nelson, L","Kleiner, D",Mick,Marcio,Labatt,Nyquist,Long,2,0,Overlien,3,0000000,cf,NA,c,1b,dh,3b,rf,ss,2b,lf,Overlien,Kohls
,"Mar 02, 2008",corking,,M. Feci,NA,M. Livoy,M. Unger,P. McGlynn,J. Bonser,S. Rooney,M. Colgan,P. Moskowitz,R. Fravel,2,7,M. VanStone,8,020002030,2b,NA,rf,c,dh,1b,lf,3b,cf,ss,D. Jenkins,"king's college
",King's College,D,,9.0,Y, (),"Leesburg, Fla.",8:30 AM   ,  ,,"cornell college
",Cornell College,Tad Barry,NA,Ben Rudman,Jim Bose,Casey Korn,Tyler Downing,Matthew Shimanovsky,Michael Thompson,Anthony Cozzi,Cameron Gallegos,2,8,Anthony Cozzi,9,000341000,cf,NA,lf,3b,ss,1b,dh,c,rf/p,2b,Adam Butler,Butler (1-0)
100,"May 03, 2008",bvulor1,1,Mark Blum,NA,Michael Stephenson,Jeff Weisenborn,Brandon Pietrzyk,Michael Hoffman,Steve Johnston,John-Paul Baker,Brad Blum,Tyler Case,1,0,Brandon Pietrzyk,5,0000000,3b,NA,2b,lf,p,rf,1b,c,ss,cf,Brandon Pietrzyk,"buena vista university
",Buena Vista Univ.,Pietrzyk (2-2),,7.0,Y,,"Storm Lake, Iowa (Memorial Field)",2:00pm   ,1:40   ,,"loras college
",Loras College,Adam Gross,NA,Nick Olberding,Clark Egdorf,Don Pirkle,Brock Schneden,John Schroeder,Tim Andrews,Alex Miklo,Ben Kuebel,0,4,Matt Barilla,10,0200020,cf,NA,ss,dh,1b,rf,c,lf,2b,3b,Matt Barilla,Barilla (3-6)
50,"Apr 02, 2008",bvudbq2,2,Tyler Case,NA,Michael Stephenson,Jeff Weisenborn,Brandon Pietrzyk,Kevin Kloewer,Steve Johnston,Joe Alexander,Chris Dolezal,Brad Blum,2,12,Kyle Dupic,10,711102X,cf,NA,2b,rf,lf,c,dh,1b,3b,ss,Mark Blum,"buena vista university
",Buena Vista Univ.,"Ramos, M",,7.0,Y,,"Carroll, IA (Carroll Stadium)",5:50pm   ,2:42   ,HP: Dan Davis  1B: Duane Duncan,"dubuque, univ. of","Dubuque, Univ. of",Stryder Morissette,NA,Michael Ramos,Alex Martinez,Danny Cantu,Chris Duran,Alex Larson,Ron Manthe,Justin Shaffer,Chris Dahle,4,10,Andy Crane,11,4102201,2b,NA,p/cf,1b,ss,3b,cf/p,c,rf,lf,Michael Ramos,Dupic (3-0)
50,"Apr 26, 2008",bvusmu1,1,Mark Blum,NA,Michael Stephenson,Brandon Pietrzyk,Jeff Weisenborn,Michael Hoffman,Kevin Kloewer,Chris Dolezal,Brad Blum,Tyler Case,1,4,Luke Probasco,9,0002002,3b,NA,2b,rf,dh,lf,c,1b,ss,cf,Christian Dekker,"buena vista university
",Buena Vista Univ.,Shetka (2-3),,7.0,Y,,"Storm Lake, Iowa (St. Mary's Field)",1:00   ,2:00   ,,st. mary's univ.,St. Mary's Univ.,Black,NA,Ryan,Knudsen,Archambault,Warren,Haugh,Bogie,Schmidt,Krieger,1,3,Shetka,8,0200100,rf,NA,2b,cf,dh,3b,ss,1b,c,lf,Seifert,Probasco (1-1)
175,"Mar 22, 2008",coedbq2,2,Tyler McAllister,NA,Trent Svehla,Cody Smith,Pat Richmond,R Baranowski,Ryan Schisler,Nick McKenzie,Nick Robertson,Eric Hanna,4,3,Mike Gaynor,10,0100110,c,NA,lf,cf,1b,2b/ss,3b,dh,rf,ss,Lee Boyse,"coe college
",Coe College,,,7.0,Y,Boyse (2-2),"Cedar Rapids, Iowa (Daniels Park)",3:05 pm   ,2:12   ,,"dubuque, univ. of","Dubuque, Univ. of",Stryder Morissette,NA,Michael Ramos,Alex Martinez,Danny Cantu,Tony Foster,Chris Duran,Matt Lampugnano,Ron Manthe,Alex Larson,2,5,Andy Crane,7,3000011,2b,NA,p/cf,1b,ss,rf,lf,3b,c,cf/lf,Michael Ramos,"Ramos, M"
150,"Mar 28, 2008",coelor1,,Adam Gross,NA,Alex Miklo,Nick Olberding,Don Pirkle,John Schroeder,Tim Andrews,Tyler Shireman,Brock Schneden,Ben Kuebel,1,2,Ryan Dunn,5,000020000,cf,NA,2b,ss,1b,c,dh,lf,rf,3b,Tim Carty,"loras college
",Loras College,Carty (2-1),,9.0,Y,,"Dubuque, Iowa (Petrakis Park)",5:45   ,2:25   ,,"coe college
",Coe College,Trent Svehla,NA,Cody Smith,Tyler McAllister,Pat Richmond,Ryan Schisler,Ryan Velvick,Ryan Baranowski,Nick Robertson,Eric Hanna,3,7,Ryan Nicholson,13,022002100,lf,NA,cf,c,1b,3b,dh,2b,rf,ss,Ryan Nicholson,Nicholson (4-1)
