attendance,date,game_id,game_number,home_batter_1,home_batter_10,home_batter_2,home_batter_3,home_batter_4,home_batter_5,home_batter_6,home_batter_7,home_batter_8,home_batter_9,home_errors,home_final_score,home_finishing_pitcher,home_hits,home_line_score,home_position_1,home_position_10,home_position_2,home_position_3,home_position_4,home_position_5,home_position_6,home_position_7,home_position_8,home_position_9,home_starting_pitcher,home_team,home_team_long,losing_pitcher,notes,number_of_innings,play-by-play,save,site,start,time,umpires,visiting_team,visiting_team_long,visitor_batter_1,visitor_batter_10,visitor_batter_2,visitor_batter_3,visitor_batter_4,visitor_batter_5,visitor_batter_6,visitor_batter_7,visitor_batter_8,visitor_batter_9,visitor_errors,visitor_final_score,visitor_finishing_pitcher,visitor_hits,visitor_line_score,visitor_position_1,visitor_position_10,visitor_position_2,visitor_position_3,visitor_position_4,visitor_position_5,visitor_position_6,visitor_position_7,visitor_position_8,visitor_position_9,visitor_starting_pitcher,winning_pitcher
30,"Apr 15, 2008",simgrn1,,Unsell,NA,Prouty,Takabuki,Maloney,Clark,Mendoza,Fletcher,Malewitz,Rosenbaum,2,5,Takabuki,8,000001040,2b,NA,cf,rf/p,1b,3b,ss,dh,c,lf,Kahn,"grinnell college
",Grinnell,Kahn (2-2),,9.0,Y,Hajduch (1),"Grinnell, IA (North Diamond)",2:30 p.m   ,2:35   ,HP: Ricardo Alverio  1B: Pat Hoberg,"simpson college
",Simpson College,Beau Kaplan,NA,Jason McClaflin,Chris Jones,Jesse Reis,Curt Bjork,Corey Rasmussen,Tyler Larson,Jeff Kinkel-Schuster,,2,7,Joe Hajduch,13,020041000,rf,NA,3b/1b,lf,2b,1b,ss,c,cf,,Cory Dawson,Akers (1-0)
70,"Mar 17, 2008",lorfsc,,Alex Miklo,NA,Adam Gross,Nick Olberding,Don Pirkle,John Schroeder,Brock Schneden,Tim Andrews,Tyler Shireman,Ben Kuebel,3,8,Brian Kearns,11,04010300X,2b,NA,cf,ss,1b,c,rf,dh,lf,3b,Tim Carty,"loras college
",Loras College,"Lawlor, B (0-1)",,9.0,Y,Kearns (1),"Port Charlotte, FLA (S. Charlotte County)",10:00 AM   ,3:05   ,,fitchburg state,Fitchburg State,"Sauer, A",NA,"Gendron, N","Abreau, J","Hubbard, J","Heher, C","DiMauro, T",Balderelli,"McKenna, A","Granaham, A",2,7,"Donah, S",13,000601000,lf,NA,cf,1b,c,rf,2b,dh,ss,3b,BarbarottaJ,Laurie (1-0)
135,"Mar 16, 2008",loruwsp1,1,B Scheidler,NA,T Schlosser,B. Frank,D. Coe,S. Spurney,J. Surman,B. Warwick,E. Fritz,K. Cummings,2,6,T. Kempf,8,000231X,cf,NA,2b,1b,dh,rf,lf,c,ss,3b,T. Kempf,#9 wis.-stevens point,#9 Wis.-Stevens Point,1-0),,7.0,Y,Joniec (0-1),"Port Charlotte, FLA (N. Charlotte, County)",12:00 PM   ,1:20   ,,"loras college
",Loras College,Adam Gross,NA,Nick Olberding,Alex Miklo,Don Pirkle,Clark Egdorf,John Schroeder,Brock Schneden,Tyler Shireman,Ben Kuebel,1,2,Kyler Laurie,7,0200000,cf,NA,ss,2b,1b,dh,c,rf,lf,3b,Brad Joniec,T
122,"Mar 18, 2008",cenaug2,2,Stomberg,NA,Williamson,Henry,Andersen,Zaun,Pederson,Blunt,Stockhaus,Panning,5,7,Sanders,8,20111020,cf,NA,rf,c,1b,dh,3b,ss,2b,lf,Glasenapp,augsburg (minn.),Augsburg (Minn.),Sanders (0-1),,8.0,Y,Glasgow (1),"Mesa, Ariz. (Gene Autry Field)",2 p.m.   ,2:30   ,,"central college
",Central College,Anthony Bazant,NA,Jake Jadlowski,Michael Edwards,Derek Knutson,Jeremy Kippley,Caleb Rangel,Blake Smith,B.J. Pilling,Ben Tressel,2,8,Dayton Glasgow,8,13101011,cf,NA,ss,lf,c,1b,rf,dh,2b,3b,Brett Mahan,Mahan (2-0)
97,"Apr 13, 2008",cordbq2,2,Michael Tierney,NA,Tad Barry,Jim Bose,Tyler Downing,Matthew Shimanovsky,Ben Rudman,Michael Thompson,Matthew Bliven,Cameron Gallegos,2,3,Casey Korn,4,003000X,cf,NA,rf,3b,1b,dh,lf,c,ss,2b,Casey Korn,"cornell college
",Cornell College,"Ramos, M",,7.0,Y,,"Mount Vernon, Iowa (Ash Park Field)",6:03 PM   ,1:30   ,HP: Ted Timbrook  1B: Woody Mill,"dubuque, univ. of","Dubuque, Univ. of",Stryder Morissette,NA,Michael Ramos,Alex Martinez,Danny Cantu,Chris Duran,Alex Larson,Ron Manthe,Tony Foster,Chris Dahle,2,2,Michael Ramos,7,0200000,2b,NA,p,1b,ss,3b,cf,c,rf,lf,Michael Ramos,Korn (2-3)
299,"Apr 26, 2008",corlor1,,Adam Gross,NA,Nick Olberding,Clark Egdorf,Don Pirkle,John Schroeder,Brock Schneden,Tim Andrews,Alex Miklo,Ben Kuebel,3,9,Brian Kearns,16,00041112,cf,NA,ss,dh,1b,c,rf,lf,2b,3b,Matt Barilla,"loras college
",Loras College,Korn (2-4),,8.0,Y,,"Dubuque, IA (Petrakis Park)",1:00pm   ,2:10   ,,"cornell college
",Cornell College,Michael Tierney,NA,Tad Barry,Casey Korn,Tyler Downing,Jim Bose,Ben Rudman,Andy Krekel,Matthew Bliven,Cameron Gallegos,1,8,Casey Korn,13,10122101,cf,NA,rf,dh/p,1b,3b,lf,c,ss,2b,Casey Korn,Kearns (1-0)
45,04/29/08,dbqari,,"Blakeley, Ma",NA,"Ramos, Mark","Hansen, Don","Wagle, John","Izzo, Eric","Hoffman, Dav","Lococo, Jack","Vezzetti, Jo","Hopson, Aaro",2,12,"Carlson, Jon",12,81010002X,cf,NA,ss,rf,3b,1b,2b,lf,c,dh,"Erickson, Ma",#20 augustana,#20 Augustana,"Voss, N",,9.0,Y,,"Moline, Ill. (Swanson/Brunner)",7:03 pm   ,2:39   ,HP: Ryan Myers  1B: Randy Schult,"dubuque, univ. of","Dubuque, Univ. of",Stryder Morissette,NA,Michael Ramos,Alex Martinez,Danny Cantu,Chris Duran,Alex Larson,Andrew Reese,Ron Manthe,Justin Shaffer,4,8,Byron Abram,10,000500102,2b,NA,cf,3b,ss,1b,rf,dh,c,lf,Nolan Voss,"Erickson, Ma (5-2)"
55,"Apr 01, 2008",cenlor2,2,Adam Gross,NA,Alex Miklo,Nick Olberding,Don Pirkle,John Schroeder,Brock Schneden,Nathan Roling,Kyle Evangelista,Ben Kuebel,4,3,Patrick Thostenson,9,1110000,cf,NA,2b,ss,1b,c,rf,dh,lf,3b,Brad Joniec,"loras college
",Loras College,Joniec (1-2),,7.0,Y,,Loras College (Petrakis Park),6:00pm   ,2:05   ,,"central college
",Central College,Ben Tressel,NA,Anthony Bazant,Jake Jadlowski,Michael Edwards,Caleb Rangel,Derek Knutson,Blake Smith,Justin Owens,Aaron Heffernan,0,9,Trevor Talbott,12,2010501,3b,NA,rf,ss,1b,lf,dh,c,2b,cf,Trevor Talbott,Talbott (2-1)
88,"May 03, 2008",cendbq1,,Stryder Morissette,NA,Michael Ramos,Alex Martinez,Danny Cantu,Chris Duran,Alex Larson,Matt Lampugnano,Ron Manthe,Chris Dahle,2,8,Tadd Boals,11,000004301,2b,NA,p,3b,ss,1b,cf,rf,c,lf,Michael Ramos,"dubuque, univ. of","Dubuque, Univ. of","Ramos, M",,9.0,Y,,"Dubuque, Iowa (Chlapaty Field)",2 pm   ,2:41   ,HP: Steve Schrader  1B: Dennis Schrad,"central college
",Central College,Ben Tressel,NA,Caleb Rangel,Michael Edwards,Derek Knutson,Anthony Bazant,Jake Jadlowski,Blake Smith,Justin Owens,Jared Lackey,2,14,Caleb Rangel,14,002080022,3b,NA,dh,1b,lf,cf,ss,c,2b,rf,Brett Mahan,Mahan (6-3)
100,"Mar 13, 2008",coewsc,,Tyler McAllister,NA,R Baranowski,Cody Smith,Pat Richmond,Ryan Schisler,Andy Oberhoffer,Nick Robertson,Nick McKenzie,Eric Hanna,1,4,Mike Gaynor,9,10001020X,c,NA,2b,cf,lf/1b,3b,1b,rf,dh,ss,Ryan Nicholson,"coe college
",Coe College,Poliferno (),,9.0,Y,Gaynor (3),"Orlando, Fla. (Sperling Park)",9 a.m.   ,  ,,westfield state,Westfield State,Wagner,NA,Parr,Fields,Burndrett,McIntyre,Kendziera,Trachtenberg,Turner,Hogan,5,2,Poliferno,8,010000010,2b,NA,ss,lf,dh,rf,3b,cf,1b,c,Poliferno,Nicholson (2-1)
50,"Mar 05, 2008",warkey2,,Jerrold Martijn,NA,Ben Roemmich,Aaron Saeugling,Mike Johnson,Kyle Jones,Isiah Stevens,A.J. Lewis,Patrick Grau,Zach Nagle,1,2,Mike McGivern,6,000002000,cf,NA,rf,2b,3b,dh,1b,c,lf,ss,Brad Watson,"wartburg college
",Wartburg College,,,9.0,Y,B,"Orlando, Fla.",8 a.m.   ,2:45   ,,keystone college,Keystone College,T. Schemel,NA,C. Collins,N. Gomez,B. Fish,J. Rohena,D. Reese,K. Conrad,G. Sanchez,R. Jackson,3,7,B. Higgins,10,200100211,ss,NA,2b,3b,1b,rf,dh,lf,c,cf,D. Bartoli,D
100,"Mar 09, 2008",bvumidl1,,Jacoby,NA,Hampton,Huggins,Koehn,Willis,Womack,Reyes,Drumm,Hubbard,0,5,Stosich,5,110210X,2b,NA,cf,1b,3b,rf,lf,dh,ss,c,White,midland lutheran,Midland Lutheran,Lanning,,7.0,Y,,Omaha Westside HS,10:00 am   ,1:40   ,,"buena vista university
",Buena Vista Univ.,Brad Blum,NA,Michael Stephenson,Brandon Pietrzyk,Mark Blum,Kevin Kloewer,Jeff Weisenborn,Nathan Halupnick,Andy Compton,Tyler Case,2,0,Kyle Dupic,2,0000000,ss,NA,2b,lf,3b,c,dh,1b,rf,cf,Nick Lanning,White
112,"Apr 05, 2008",dbqsim2,1,Stryder Morissette,NA,Michael Ramos,Alex Martinez,Danny Cantu,Chris Duran,Alex Larson,Ron Manthe,Bill Albee,Chris Dahle,4,2,Cody Doonan,4,0002000,2b,NA,cf,dh,ss,3b,rf,c,1b,lf,Cody Doonan,"dubuque, univ. of","Dubuque, Univ. of","Doonan, C",,7.0,Y,,"Dubuque, Iowa (Chlapaty Field)",1 pm   ,1:39   ,,"simpson college
",Simpson College,Beau Kaplan,NA,Jesse Reis,Jason McClaflin,Cory Dawson,Curt Bjork,Chris Jones,Dave Johnson,Jared Swim,Corey Rasmussen,0,5,Jared Sass,9,1010003,rf,NA,2b,1b,dh,c,lf,3b,cf,ss,Jared Sass,Sass (4-0)
150,"May 8, 2008",iiac2,,Cody Smith,NA,Paul Endriss,Ryan Baranowski,Ryan Velvick,Tyler McAllister,Pat Richmond,Ryan Schisler,Joe Swanson,Jon Reiner,1,0,Ryan Nicholson,5,000000000,cf,NA,lf,2b,3b,ss,1b,dh,rf,c,Ryan Nicholson,"coe college
",Coe College,Nicholson (6-5),,9.0,Y,,"Cedar Rapids, IA (Veteran's Stadium)",1 p.m.   ,2:14   ,HP: Don Umland  1B: Kevin Ferris  3B: Jay Weichmann,"central college
",Central College,Ben Tressel,NA,Caleb Rangel,Michael Edwards,Derek Knutson,Anthony Bazant,Jake Jadlowski,Blake Smith,Justin Owens,Jared Lackey,0,5,Brett Mahan,6,000020030,3b,NA,dh,1b,lf,cf,ss,c,2b,rf,Brett Mahan,Mahan (7-3)
78,"Apr 27, 2008",dbqlut3,,Stryder Morissette,NA,Michael Ramos,Alex Martinez,Danny Cantu,Chris Duran,Alex Larson,Matt Lampugnano,Tony Foster,Theodore Bishop,0,0,Jordan Skaar,5,0000000,2b,NA,cf,3b,ss,1b,c,lf,rf,dh,Tadd Boals,"dubuque, univ. of","Dubuque, Univ. of",,,7.0,Y,"Boals, T","Dubuque, Iowa (Chlapaty Field)",1 p.m.   ,1:56   ,HP: Larry Allen  1B: Larry McCann,"luther college
",Luther College,Jeff Riddle,NA,Alex Ross,Jake Waddle,Jeff Hiatt,Ben Schott,Matthew Bruhn,Zack Topping,Steve Beckman,Darin Schneider,0,12,Joe Nelson,10,4000350,2b,NA,lf,c,ss,1b,cf,dh,3b/ss,rf,Joe Nelson,J
114,"Feb 26, 2008",sto-war2,2,Josh Maus,NA,Tyler Jones,Carson Jones,A. Grinde,Luke Gagnon,J. Tobias,B. Hoffmann,T. Johnson,P. Wadzinski,2,4,B. Agneberg,5,2000011,ss,NA,rf,cf,lf,2b,3b,dh,1b,c,T. Mathison,"st. olaf college
",St. Olaf College, (1-0),,7.0,Y,T,"Minneapolis, Minn. (HHH Metrodome)",9:50 pm   ,11:51 pm   ,,"wartburg college
",Wartburg College,Jerrold Martijn,NA,Danny Rose,Aaron Saeugling,Mike Johnson,Kyle Jones,Isiah Stevens,Jacob Miksell,Spencer Stumpff,Patrick Grau,2,8,Nate Rost,11,0300014,cf,NA,ss,2b,3b,dh,1b,c,rf,lf,Billy Schmitt,B
54,"Mar 26, 2008",cengrn1,,Takabuki,NA,Unsell,Maloney,Roder,Clark,Mendoza,Rosenbaum,Wilcox,Prouty,1,11,Rosenbaum,10,22220003X,rf,NA,2b,1b,dh,3b,ss,lf/p,c,cf,Platt,"grinnell college
",Grinnell,Luce (0-3),,9.0,Y,,"Grinnell, Iowa (North Field)",2 p.m.   ,2:43   ,,"central college
",Central College,Anthony Bazant,NA,Caleb Rangel,Michael Edwards,Derek Knutson,Jeremy Kippley,Blake Smith,David Lakin,B.J. Pilling,Ben Tressel,4,5,Doug Eisenman,9,012200000,cf,NA,rf,lf,c,1b,dh,ss,2b,3b,Mike Luce,Christoff (2-1)
100,"Mar 28, 2008",bvucen1,,Mark Blum,NA,Michael Stephenson,Jeff Weisenborn,Brandon Pietrzyk,Andy Compton,Kevin Kloewer,Nathan Halupnick,Brad Blum,Tyler Case,2,7,Matt Bissen,13,200200012X,3b,NA,2b,dh,lf,rf,c,1b,ss,cf,Steve Johnston,"buena vista university
",Buena Vista Univ.,Johnston (1-1),,10.0,Y,Gander (1),"Pella, Iowa (A.N. Kuyper Complex)",3 p.m.   ,2:54   ,HP: Ricardo Alverio  1B: Matt Badeaux,"central college
",Central College,Anthony Bazant,NA,Jake Jadlowski,Michael Edwards,Derek Knutson,Caleb Rangel,Blake Smith,Jeremy Kippley,Justin Owens,Ben Tressel,1,15,Ben Gander,16,2114010060,cf,NA,ss,lf,c,rf,dh,1b,2b,3b,Adam Squires,Squires (1-2)
67,"Mar 30, 2008",dbqccw1,1,Stryder Morissette,NA,Michael Ramos,Alex Martinez,Danny Cantu,Chris Duran,Tony Foster,Ron Manthe,Justin Ramos,Chris Dahle,6,10,Tadd Boals,13,000080101,2b,NA,cf,dh,ss,1b,rf,c,3b,lf,Tony Bladel,"dubuque, univ. of","Dubuque, Univ. of",,,9.0,Y,Ryan (1-2),"Dubuque, Iowa (Chlapaty Field)",noon   ,2:57   ,HP: Blair Gleason  1B: Jason Norman,carroll college,Carroll College,Karpinski,NA,Simons,Infusino,Marlin,Elliott,Sturtevant,Koenigs,Bauer,Melms,1,9,Ryan,6,062001000,lf,NA,2b,rf,ss,1b,c,3b,dh,cf,Pattengale J,"Boals, T"
