attendance,date,game_number,home_batter_1,home_batter_2,home_batter_3,home_batter_4,home_batter_5,home_batter_6,home_batter_7,home_batter_8,home_batter_9,home_errors,home_final_score,home_finishing_pitcher,home_hits,home_line_score,home_position_1,home_position_2,home_position_3,home_position_4,home_position_5,home_position_6,home_position_7,home_position_8,home_position_9,home_starting_pitcher,home_team,home_team_long,losing_pitcher,notes,number_of_innings,play-by-play,save,site,start,time,umpires,visiting_team,visiting_team_long,visitor_batter_1,visitor_batter_2,visitor_batter_3,visitor_batter_4,visitor_batter_5,visitor_batter_6,visitor_batter_7,visitor_batter_8,visitor_batter_9,visitor_errors,visitor_final_score,visitor_finishing_pitcher,visitor_hits,visitor_line_score,visitor_position_1,visitor_position_2,visitor_position_3,visitor_position_4,visitor_position_5,visitor_position_6,visitor_position_7,visitor_position_8,visitor_position_9,visitor_starting_pitcher,weather,winning_pitcher
52,"Mar 26, 2016",1,Gaetano Florio,Jarad Clevenger,Austin McWhite,Thomas Kempf,Eric Hall,Tyler Imrich,Dalton Garst,Will Doherty,Ryan Karrick,1,9,Derek Erwin,12,411120X,ss,rf,1b,dh,cf,lf,3b,c,2b,Jacob Padilla,"dubuque, univ. of","Dubuque, Univ. of",Van Sickle (0-3),,7,Y,,"Dubuque, Iowa (Oyen Field)",10:00 am   ,1:38   ,HP: Rob Ruhle  1B: Dennis Schroed,north central (mn),North Central (MN),Kukkola,Justice,Riege,Andrews,Van Sickle,Lissick,Valder,Juve,Donohoe,7,0,Van Sickle,2,0000000,ss,c,1b,3b,p,lf,cf,rf,2b,Van Sickle,NA,Padilla (2-0)
,"Mar 26, 2016",,J. Chatfield,I. Welckle,Dan Carlson,Sam Warner,J. Lundquist,B. Peterson,A. Eichner,Christensen,J. DeMarais,1,3,C Lewandoski,7,000000003,cf,2b,ss,rf,1b,3b,lf,c,dh,A. Stockwell,"gustavus adolphus
",Gustavus Adolphus,A,,9,Y,ll (0-1),"Tucson, Ariz. (Kino Sports Complex)",  ,  ,,"luther college
",Luther College,Alex Weber,Jake Vogt,Jon Opdahl,Mitch Knippenberg,Czenvic Rojer,Joe Silversmith,Bryce Hingst,Zach Hendrikson,Ryan Vijums,0,7,Jake Halverson,12,020000230,cf,2b,3b,c,rf,ss,1b,dh,lf,Blake Peterson,NA,Peterson (2-0)
200,"Apr 09, 2016",2,Garrett Saunders,Ryan Garrett,Michael Reuter,Ryan Bouwman,Spencer Gritsch,Noah Stochl,Zach Brown,Adam Lindell,Dakotah Wolken,3,5,Mark Schroeder,9,2000110001,ss,1b,c,dh,lf,2b,3b,rf,cf,Charlie Palmer,"central college
",Central College,,,10,Y,Schroeder (1-2),"Pella, Iowa (Kuyper Athl. Complex)",3:00 p.m   ,2:34   ,HP: Todd Savage  1B: Richie Chiev,"coe college
",Coe College,Kevin DeLaney,Alec Zwanziger,Andrew Brierton,Grant Henning,Michael Redmond,Colton Knox,Thomas Simon,Jack Strellner,Nolan Arp,6,6,Tyler Verona,8,0001300002,lf,2b,dh,c,cf,1b,rf,ss,3b,David Keaton,NA,"Christ, J"
150,"Feb 29, 2016",,Neil Marshall,Brandon Wessels,Tanner Truesdell,Devin Wagenman,Bennett Mann,Kendall Candor,Michael Zellar,Noah Paper,Devon Harms,1,12,Charlie Ruff,10,00100155,2b,1b,lf,cf,rf,dh,3b,ss,c,Jacob Hadaway,"buena vista university
",Buena Vista Univ.,Messenger (0-1),"Highlighted by consecutive two-run singles from Marshall and Bra. Wessels,BVU scores five runs in the eighth inning to break a 2-2 tie...Aided byfour walks and a hit batsman, BVU ends the game with five runs in theeighth inning...UWO had two of its five hits in the fifth inning.Palmer faced 4 batters in the 8th.Atwood faced 2 batters in the 8th.",8,Y,,"Sauget, Ill. (GCS Ballpark)",1:45 pm   ,2:30   ,,uw-oshkosh,UW-Oshkosh,Eagan,Paulson,Kozlowski,Reckert,Brahier,Kleman,Koch,Selchow,N. Polcyn,1,2,Atwood,5,00002000,cf,ss,3b,c,1b,rf,lf,dh,2b,Messenger,NA,Ruff (1-0)
50,"Mar 08, 2016",,Garrett Saunders,Spencer Gritsch,Adam Lindell,Michael Reuter,Noah Stochl,Seth Griffiths,Zach Brown,Dakotah Wolken,Jacob Hirst,3,11,Billy Coppage,16,100210016,3b/lf,2b,dh,c,ss,rf,1b,lf,cf,Mark Schroeder,"central college
",Central College,(1-0),,9,Y,Schroeder (0-1),"Auburndale, Fla. (Lake Myrtle Park #4)",12:00 pm   ,  ,,thomas more (ky.),Thomas More (Ky.),B.Abbatiello,Ben Laumann,D. Pogue,Ben Kenning,S. Lawrence,Tyler Harley,Zach Fardo,C. Metzger,M. Woelfel,3,15,Ken Ruberg,17,435201000,3b,2b,1b,rf,dh,c,lf,cf,ss,B. Eladis,NA,B
320,"Apr 23, 2016",1,Neil Marshall,Brandon Wessels,Tanner Truesdell,Kendall Candor,Bennett Mann,Devin Wagenman,Michael Zellar,Noah Paper,Devon Harms,1,6,Wes Onken,10,000132X,2b,1b,lf,dh,rf,cf,3b,ss,c,Jake Lewis,#23 buena vista univ.,#23 Buena Vista Univ.,Stumpf (5-3),,7,Y,,"Storm Lake, Iowa (BVU/SL BB Field)",1:00pm   ,1:50   ,HP: David Boever  1B: Jon Fy,"dubuque, univ. of","Dubuque, Univ. of",Jarad Clevenger,Dalton Garst,Austin McWhite,Will Doherty,Tyler Lewan,Tyler Imrich,Austin Thomas,Jacob Evans,Ryan Karrick,2,5,Reed Stumpf,10,1010021,rf,1b,cf,c,3b,dh,2b,lf,ss,Reed Stumpf,NA,Onken (2-1)
75,"May 02, 2016",1,Alex Weber,Czenvic Rojer,Jon Opdahl,Mitch Knippenberg,Joe Silversmith,Bryce Hingst,Cody Reimer,Max Uetz,Jake Halverson,1,2,Collin Nimrod,7,0200000,cf,rf,2b,c,3b,1b,lf,dh,ss,Teddy Klingsporn,"luther college
",Luther College,Klingsporn (3-2),,7,Y,,"Decorah, Iowa (Luther College)",1:00 pm   ,1:50   ,,#23 buena vista univ.,#23 Buena Vista Univ.,Neil Marshall,Brandon Wessels,Tanner Truesdell,Kendall Candor,Bennett Mann,Devin Wagenman,Michael Zellar,Noah Paper,Devon Harms,1,10,Tyson Valentine,12,0040123,2b,1b,lf,dh,rf,cf,3b,ss,c,Tyson Valentine,NA,Valentine (5-0)
100,"Feb 28, 2016",,Layden,Woolsey,Cekus,Bragg,Sabin,Adams,Strachota,Jordan,Simons,2,2,Roach,4,000000110,rf,2b,lf,1b,dh,c,cf,3b,ss,Eder,north park univ.,North Park Univ.,Eder (0-1),,9,Y,,"Sauget, Ill. (GCS Ballpark)",1:45pm   ,3:10   ,,"buena vista university
",Buena Vista Univ.,Neil Marshall,Brandon Wessels,Tanner Truesdell,Devin Wagenman,Bennett Mann,Kendall Candor,Michael Zellar,Cameron Johnson,Noah Paper,2,11,Dalton Mason,15,300002411,2b,c,lf,cf,rf,dh,3b,1b,ss,Keenan Jones,NA,Jones (1-0)
150,"Mar 10, 2016",2,Harris,Kneeland,Caldeen,Quame,Zentzis,Saharek,Montbriand,Babcock,Grams,1,0,Leitner,2,0000000,cf,2b,c,dh,rf,1b,lf,3b,ss,Leitner,"bethany lutheran
",Bethany Lutheran,Leitner (0-2),,7,Y,,"Tucson, Ariz. (Kino Sports Complex)",12:30 pm   ,1:30   ,,"simpson college
",Simpson College,Luke Anctil,Jacob Petry,Trevor Dudar,Bud Smith,Hunter Hillygus,Jonathan Greiner,Austin Burlin,Taylor Harmon,Trent Dooley,1,3,Gage Reis,5,0010200,lf,ss,dh,c,1b,3b,rf,2b,cf,Gage Reis,NA,Reis (1-2)
64,"May 07, 2016",2,Austin Konagel,Thomas Johnson,Tony Heiser,Ryan Koester,Danny Paluch,Adrian Nunez,Patrick Walsh,Lucas Jacque,Nolan Ritter,1,2,Aidan Wojciehowski,6,000200X,2b,lf,rf,1b,cf,dh,3b,c,ss,Patrick Moriarty,"loras college
",Loras College,Schroeder (2-2),,7,Y,Wojciehowski (1),"Dubuque, Iowa (Petrakis Park)",4:30 PM   ,1:20   ,,"central college
",Central College,Garrett Saunders,Ryan Bouwman,Spencer Gritsch,Michael Reuter,Jacob Hirst,Zach Brown,Noah Stochl,Adam Lindell,Dakotah Wolken,1,1,Mark Schroeder,2,0000100,ss,1b,lf,c,rf,3b,2b,dh,cf,Mark Schroeder,NA,Moriarty (1-0)
73,"May 06, 2016",1,Austin Konagel,Thomas Johnson,Tony Heiser,Ryan Koester,Lucas Jacque,Danny Paluch,Adrian Nunez,Luke Leibforth,Nolan Ritter,0,7,Hoffman,13,0200212,3b,lf,rf,1b,c,cf,dh,2b,ss,Patrick Walsh,"loras college
",Loras College,Walsh (4-4),,7,Y,,"Dubuque, Iowa (Petrakis Park)",3:30 PM   ,2:00   ,,"central college
",Central College,Garrett Saunders,Ryan Bouwman,Spencer Gritsch,Michael Reuter,Ryan Garrett,Kolby Reed,Dallyn Putz,Jacob Hirst,Noah Stochl,3,8,Dakotah Wolken,7,3032000,ss,1b,lf,c,dh,rf,3b,cf,2b,Dakotah Wolken,NA,Wolken (2-6)
276,"Apr 16, 2016",2,Jarad Clevenger,Austin McWhite,Jeremy Morski,Tyler Lewan,Jacob Evans,Will Doherty,Gaetano Florio,Ryan Karrick,,1,3,Nick Sewruk,7,101000100,rf,cf,1b,3b,lf,c,ss,2b,,Dalton Garst,"dubuque, univ. of","Dubuque, Univ. of",Garst (1-2),,9,Y,,"Dubuque, Iowa (UD Baseball Field)",3:20 pm   ,2:58   ,HP: Paul  1B: Mark,"wartburg college
",Wartburg College,Blake Mahoney,Clay Henning,Zach Hovick,Jacob Thumann,Tanner Johnson,Milton Croes,Ryan Kemp,Cody Hyler,Tyler Willis,1,12,Michael Knouse,17,402030201,lf,ss,1b,rf,3b,dh,cf,c,2b,Parker Bolt,NA,Bolt (4-0)
49,"Apr 12, 2016",1,Neil Marshall,Brandon Wessels,Tanner Truesdell,Cameron Johnson,Bennett Mann,Kendall Candor,Devin Wagenman,Noah Paper,AJ Liddell,3,10,Wes Onken,13,200512X,2b,c,lf,1b,rf,dh,cf,ss,3b,Kendall Hazel,"buena vista university
",Buena Vista Univ.,"Robbins, L",,7,Y,,"Storm Lake, Iowa (BVU/SL BB Field)",3:30pm   ,2:00   ,,"coe college
",Coe College,Craig Konrardy,Kevin DeLaney,Andrew Brierton,Grant Henning,Alec Zwanziger,Michael Redmond,Ben Larison,Brett Slager,Colton Knox,2,9,Tyler Verona,10,0303030,ss,lf,dh,c,2b,cf,3b,rf,1b,Ben Jacobson,NA,Onken
481,"May 12, 2016",,Kevin DeLaney,Michael Redmond,Craig Konrardy,Grant Henning,Andrew Brierton,Alec Zwanziger,Ben Larison,Brett Slager,Colton Knox,4,9,Zach Kammin,14,10223100X,lf,cf,ss,c,dh,2b,3b,rf,1b,Ben Jacobson,"coe college
",Coe College,,,9,Y,Van Dyke (4-5),"Cedar Rapids, Iowa (Bill Quinby Field)",12:58 pm   ,2:03   ,HP: Ryan Farnsworth  1B: Josh Mara  3B: Bret Miell,"dubuque, univ. of","Dubuque, Univ. of",Jarad Clevenger,Dalton Garst,Thomas Kempf,Austin McWhite,Will Doherty,Jacob Evans,Tyler Lewan,Jeremy Morski,Ryan Karrick,1,5,Chase Kueter,12,100020200,rf,3b,dh,cf,c,lf,2b,1b,ss,Doug Van Dyke,NA,"Jacobson, B"
60,"Apr 06, 2016",1,Alex Weber,Jake Halverson,Jon Opdahl,Mitch Knippenberg,Czenvic Rojer,Bryce Hingst,Tommy Gleason,Cody Reimer,,2,2,Colin Coffey,7,1000001X,cf,ss,3b,c,rf,1b,2b,lf,,Joe Silversmith,"luther college
",Luther College,Silversmith (0-1),,8,Y,,"Decorah, Iowa",1:00   ,1:40   ,,"wartburg college
",Wartburg College,Blake Mahoney,Clay Henning,Ryan Kemp,Jacob Thumann,Tanner Johnson,Zach Hovick,Tanner Westmoreland,Mike Brown,Tyler Willis,1,7,Austin Bohling,11,33100000,lf,ss,cf,rf,3b,1b,dh,c,2b,Shane Chafa,NA,Chafa (1-0)
,"Mar 17, 2016",,Jarad Clevenger,Dalton Garst,Will Doherty,Austin McWhite,Thomas Kempf,Eric Hall,Jacob Evans,Tyler Imrich,Gaetano Florio,1,12,Daniel Karnick,14,0011082,2b,3b,c,1b,dh,cf,rf,lf,ss,Daniel Karnick,"dubuque, univ. of","Dubuque, Univ. of","Sauer, P",,7,Y,,"Tucson, Ariz. (Kino Sports Complex)",  ,  ,,northern state,Northern State,"Barreneche,","Gripentrog,","Schmidt, J.","Stubbs, M.","Gonzales, C","Allen, B.","Rideout, J.","Goldade, B.","Leary, P.",1,2,"Johnson, K",6,0000101,ss,cf,rf,3b,dh,1b,lf,2b,c,"Sauer, P",NA,Karnick (1-0)
100,"Apr 16, 2016",2,Austin Konagel,Nolan Ritter,Tony Heiser,Thomas Johnson,Patrick Walsh,Ryan Koester,Robbie Agerbeek,Danny Paluch,Michael Muto,0,11,Aidan Wojciehowski,15,430021010,2b,ss,rf,lf,3b,1b,dh,cf,c,Robert Hovey,"loras college
",Loras College,,,9,Y,Hoffman (0-1),"Dubuque, Iowa (Petrakis Park)",3:30   ,2:30   ,,"coe college
",Coe College,Craig Konrardy,Kevin DeLaney,Michael Redmond,Grant Henning,Blake Lishka,Brett Slager,Ben Larison,Ben Jacobson,Jack Strellner,0,13,Lucas Robbins,14,060032011,ss,lf,cf,c,dh,rf,3b,1b,2b,James Christ,NA,"Brierton, A"
385,"Apr 17, 2016",2,Jarad Clevenger,Dalton Garst,Austin McWhite,Will Doherty,Tyler Imrich,Jacob Evans,Eric Hall,Ryan Karrick,Gaetano Florio,2,2,Derek Erwin,6,000101000,rf,3b,1b,c,dh,lf,cf,2b,ss,Doug Van Dyke,"dubuque, univ. of","Dubuque, Univ. of",Van Dyke (2-3),,9,Y,Tomkins (1),"Dubuque, Iowa (UD Baseball Field)",3:19   ,2:11   ,HP: Dennis Schroeder  1B: Ryan Farnsworth,"wartburg college
",Wartburg College,Blake Mahoney,Clay Henning,Zach Hovick,Jacob Thumann,Milton Croes,Ryan Kemp,Cody Hyler,Tyler Mougin,Tyler Willis,1,5,Chris Tomkins,11,100030100,lf,ss,1b,rf,dh,cf,c,3b,2b,Tanner Eckhart,NA,Eckhart (3-0)
75,"Mar 20, 2016",,Alex Weber,Jon Opdahl,Joe Silversmith,Mitch Knippenberg,Zach Hendrikson,Cody Reimer,Bryce Hingst,Ryan Vijums,Jake Halverson,3,9,Collin Nimrod,14,1010012031,cf,2b,ss,c,1b,rf,dh,lf,3b,Teddy Klingsporn,"luther college
",Luther College,Casey (0-2),2016 Tucson Invitational,10,Y,,"Tucson, Ariz. (Kino Complex #4)",10 a.m.   ,3:16   ,HP: Sean Hicks  2B: Ron Cuna,#41 carthage,#41 Carthage,Korosic,DiMaso,Helmich,Hero,Wade,Kaprelian,Letto,Kramer,Farley,3,8,Casey,12,0030000230,cf,rf,1b,dh,3b,c,lf,2b,ss,Sulik,NA,Nimrod (1-0)
200,"Apr 09, 2016",1,Blake Mahoney,Clay Henning,Ryan Kemp,Milton Croes,Tanner Johnson,Zach Hovick,Jacob Thumann,Mike Brown,Tyler Willis,0,5,Austin Bohling,6,001004X,lf,ss,cf,dh,3b,1b,rf,c,2b,Taylor Gilson,"wartburg college
",Wartburg College,Lange (3-1),,7,Y,Bohling (1),"Waverly, Iowa (Hertel Field)",2 p.m.   ,1:30 hr   ,HP: Ryan Eklund  1B: Nick Willenborg,#18 buena vista univ.,#18 Buena Vista Univ.,Neil Marshall,Brandon Wessels,Tanner Truesdell,Cameron Johnson,Bennett Mann,Devin Wagenman,AJ Liddell,Noah Paper,Devon Harms,0,2,Wes Onken,5,0010001,2b,1b,lf,dh,rf,cf,3b,ss,c,Justin Lange,NA,Gilson (4-2)
45,"May 01, 2016",2,Alex Weber,Czenvic Rojer,Jon Opdahl,Mitch Knippenberg,Joe Silversmith,Bryce Hingst,Cody Reimer,Max Uetz,Jake Halverson,2,0,Mason Whitham,4,000000000,cf,rf,2b,c,3b,1b,lf,dh,ss,Nate Beckman,"luther college
",Luther College, (5-1),,9,Y,Beckman (7-2),"Decorah, Iowa (Luther College)",3:30 pm   ,5:45pm   ,,#23 buena vista univ.,#23 Buena Vista Univ.,Neil Marshall,Brandon Wessels,Tanner Truesdell,Kendall Candor,Bennett Mann,Devin Wagenman,Michael Zellar,Noah Paper,Devon Harms,1,2,Jacob Hadaway,11,100000100,2b,1b,lf,dh,rf,cf,3b,ss,c,Jacob Hadaway,NA,J
NA,3/22/2016,NA,Danny Weis,Patrick Walsh,Ryan Koester,Lucas Jacque,Thomas Johnson,Adrian Nunez,Danny Paluch,Luke Leibforth,Nolan Ritter,0,12,Robert Hovey,14,0020145,cf,3b,1b,c,lf,dh,rf,2b,ss,Brian Pall,,loras,John Marquardt,,7,NA,,"Auburndale, Fla. (Lake Myrtle Park)",10:00 AM,2:10,,,martin luther,Erich Osterman,Tom Keller,Jason Lindemann,Jonathan Kock,Jared Lindemann,James Hemmelman,Karl Kuschel,Jacob Schultz,Travis Kretsch,2,2,John Hemmelman,5,2000000,cf,2b,c,dh,1b,ss,lf,rf,3b,Dillon Solomon,82 / Sunny,Aidan Wojciehowski
95,"May 01, 2016",1,Jarad Clevenger,Dalton Garst,Austin McWhite,Thomas Kempf,Will Doherty,Jacob Evans,Kyle May,Jeremy Morski,Gaetano Florio,0,6,Jacob Padilla,5,000042X,rf,3b,cf,dh,c,lf,2b,1b,ss,Jacob Padilla,"dubuque, univ. of","Dubuque, Univ. of",Judkins (0-7),,7,Y,,"Dubuque, Iowa (Chlapaty Sports Comp)",12:00 pm   ,1:30   ,HP: Paul Keitel  1B: Kevin F,"central college
",Central College,Garrett Saunders,Ryan Bouwman,Spencer Gritsch,Michael Reuter,Kyle Crampton,Jacob Hirst,Noah Stochl,Adam Lindell,Dallyn Putz,2,0,Mark Schroeder,2,0000000,ss,1b,lf,c,dh,cf,2b,rf,3b,Blake Judkins,NA,Padilla (3-3)
100,"Mar 08, 2016",,Sadie Baugher,Jess Wyant,Paige Schreiner,Brooke Brommel,Tabitha Taylor,Abbie Voas,Paige Dickel,Sarah Bowen,Emily Walton,3,0,Trisha Smith,3,00000000,3b,cf,ss,dh,lf,1b,2b,rf,c,Karly Olson,#20 central college,#20 Central College,"Olson, Ka",,8,Y,,"Kissimmee, Fla. (Osceola County Compl)",1:30 pm   ,2:04   ,,"widener
",Widener,Horvath,DelRomano,Alkins,Forward,Sterling,Church,VanReenen,Allen,Antonucci,1,3,Schengrund,5,00000003,dh,2b,ss,lf,cf,c,3b,1b,rf,Schengrund,NA,Schengrund (2-0)
119,"Mar 05, 2016",2,"Zeller, J.","Kimmel, J.","Brittain, B.",Mellinger,"Laucella, A.","Morrison, C.","Ogden, E.","McKenna, J.","Trivits, K.",1,11,"Moran, P",14,100028X,lf,cf,3b,2b,dh,1b,rf,ss,c,"Bayer, D",wheaton (il),Wheaton (IL),,,7,Y,Reis (0-2),"Tucson, Ariz. (Kino Sports Complex)",8:00 pm   ,2:00   ,,"simpson college
",Simpson College,Trent Dooley,Luke Anctil,Gage Reis,Trevor Dudar,Bud Smith,Austin Burlin,Hunter Hillygus,Jonathan Greiner,Andy Anderson,0,6,Sawer Ocheltree,12,2040000,cf,lf,ss/p,dh,c,rf,1b,3b,2b,Jalen Sickels,NA,"Moran, P"
78,"Apr 09, 2016",2,Jarad Clevenger,Dalton Garst,Austin McWhite,Thomas Kempf,Jacob Evans,Michael Salazar,Gaetano Florio,Ryan Karrick,Will Doherty,2,11,Dalton Garst,15,20002025X,rf,3b/p,cf/1b,1b,lf,dh,ss,2b,c,Daniel Karnick,"dubuque, univ. of","Dubuque, Univ. of",Gibson,,9,Y,,"Dubuque, Iowa (UD Baseball Field)",3:30 p.m   ,2:01   ,HP: Scott Forsberg  1B: John Kunz,"simpson college
",Simpson College,Austin Burlin,Bud Smith,Gage Reis,Trey Kehoe,Trent Dooley,Jonathan Greiner,Andy Anderson,Keegin Brannin,Luke Anctil,2,9,Tyler Englehardt,6,060003000,rf,c,dh,1b,cf,3b,2b,ss,lf,Trevor Dudar,NA,Garst
85,"Mar 12, 2016",2,Alex Weber,Jon Opdahl,Joe Silversmith,Mitch Knippenberg,Zach Hendrikson,Cody Reimer,Bryce Hingst,Michael Wesner,Tommy Gleason,2,14,Collin Nimrod,17,551210X,cf,3b,ss,c,dh,rf,1b,lf/rf,2b,Blake Peterson,"luther college
",Luther College,Van Sickle (0-2),,7,Y,,"Decorah, Iowa (Luther College)",1:25 pm   ,2:10   ,,north central (mn),North Central (MN),Kukkola,Justice,Riege,Andrews,Van Sickle,Lissick,Valder,Juve,Donohoe,2,4,Andrews,8,0210001,ss,c/rf,1b,3b/p,p/3b,lf/c,cf,rf/c,2b,Van Sickle,NA,Peterson (1-0)
329,"Apr 17, 2016",1,Jarad Clevenger,Dalton Garst,Austin McWhite,Jeremy Morski,Will Doherty,Jacob Evans,Kyle May,Thomas Kempf,Gaetano Florio,0,4,Reed Stumpf,9,3000001,rf,3b,cf,1b,c,lf,2b,dh,ss,Reed Stumpf,"dubuque, univ. of","Dubuque, Univ. of",Nadermann (1-1),,7,Y,,"Dubuque, Iowa (UD Baseball Field)",1 p.m.   ,1:47   ,HP: Ryan Farnsworth  1B: Dennis Schroed,"wartburg college
",Wartburg College,Blake Mahoney,Clay Henning,Zach Hovick,Jacob Thumann,Milton Croes,Ryan Kemp,Mike Brown,Robbie Anstoetter,Tyler Willis,2,3,Gavin Nadermann,8,1001010,3b,ss,1b,rf,dh,cf,c,lf,2b,Max Langheinrich,NA,Stumpf (5-2)
,"Mar 23, 2016",,Neil Marshall,Brandon Wessels,Bennett Mann,Cameron Johnson,Devin Wagenman,Sartor,Kolby Hilgenberg,Noah Paper,Devon Harms,1,10,Wes Onken,14,32100310X,2b,1b,rf,dh,cf,3b,lf,ss,c,Adam Bernstorf,#25 buena vista univ.,#25 Buena Vista Univ.,B,,9,Y,,"Tucson, Ariz. (Stadium)",1:30pm   ,  ,,colby college,Colby College,R. Quinn,Z. Ellenthal,S. Hanson,D. Csaplar,A. Currier,B. Egan,C. Sonberg,B. Crocker,T. Starks,2,8,D. Csaplar,14,302200010,cf,3b,1b,dh,rf,c,lf,2b,ss,B. Parker,NA,Valentine
50,"Mar 06, 2016",2,Blake Mahoney,Robbie Anstoetter,Milton Croes,Samuel Van Fleet,Ryan Kemp,Jacob Thumann,Mike Brown,Tyler Willis,Clay Henning,2,9,Michael Knouse,12,0600012,3b,lf,1b,dh,cf,rf,c,2b,ss,Parker Bolt,#20 wartburg college,#20 Wartburg College,Chase,,7,Y,,"Winter Haven, Fla. (Chain O'Lakes Park)",3:30 pm   ,2:00   ,,"mount union
",Mount Union,Sherwood,Piotrowski,Goodall,Weber,Scott,Satovich,C. Carlino,Koski,Stanziano,3,8,Chase,12,0001043,cf,2b,lf,c,dh,1b,rf,3b,ss,Martin,NA,Knouse
100,"Apr 15, 2016",1,Neil Marshall,Brandon Wessels,Tanner Truesdell,Cameron Johnson,Bennett Mann,Kendall Candor,Devin Wagenman,Noah Paper,Michael Zellar,0,11,Ryan Duncan,11,220340X,2b,c,lf,1b,rf,dh,cf,ss,3b,Jacob Hadaway,"buena vista university
",Buena Vista Univ., (3-1),,7,Y,Judkins (0-5),"Storm Lake, Iowa (BVU/SL BB Field)",3:30pm   ,1:55   ,HP: Michael Kelly  1B: Ronald Acuna,"central college
",Central College,Garrett Saunders,Spencer Gritsch,Ryan Bouwman,Ryan Garrett,Michael Reuter,Noah Stochl,Adam Lindell,Zach Brown,Jacob Hirst,1,2,Seth Eash,3,0010010,ss,lf,dh,1b,c,2b,rf,3b,cf,Blake Judkins,NA,J
215,"May 13, 2016",,Neil Marshall,Brandon Wessels,Tanner Truesdell,Kendall Candor,Bennett Mann,Devin Wagenman,Michael Zellar,Noah Paper,Devon Harms,2,6,Wes Onken,10,00002202X,2b,1b,lf,dh,rf,cf,3b,ss,c,Justin Lange,"buena vista university
",Buena Vista Univ.,Kehoe (0-3),,9,Y,,"Cedar Rapids, Iowa (Veterans Memorial)",7:03 pm   ,1:58   ,HP: Patrick McIlhon  1B: Dan Grawe  3B: Brett Miell,"simpson college
",Simpson College,Luke Anctil,Austin Burlin,Sawer Ocheltree,Bud Smith,Hunter Hillygus,Jonathan Greiner,Jacob Petry,Taylor Harmon,Adam Richman,3,0,Tyler Englehardt,4,000000000,lf,rf,dh,c,1b,3b,ss,2b,cf,Trey Kehoe,NA,Lange (6-1)
50,"May 06, 2016",1,Alex Weber,Jon Opdahl,Czenvic Rojer,Mitch Knippenberg,Joe Silversmith,Bryce Hingst,Cody Reimer,Max Uetz,Jake Halverson,5,9,Nate Beckman,13,10050120X,cf,2b,rf,c,3b,1b,lf,dh,ss,Nate Beckman,"luther college
",Luther College,Van Dyke (4-4),,9,Y,,"Decorah, IA (Luther College)",3:50   ,2;15   ,HP: Jason Storlie  1B: Jeff Gould,"dubuque, univ. of","Dubuque, Univ. of",Jarad Clevenger,Dalton Garst,Austin McWhite,Thomas Kempf,Will Doherty,Jacob Evans,Tyler Lewan,Jeremy Morski,Ryan Karrick,2,5,Nick Sewruk,15,000121001,rf,3b,cf,dh,c,lf,2b,1b,ss,Doug Van Dyke,NA,Beckman (8-2)
150,"Feb 29, 2016",,B. VanDuser,A. Massey,M. Wilson,B. Spohr,J. Silva,D. Matthews,C. Bethran,K. Coppin,K. Tyrell,1,6,M. Formella,11,00005000001,3b,ss,2b,1b,rf,dh,cf,c,lf,A. Schmitt,"concordia university chicago
",Concordia-Chicago,a (1-0),,11,Y,Hazel (0-1),"Sauget, Ill. (GCS Ballpark)",10:00 am   ,3:00   ,,"buena vista university
",Buena Vista Univ.,Neil Marshall,Brandon Wessels,Tanner Truesdell,Devin Wagenman,Bennett Mann,Cameron Johnson,Kolby Hilgenberg,AJ Liddell,Noah Paper,1,5,Kendall Hazel,12,00030110000,2b,c,lf,cf,rf,1b,dh,3b,ss,Jake Lewis,NA,M
100,"Mar 05, 2016",2,A. Lamb,N. Miller,J. Getz,T. Ralls,T. Montgomer,A. Marsh,M. Gabriel,D. Strohm,D. Berning,2,5,A. Lamb,8,202100000,rf/p,cf,ss,c,dh/1b,1b/lf,lf/rf,2b,3b,C. Opp,"greenville
",Greenville,C,,9,Y,3),"Greenville, Ill. (Robert E Smith Field)",1:30 PM   ,2:35   ,,"dubuque, univ. of","Dubuque, Univ. of",Trace Florek,Dalton Garst,Michael Salazar,Austin McWhite,Eric Hall,Tyler Imrich,Will Doherty,Gaetano Florio,Jarad Clevenger,3,10,Trent Van Egtern,17,512200000,cf,3b,dh,1b,rf,lf/cf,c,ss,2b,Reed Stumpf,NA,Stumpf (1-0)
,"Mar 14, 2016",,Sia,Low,McMullen,Berk,Stuart,Bertel,Castagnetti,Carnahan,Melms,2,16,Progebin,18,10050631X,cf,c,lf,1b,dh,rf,2b,3b,ss,"Chang, C","macalester
",Macalester,,,9,Y,Trifiletti (0-1),"Tucson, Ariz. (Kino Stadium)",6:30 pm   ,2:20   ,,"dubuque, univ. of","Dubuque, Univ. of",Eric Hall,Dalton Garst,Michael Salazar,Austin McWhite,Jeremy Morski,Will Doherty,Jacob Evans,Gaetano Florio,Ryan Karrick,5,1,Nick Sewruk,6,000001000,rf,3b,dh,cf,1b,c,lf,2b,ss,Tyler Trifiletti,NA,"Chang, C"
