attendance,date,game_id,game_number,home_batter_1,home_batter_2,home_batter_3,home_batter_4,home_batter_5,home_batter_6,home_batter_7,home_batter_8,home_batter_9,home_errors,home_final_score,home_finishing_pitcher,home_hits,home_line_score,home_position_1,home_position_2,home_position_3,home_position_4,home_position_5,home_position_6,home_position_7,home_position_8,home_position_9,home_starting_pitcher,home_team,home_team_long,losing_pitcher,notes,number_of_innings,play-by-play,save,site,start,time,umpires,visiting_team,visiting_team_long,visitor_batter_1,visitor_batter_2,visitor_batter_3,visitor_batter_4,visitor_batter_5,visitor_batter_6,visitor_batter_7,visitor_batter_8,visitor_batter_9,visitor_errors,visitor_final_score,visitor_finishing_pitcher,visitor_hits,visitor_line_score,visitor_position_1,visitor_position_2,visitor_position_3,visitor_position_4,visitor_position_5,visitor_position_6,visitor_position_7,visitor_position_8,visitor_position_9,visitor_starting_pitcher,winning_pitcher
60,03-19-04,loronc,,McDonald,Asbill,Stalter,Procyshen,Taylor,Womack,Gavranic,Nastav,Ramirez,1,8,Higgins,13,10032200X,c,2b,ss,3b,dh,cf,1b,rf,lf,Highley,olivet nazarene,Olivet Nazarene,Cundiff (2-1),,9.0,Y,,"Bourbonnais, Ill. (Watson Field)",  ,2:20   ,,"loras college
",Loras,Chet Medinger,Bobby Bibeau,Tom Andrews,Dustin Roth,Eric Gold,Aaron Meyer,Jesse Freiberger,Ryan Bender,Brad Hingtgen,7,7,Tim Cundiff,11,200050000,cf,2b,3b,ss,1b,dh,lf,rf,c,Ryan Von Haden,Higgins (1-0)
80,"Mar 20, 2004",waralb,,Aaron Port,Casey Toops,Joel Reynolds,Brian Greiner,Caleb Klein,Nathan Carlson,Chris Winter,Brian Pins,Patrick Henderson,1,6,Grant Finley,8,0001113,3b,2b,ss,c,lf,dh,1b,rf,cf,Charlie Colvin,"wartburg college
",Wartburg College,s,,7.0,Y,Colvin,"Terre Haute, Ind. (TH North HS)",3:15pm   ,1h 55m   ,,albion college,Albion College,M. Flancbaum,B. Sayers,C. Trott,Cieszkowski,M. Shook,M. Pisha,T. Gough,P. Grostic,B. Gove,1,8,J. Hastings,10,0301040,2b,ss,rf,3b,dh,1b,lf,c,cf,J. Hastings,J
100,"Apr. 5, 2004",gussim2,2,Grant Fjetland,Troy Hatten,Dan Rieck,Mike Donnenwerth,Brett Murphy,Chris Beall,Joey Young,Chris Cyronek,Dusty Kain,0,4,Josh August,6,1000021,2b,rf,c,3b,1b,dh,lf,ss,cf,JD Hews,"simpson college
",Simpson College,Samo (0-2),,7.0,Y,,"Indianola, IA (McBride Field)",3:22 pm   ,1:41   ,,gustavus adolphus co,Gustavus Adolphus Co,Rogness,Konicek,Sherer,A. Larson,Marti,Madson,Schmidt,Vrieze,Holman,0,6,Sabo,8,0006000,2b,rf,1b,cf,dh,3b,ss,lf,c,Sabo,Sabo (2-0)
100,"Mar.27, 2004",simuiu2,2,Weston Burkholder,Brian Crane,Tony Chavez,Brad Baker,Anthony Aversano,Mike Croteau,Adam Sires,Scott Mason,Dave Manion,1,2,Jay Huedepohl,6,0100001,rf,ss,3b,dh,lf,2b,cf,c,1b,Justin Eichelberger,upper iowa univ.,Upper Iowa Univ.,Eichelberger (3-4),,7.0,Y,,"Fayette, Iowa (Robertson Woods)",4:00   ,2:00   ,,"simpson college
",Simpson College,Grant Fjetland,Dusty Kain,Troy Hatten,Dan Rieck,Mike Donnenwerth,Chris Beall,Brett Murphy,Joey Young,Chris Cyronek,2,10,Casey Graham,17,0004015,2b,cf,rf,c,3b,1b,dh,lf,ss,Casey Graham,Graham (3-0)
100,"Feb. 29,2004",warwid,,Hogan,Porreca,McLeod,Fischer,Dougherty,Campbell,Grady,Moser,Pekach,5,6,Qualie,8,2002011000,cf,1b,c,lf,rf,ss,dh,3b,2b,Krum,widener college,Widener College,Qualie (0-1),,10.0,Y,,"Tampa, Fla. (University of Tampa)",2:30 p.m   ,2:45   ,,"wartburg college
",Wartburg College,Chris Winter,Casey Toops,Joel Reynolds,Caleb Klein,Brian Greiner,Brian Pins,Tito Romero,Chris Robertson,Patrick Henderson,4,12,Steve Domino,15,0024000006,1b,2b,ss,lf,c,rf,dh,3b,cf,Tyler Archer,Domino (1-0)
125,"Apr 08, 2004",bvuwar2,,Aaron Port,Brian Pins,Joel Reynolds,Brian Greiner,Caleb Klein,Tito Romero,Chris Winter,Chris Robertson,Mark Numedahl,8,3,Steve Domino,7,1000200,cf,rf,ss,c,lf,dh,1b,3b,2b,Tyler Archer,"wartburg college
",Wartburg College,Archer (1-2),,7.0,Y,,"Waverly, IA (Hertel Field)",5:50 p.m   ,2:00   ,,"buena vista university
",Buena Vista,Joe Poole,Brian Ricken,Ben Lickteig,Mike Soenen,Derek Fink,Cory Kennedy,Dan Nuehring,Kent Bass,Alex Fokken,1,11,Cody Tibbets,13,1015202,cf,ss,1b,p,3b,c,2b,lf,rf,Mike Soenen,Soenen (2-1)
100,"Apr 10, 2004",uiuwar1,,Aaron Port,Patrick Henderson,Joel Reynolds,Brian Greiner,Caleb Klein,Tito Romero,Chris Winter,Steve Domino,Brian Pins,2,5,Ash Larsen,10,100013X,3b,cf,ss,c,lf,dh,1b,rf,2b,Ryan Moorman,"wartburg college
",Wartburg College,Witte (2-2),,7.0,Y,,"Waverly, IA (Hertel Field)",1 p.m.   ,2:00   ,,upper iowa,Upper Iowa,Weston Burkholder,Jacob Naumann,Tony Chavez,Brad Baker,Anthony Aversano,Scott Mason,Adam Sires,Brian Crane,Dave Manion,4,4,Joey Witte,9,1000210,rf,2b,3b,dh,lf,c,cf,ss,1b,Stephen Anderson,Larsen (2-2)
200,"Mar 13, 2004",warwmc1,,Brodecker,Shelton,Prout,Miller,Walker,Manning,Walter,Clark,Campbell,3,4,Miesner,11,000310000,rf,2b,ss,dh,1b,c,3b,cf,lf,Dailey,westminster college,Westminster College,Dailey (1-1),,9.0,Y,,"Fulton, Mo. (Saucier Field)",2:00   ,2:45   ,,"wartburg college
",Wartburg College,Chris Winter,Casey Toops,Joel Reynolds,Brian Greiner,Caleb Klein,Tito Romero,Brian Pins,Aaron Port,Patrick Henderson,3,19,Eric Johnson,16,101071450,1b,2b,ss,c,lf,dh,rf,3b,cf,Matt Scherbring,Scherbring (3-0)
60,"Apr 19, 2004",warcen2,2,Nate Landas,Pat Johnson,Adam Duerfeldt,Shea Stamp,Steve Gebhart,Kody Wohlers,Tom Sheehan,Austin DeHoogh,Matt Murphy,0,6,Matt Rohach,6,010104X,2b,rf,1b,lf,ss,c,dh,cf,3b,Matt Rohach,"central college
",Central College,Scherbring (6-2),,7.0,Y,,Pella (Kuyper Complex),3:30   ,1:20   ,HP: Jeff Frese  1B: Scott Behn,"wartburg college
",Wartburg College,Aaron Port,Casey Toops,Joel Reynolds,Brian Greiner,Caleb Klein,Chris Winter,Brian Pins,Tito Romero,Chris Robertson,1,1,Matt Scherbring,4,1000000,cf,2b,1b,c,rf,3b,lf,dh,ss,Matt Scherbring,Rohach (4-1)
75,"Mar 21, 2004",coemon1,1,Reimolds,King,Gordon,Betourne,Barnett,Turner,Ragar,Goad,Beckler,0,5,Mumma,6,000032X,2b,ss,rf,1b,3b,lf,c,dh,cf,Atkins,"monmouth college
",Monmouth College,Hauck (),Sunny. 35 degrees.  Wind blowing in 20-25 mph.,7.0,Y,Mumma (2),"Monmouth, IL (Glasgow Field)",11:00 am   ,1:55   ,HP: Danny Johns  1B: Brian Owen,"coe college
",Coe College,Travis Wiltgen,Eric Hemesath,Tim Higgins,Jon Schroeder,Chad Kramer,Will Renner,Justin Maxwell,Josh Schauf,Ryan Smuck,5,2,Tom Hauck,8,2000000,cf,lf,2b,rf,dh,1b,3b,c,ss,Tom Hauck,Atkins (2-1)
65,"May 04, 2004",iawcor1,1,Pat Block,Danny Love,Ricky Legree,Todd Reichart,Nate Eichmeyer,Drew Simonis,Justin Mashburn,Joey Campanelli,Adam Hadenfeldt,6,10,Dan Cleary,11,2001412,cf,ss,3b,dh,1b,rf,2b,c,lf,Ryan Williams,"cornell college
",Cornell College,Williams,,7.0,Y,Sung,"Mount Vernon, Iowa (Ash Park Field)",4:11 pm   ,2:16   ,HP: Mike Gansemer  1B: Dan F,"iowa wesleyan
",Iowa Wesleyan,Duplessis,Palmer,Taylor,Winnie,McEachern,Mohr,Smith,Fortune,Santiago,3,11,Sung,9,1160021,rf,cf,lf,c,1b,ss,3b,dh,2b,Campbell,Campbell
150,04-07-04,dbqlor1,1,Chet Medinger,Bobby Bibeau,Tom Andrews,Ryan Von Haden,Dustin Roth,Eric Gold,Aaron Meyer,Brad Hingtgen,Ryan Bender,1,9,Dustin Roth,14,3010010013,cf,2b,3b,lf,ss,dh,1b,c,rf,Tim Cundiff,"loras college
",Loras,Fischer,,10.0,Y,,"Dubuque, Iowa (Petrakis Park)",3:30 pm   ,3:45   ,HP: Keitel  1B: Mill,"university of dubuque
",Dubuque,Keith Bernard,Cole Lyons,Justin Shepard,Travis Lyons,Joe Hapanionek,Jeremy Rannals,Nathan Mozena,Tim Griffith,Mark Becker,2,10,Joe Hapanionek,15,0011012014,ss,3b,c,cf,1b,p,2b,rf,lf,Jeremy Rannals,Hapanionek
35,"Mar 30, 2004",gvccen,,Nate Landas,Pat Johnson,Adam Duerfeldt,Shea Stamp,Steve Gebhart,Kody Wohlers,Josh Sandin,Tom Sheehan,Matt Murphy,1,1,Nicholas DePenning,5,000010000,2b,cf,1b,lf,ss,c,rf,dh,3b,Jon Doudna,"central college
",Central College,Patterson,,9.0,Y,,"Pella, Iowa (Kuyper Complex)",2 p.m.   ,2:09   ,HP: Mike Pauley  1B: Neils Johnson,grand view college,Grand View College,Bailey,Adams,Sanchez,Woods,Brant,Fuller,Ball,Serrano,McLaughlin,1,5,Hill,9,010001003,1b,lf,ss,cf,c,dh,rf,3b,2b,MacNeil,Berkenpas
100,"May 08, 2004",coruiu1,1,Weston Burkholder,Curt Shulte,Tony Chavez,Scott Perkins,Scott Mason,Brad Baker,Anthony Aversano,Brian Crane,Dave Manion,2,1,Jeremy Petsche,3,0000100,cf,2b,3b,rf,c,dh,lf,ss,1b,Joey Witte,upper iowa univ.,Upper Iowa Univ.,Witte (4-5),,7.0,Y,,"Fayette, Iowa (Robertson Woods)",1:00 pm   ,1:40   ,,"cornell college
",Cornell College,Pat Block,Danny Love,Ricky Legree,Todd Reichart,Nate Eichmeyer,Drew Simonis,Justin Mashburn,Kevin Moses,Adam Hadenfeldt,1,3,Ryan Rosenberg,6,0000201,cf,ss,3b,c,dh,rf,2b,1b,lf,Ryan Rosenberg,Rosenberg (6-3)
100,"Apr 04, 2004",gricoe1,1,Travis Wiltgen,Chad Kramer,Tim Higgins,Nathan Dlouhy,Jon Schroeder,Will Renner,Eric Hemesath,Josh Schauf,Ryan Smuck,1,18,Jeremiah Tacker,16,431163X,cf,dh,2b,3b,rf,1b,lf,c,ss,Chris Larson,"coe college
",Coe College,Eaton (),,7.0,Y,,"Cedar Rapids, IA (Xavier High School)",1 p.m.   ,2:00   ,,"grinnell college
",Grinnell College,Villa,Leo,Teeters,Martin,Byrne,Ramirez,Gomez,Teitelbaum,Reth,2,2,Bohrod,5,0101000,cf,lf,1b,dh,ss,rf,3b,2b,c,Eaton,Larson (2-3)
50,"Mar.10, 2004",simdev,,Troy Hatten,Dusty Kain,Mike Donnenwerth,Chris Beall,Dan Rieck,David Isaacson,Chris Cyronek,J. Brown,Grant Fjetland,4,4,Josh August,9,10030000,rf,cf,3b,dh,c,1b,ss,lf,2b,Terry Beavers,"simpson college
",Simpson College,Ramsay (0-1),,8.0,Y,,"Ft. Pierce, FL (Norwood Complex)",3 p.m.   ,1:55   ,,delaware valley coll,Delaware Valley Coll,DeNardo,Meister,M. Roth,Thiel,McCabe,T. Roth,Keiffer,Burza,Gargiulo,0,6,DeNardo,13,11020002,ss,2b,1b,rf,lf,c,dh,3b,cf,Bigwood,DeNardo (1-0)
,"Mar 09, 2004",coestj2,2,Eric Hemesath,Travis Wiltgen,Tim Higgins,Nathan Dlouhy,Jon Schroeder,Chad Kramer,Will Renner,Ryan Smuck,Josh Schauf,1,9,Matt Repa,7,202122X,lf,cf,2b,3b,rf,dh,1b,ss,c,Jeremiah Tacker,"coe college
",Coe College,Lambert (),,7.0,Y,,"Clear Water, FL (Invitational)",2 p.m.   ,  ,,saint joseph's (me),Saint Joseph's (ME),Exley,Lister,Muniz,Cieslak,Leeman,Doughty,Laviolette,Arno,Martin,2,8,Lambert,12,1204010,rf,lf,1b,c,dh,ss,2b,3b,cf,Lambert,Repa (1-0)
100,03-26-04,loruww,,Chet Medinger,Bobby Bibeau,Tom Andrews,Ryan Von Haden,Dustin Roth,Eric Gold,Jesse Freiberger,Ryan Bender,Brad Hingtgen,3,4,Matt Mausser,6,0020101,cf,2b,3b,p,ss,1b,lf,rf,c,Ryan Von Haden,"loras college
",Loras,Von Haden,,7.0,Y,,"Bloomington, Ill. (Illinois Wesleyan)",4:00pm   ,2:00   ,,uw-whitewater,UW-Whitewater,Callahan,Gnatzig,Stangel,Endl,Guilbault,Baldwin,Jilot,Klawitter,Walter,1,10,Bergholz,12,0130330,rf,cf,ss,1b,c,dh,lf,2b,3b,Keller,Keller
75,"Mar 30, 2004",warfra1,,Lozano,Gosnell,Miller,R. Harynuk,J. Harynuk,Farrell,Wolke,Kent,St. Ores,4,3,R. Harynuk,2,2000100,cf,1b,c,p,2b,ss,3b,rf,lf,R. Harynuk,franciscan college,Franciscan College,R,,7.0,Y, (),"Camanche, IA (Camanche HS)",  ,  ,,"wartburg college
",Wartburg College,Chris Winter,Casey Toops,Joel Reynolds,Brian Greiner,Caleb Klein,Tito Romero,Chris Robertson,Brian Pins,Aaron Port,0,10,Matt Scherbring,9,1500400,1b,2b,ss,c,rf,dh,3b,cf,lf,Matt Scherbring,Scherbring (6-0)
305,3-27-04,dbquw,,Podmolik,Zieba,Martzahl,Janke,Graziano,Haynes,Mielke,Bach,Tindall,0,4,Denman,10,101011000,dh,rf,lf,1b,c,2b,cf,3b,ss,Kaufman,u of wis. la crosse,U of Wis. La Crosse,Stetzenbach (),,9.0,Y,Hapanionek (2),"La Crosse, WI",  ,  ,,"university of dubuque
",Univ. of Dubuque,Jeremy Rannals,Justin Shepard,Jimmy Hudson,Joe Hapanionek,Mark Becker,Travis Lyons,Cole Lyons,Nathan Mozena,Jason Crane,1,5,Joe Hapanionek,6,040000010,rf,c,dh,1b,lf,cf,3b,2b,ss,Joshua Knoll,Koplitz (1-0)
125,"Apr 04, 2004",maclut1,1,David Zelinskas,Matt Cessna,John Jaeger,Kyle Schroeder,Brad Paulsrud,Steve Lunn,Kyle Pearson,Neil Theisen,Brock Reed,2,1,Brad Paulsrud,3,000100X,ss,lf,3b,c,p,rf,1b,2b,cf,Brad Paulsrud,"luther college
",Luther College,Bowen,,7.0,Y,,"Decorah, IA (Luther College)",2:00   ,1:40   ,,macalester college,Macalester College,Merrill,Papalia,Brettingen,Odegaard,Wedwick,Percival,Derrington,Seltzer,Rodwogin,1,0,Bowen,4,0000000,lf,ss,2b,cf,3b,1b,rf,dh,c,Kimble,Paulsrud
,"Mar 08, 2004",coeupb2,2,Jase Jensen,Travis Wiltgen,Tim Higgins,Jon Schroeder,Grant Lodden,Will Renner,Andrew Roder,Ryan Smuck,Justin Maxwell,1,5,Brandon Hunt,7,300011X,lf,cf,ss,rf,dh,1b,c,2b,3b,Brandon Hunt,"coe college
",Coe College,Miller (),,7.0,Y,,"Clear Water, Fla (Invitational)",2 p.m.   ,  ,,pitt-bradford,Pitt-Bradford,Heinrich,Trietley,Briskar,Snyder,Kamler,Lentz,Capone,Morelli,Smock,1,3,Miller,7,1011000,ss,2b,lf,dh,1b,3b,c,rf,cf,Miller,Hunt (1-0)
300,"Apr 27, 2004",cenuiu2,2,Weston Burkholder,Curt Shulte,Tony Chavez,Scott Perkins,Scott Mason,Brad Baker,Adam Sires,Brian Crane,Dave Manion,0,6,Justin Eichelberger,12,022011X,rf,2b,3b,lf,c,dh,cf,ss,1b,Justin Eichelberger,upper iowa univ.,Upper Iowa Univ.,Patterson (1-3),,7.0,Y,,"Fayette, Iowa (Robertson Woods)",3:30   ,1:25   ,,"central college
",Central College,Nate Landas,Austin DeHoogh,Steve Gebhart,Shea Stamp,Pat Johnson,Matt Murphy,Tom Sheehan,Josh Sandin,Kody Wohlers,0,0,Matt Harre,4,0000000,2b,cf,ss,lf,rf,3b,1b,dh,c,Kent Patterson,Eichelberger (6-6)
75,"May 14, 2004",warcor-,,Aaron Port,Patrick Henderson,Joel Reynolds,Brian Greiner,Caleb Klein,Chris Winter,Brian Pins,Chris Robertson,Casey Toops,5,4,Grant Finley,7,000110002,lf,cf,1b,c,rf,3b,dh,ss,2b,Ryan Moorman,"wartburg college
",Wartburg College,Moorman (5-1),"Cornell's Ryan Rosenberg (7-3) tossed a complete game as the Rams upsettop-seeded Wartburg. Todd Reichart, Justin Mashburn and Kevin Moses all hadtwo hits for Cornell. Chris Robertson was 2 for 4 with two RBI forWartburg. Five of Wartburg's seven hits went for extra bases.",9.0,Y,,"Cedar Rapids, Iowa (Veterans Memorial)",10:11 am   ,2:06   ,HP: Joe Nelson  1B: Paul Keitel,"cornell college
",Cornell College,Pat Block,Danny Love,Ricky Legree,Todd Reichart,Nate Eichmeyer,Drew Simonis,Justin Mashburn,Kevin Moses,Adam Hadenfeldt,1,11,Ryan Rosenberg,10,050130002,cf,ss,3b,c,dh,rf,2b,1b,lf,Ryan Rosenberg,Rosenberg (7-3)
65,"Mar 27, 2004",wmpcen1,1,Nate Landas,Pat Johnson,Adam Duerfeldt,Shea Stamp,Steve Gebhart,Kody Wohlers,Josh Sandin,Tom Sheehan,Matt Murphy,1,0,Matt Harre,4,0000000,2b,cf,1b,lf,ss,c,rf,dh,3b,Chris Borgman,"central college
",Central College,Borgman (0-2),,7.0,Y,,"Pella, Iowa (Kuyper Field)",1 p.m.   ,1:25   ,HP: Rod Berg  1B: Heath Bank,william penn univ.,William Penn Univ.,Brunnelle,Cortez,Romero,Flores,Nickerson,McGregor,Lopez,Holstad,Mell,0,5,Piatz,9,0001121,ss,2b,cf,3b,dh,c,1b,rf,lf,Piatz,Piatz (5-0)
115,"Apr 25, 2004",lutcen2,2,Nate Landas,Matt Murphy,Steve Gebhart,Shea Stamp,Pat Johnson,Kody Wohlers,Josh Sandin,Tom Sheehan,Austin DeHoogh,2,2,Matt Rohach,10,0010100,2b,3b,ss,lf,rf,c,dh,1b,cf,Matt Rohach,"central college
",Central College,Rohach (4-2),,7.0,Y,,"Pella, Iowa (Kuyper Complex)",4:20   ,1:30   ,HP: Heath Banks  1B: Joe Nelson,"luther college
",Luther College,David Zelinskas,Matt Cessna,John Jaeger,Brad Paulsrud,Kyle Schroeder,Michael Schmalfeldt,Steve Lunn,Neil Theisen,Brock Reed,2,3,Justin Patnode,6,0210000,ss,lf,3b,1b,c,dh,rf,2b,cf,Justin Patnode,Patnode (4-3)
75,"Mar 17, 2004",cengci,,Nate Landas,Pat Johnson,Steve Gebhart,Adam Duerfeldt,Shea Stamp,Josh Sandin,Kody Wohlers,Tom Sheehan,Casey Olney,1,11,Tanner Ludwig,12,310420100,2b,cf,ss,1b,lf,rf,c,dh,3b,Jon Doudna,"central college
",Central College,DeHoogh,,9.0,Y,Hostetler,"Port Charlotte, Fla",  ,  ,,"greenville
",Greenville,Roth,Knapp,Peper,Hostetler,Chedester,Malisia,Weinhandl,Morgando,Walter,3,18,Hostetler,19,200201607,ss,2b,lf,3b,1b,cf,dh,c,rf,Fleetwood,Fleetwood
65,"Mar 19, 2004",fracor2,2,Pat Block,Danny Love,Todd Reichart,Nate Eichmeyer,Drew Simonis,Ricky Legree,Tom Mager,Justin Mashburn,Adam Hadenfeldt,4,5,Brian Vaughan,9,0003200,cf,ss,c,1b,rf,3b,dh,2b,lf,Andrew Buck,"cornell college
",Cornell College, (2-1),,7.0,Y,Buck (2-1),"Mount Vernon, Iowa (Ash Park Field)",7:15 pm   ,2:20   ,HP: Ken Ferris  1B: Woody Mill,the fransican univ.,The Fransican Univ.,Alcolea,Lozano,Miller,Gosnell,Townsend,Phillips,J. Harynuk,Farrell,St. Ores,1,18,R. Harynuk,16,0430128,cf,lf,c,1b,3b,dh,ss,2b,rf,R. Harynuk,R
140,"Mar 22, 2004",bvubry,,Joe Poole,Brian Ricken,Ben Lickteig,Matt Reichle,Mike Soenen,Derek Fink,Cory Kennedy,Kent Bass,,4,2,Cody Tibbets,4,000000002,cf,ss,1b,3b,p,2b,c,rf,,Mike Soenen,"buena vista university
",Buena Vista Univ.,Soenen,,9.0,Y,,"Chattanooga, TN",7:00 pm   ,2:10   ,,bryan college,Bryan College,Peters,Wharton,Cardin,Day,Carter,Chapman,Hasty,Williams,,1,7,Jones,5,130000030,2b,ss,c,p,1b,3b,rf,lf,,Day,Day
150,"Mar 13, 2004",bvunew1,1,"Kantor, T.","Trausch, R.","Hesser, K.","Replogle, J.","Reyes, J.","Harth, J.","McKelvey, S.","Hurrell, P.","Cameron, R.",1,8,"Reyes, J",12,04000301,cf,lf,3b,1b,dh,rf,ss,c,2b,"Arnold, D","nebraska wesleyan university
",Nebraska Wesleyan,,,8.0,Y,Tibbets (),"Lincoln, Neb. (Neb. Wesleyan Field)",1 PM   ,2:15   ,,"buena vista university
",Buena Vista Univ.,Joe Poole,Brian Ricken,Mike Soenen,Matt Reichle,Ben Lickteig,Justin Burns,Adam Hardie,Cory Kennedy,Dan Nuehring,6,7,Cody Tibbets,10,00412000,cf,ss,lf,3b,rf,dh,1b,c,2b,Jason Hillman,"Reyes, J"
85,"Mar 20, 2004",censtj,,Martin,Gillespie,Lister,Smith,Lambert,Quinn,Cieslak,Chilton,Burdi,2,7,Kimball,14,4000003,ss,2b,1b,c,dh,cf,3b,rf,lf,Annunziata,"st. joseph's
",St. Joseph's,DeHoogh (1-0),,7.0,Y,,"Port Charlotte, FL",9:00 AM   ,  ,,"central college
",Central College,Nate Landas,Pat Johnson,Steve Gebhart,Adam Duerfeldt,Shea Stamp,Josh Sandin,Tom Sheehan,Kody Wohlers,Dan Flaherty,2,6,Austin DeHoogh,9,2400000,2b,cf,ss,1b,lf,rf,dh,c,3b,Austin DeHoogh,Kimball (1-0)
,3/5/04,dbqgmc2,,DROZDOWSKI,DARBROWSKI,KRIMM,WILLAVER,DROZDOWSKII,MARTIN,SEIFFERT,DIMENNA,CAPPELLA,1,7,DALEY,11,112300X,1b,ss,rf,dh,lf,3b,c,cf,2b,DALEY,"gwynedd-mercy
",Gwynedd-Mercy,Knoll,,7.0,Y,,"Clearwater, FL (Jack Russell)",  ,  ,,"university of dubuque
",Univ. of Dubuque,Jeremy Rannals,Justin Shepard,Tim Griffith,Joe Hapanionek,Travis Lyons,Cole Lyons,Nathan Mozena,Mark Becker,Jason Crane,1,4,Ezra O'Heron,11,2001100,rf,c,dh,1b,cf,3b,2b,lf,ss,Joshua Knoll,DALEY
190,"May 01, 2004",lorlut2,2,David Zelinskas,Michael Schmalfeldt,John Jaeger,Brad Paulsrud,Kyle Schroeder,Neil Theisen,Matt Cessna,Steve Lunn,Brock Reed,2,4,Justin Patnode,8,020101X,ss,dh,3b,1b,c,2b,lf,rf,cf,Justin Patnode,"luther college
",Luther College,Poffenbarger,,7.0,Y,,Decorah IA (Luther College),3:20   ,1:40   ,,"loras college
",Loras College,Tom Andrews,Bobby Bibeau,Ryan Von Haden,Chet Medinger,Eric Gold,Dustin Roth,Kris Thomas,Rob Rossi,Ryan Bender,2,0,David Fischer,6,0000000,rf,2b,dh,cf,1b,ss,3b,c,lf,Brent Poffenbarger,Patnode
93,"Apr 03, 2004",dbqbvu1,1,Joe Poole,Brian Ricken,Ben Lickteig,Mike Soenen,Matt Reichle,Derek Fink,Kent Bass,Cory Kennedy,Dan Nuehring,1,7,Cody Tibbets,8,202300X,cf,ss,1b,rf,dh,3b,lf,c,2b,Ryan Brock,"buena vista university
",Buena Vista Univ.,Kinney,,7.0,Y,,"STorm Lake, Iowa (SLHS)",1 p.m.   ,1:50   ,,"univ, of dubuque","Univ, of Dubuque",Mark Becker,Justin Shepard,Travis Lyons,Tim Griffith,Joe Hapanionek,Jeremy Rannals,Cole Lyons,Nathan Mozena,Keith Bernard,3,1,Kyle Miller,6,0010000,lf,c,cf,dh,1b,rf,3b,2b,ss,Tim Kinney,Brock
150,"Apr. 8, 2004",uiusim2,2,Grant Fjetland,Troy Hatten,Dan Rieck,Mike Donnenwerth,Brett Murphy,Chris Beall,Joey Young,Chris Cyronek,Dusty Kain,1,5,David Isaacson,8,200030X,2b,rf,c,3b,1b,dh,lf,ss,cf,Ben Ramsay,"simpson college
",Simpson College,Eichelberger (4-5),,7.0,Y,,"Indianola, IA (McBride Field)",3:24 pm   ,1:33   ,HP: Neils Johnson  1B: Rod Berg,upper iowa univ.,Upper Iowa Univ.,Weston Burkholder,Micheal Contreras,Tony Chavez,Brad Baker,Scott Mason,Curt Shulte,Adam Sires,Brian Crane,Dave Manion,0,2,Justin Eichelberger,9,0000020,rf,2b,3b,dh,c,lf,cf,ss,1b,Justin Eichelberger,Ramsay (1-1)
200,"May 4, 2004",simnew1,1,"Kantor, T.","Trausch, R.","Replogle, J.","Hesser, K.","Retzlaff, J.","Harth, J.","Hurrell, P.","Odvody, A.","Lortz, C.",2,7,"McKelvey, S",10,310003X,cf,lf,1b,3b,dh,rf,c,ss,2b,"McKelvey, S","nebraska wesleyan university
",Nebraska Wesleyan,,,7.0,Y,Ramsay (1-3),"Lincoln, NE (Neb. Wesleyan Field)",1 p.m.   ,2:00   ,,"simpson college
",Simpson College,Grant Fjetland,Troy Hatten,Dan Rieck,Joey Young,Mike Donnenwerth,Chris Beall,Dusty Kain,Brett Murphy,Chris Cyronek,3,3,AJ Simmons,7,0101001,2b,rf,3b,lf,dh,1b,cf,c,ss,Ben Ramsay,"McKelvey, S"
,"Mar 20, 2004",coeeur1,1,A. Craig,S. McGuire,B. Neal,R. Del Olmo,L. Hrdlicka,M. Gleason,B. Freeman,H. Thorton,A. Perry,3,0,A. Knobloch,3,00000,ss,rf,lf,cf,3b,c,dh,1b,2b,A. Knobloch,eureka (il),Eureka (IL),A,,5.0,Y,h (),"Eureka, IL",12 p.m.   ,  ,,"coe college
",Coe College,Travis Wiltgen,Chad Kramer,Tim Higgins,Nathan Dlouhy,Jon Schroeder,Will Renner,Eric Hemesath,Josh Schauf,Ryan Smuck,0,13,Mitch Bockenstedt,11,30604,cf,dh,2b,3b,rf,1b,lf,c,ss,Mitch Bockenstedt,Bockenstedt (3-0)
250,"May 16, 2004",simwar-,,Aaron Port,Patrick Henderson,Joel Reynolds,Brian Greiner,Caleb Klein,Chris Winter,Brian Pins,Chris Robertson,Casey Toops,3,7,Eric Johnson,12,0102200110,lf,cf,1b,c,rf,3b,dh,ss,2b,Ryan Moorman,"wartburg college
",Wartburg College,Pirkl (0-1),Game 10 of the IIAC Tournament...Championship Game 1.,10.0,Y,,"Cedar Rapids, IA (Veterans Memorial)",1:05 pm   ,3:21   ,HP: Jeff Freeze  1B: Scott Behn  3B: Bill Wilson,"simpson college
",Simpson College,Grant Fjetland,Troy Hatten,Dan Rieck,Joey Young,Mike Donnenwerth,Chris Beall,Chris Cyronek,Brett Murphy,James Brown,2,10,Terry Beavers,15,0001320013,2b,cf,3b,lf,p,1b,ss,c,rf,Mike Donnenwerth,Beavers (2-2)
