attendance,date,game_id,game_number,home_batter_1,home_batter_2,home_batter_3,home_batter_4,home_batter_5,home_batter_6,home_batter_7,home_batter_8,home_batter_9,home_errors,home_final_score,home_finishing_pitcher,home_hits,home_line_score,home_position_1,home_position_2,home_position_3,home_position_4,home_position_5,home_position_6,home_position_7,home_position_8,home_position_9,home_starting_pitcher,home_team,home_team_long,losing_pitcher,notes,number_of_innings,play-by-play,save,site,start,time,umpires,visiting_team,visiting_team_long,visitor_batter_1,visitor_batter_10,visitor_batter_2,visitor_batter_3,visitor_batter_4,visitor_batter_5,visitor_batter_6,visitor_batter_7,visitor_batter_8,visitor_batter_9,visitor_errors,visitor_final_score,visitor_finishing_pitcher,visitor_hits,visitor_line_score,visitor_position_1,visitor_position_10,visitor_position_2,visitor_position_3,visitor_position_4,visitor_position_5,visitor_position_6,visitor_position_7,visitor_position_8,visitor_position_9,visitor_starting_pitcher,weather,winning_pitcher
,"Mar 14, 2013",censnc,,Chad Ljunggren,Troy Rottier,Jose Godinez,Travis Mason,Nick Pierre,Alex Larsen,Carlos Rodriguez,Bryan Thiessenhusen,Brandon Kozinski,6,8,Kyle Mahlik,9,100040111,ss,3b,c,1b,lf,cf,rf,dh,2b,Kevin Nutley,st. norbert college,St. Norbert College,Judson McKown,,9,Y,,"Auburndale, Fla. (Lake Myrtle)",9:30 a.m   ,  ,,"central college
",Central College,Michael Jontz,NA,Sam Stetzel,Robbie Rushing,Adam Ariola,Jordan Judkins,Seth Carson,Andrew O'Toole,Jace Ahrendsen,Allen Mann,3,7,Judson McKown,8,102200002,lf,NA,cf,ss,2b,3b,1b,dh,c,rf,Ryan Goetzinger,,Kyle Mahlik
,"Mar 01, 2013",loralma1,1,Mike Canevello,Jordan Ries,Danny Fahlgren,Patrick Walsh,Nick Battalini,Alex Rodrigues,Cody Richter,Eric DeSousa,Mike Pudlo,0,5,Ben Cottrell,8,012011X,rf,lf,c,1b,cf,2b,dh,3b,ss,Ben Cottrell,"loras college
",Loras College,Colin Nash,,7,Y,,"Winter Haven, Fla. (Stadium)",12:00   ,  ,,alma college,Alma College,Alex Kravat,NA,Jose Rosado,Jose Velez,Cameron Schmidt,Mostafa Ghonim,Ryan Henris,A.J. Acton,Matthew Cresswell,Roderick McNeil,2,0,Matt Launstein,3,0000000,1b,NA,ss,rf,dh,lf,2b,c,3b,cf,Colin Nash,,Ben Cottrell
100,"Apr 16, 2013",dbqlor2,2,Mike Pudlo,Mike Canevello,Alex Rodrigues,Jordan Ries,Adam Kennedy,Eric DeSousa,Connor Reilly,Danny Fahlgren,Mark Jablonski,3,0,Connor Schreck,3,000000000,ss,rf,2b,lf,1b,3b,dh,c,cf,Matt Kass,"loras college
",Loras College,Matt Kass,,9,Y,,"Dubuque, Iowa (Petrakis Park)",5:25   ,2:25   ,,"dubuque, univ. of","Dubuque, Univ. of",Andy Danna,NA,Austin Monfross,Spencer Kuehn,Chris Briggs,Tyler Runge,Noah Mahlik,Jordan Gawronski,Nick Martin,Vince Parisi,3,4,Josh Eastman,8,300000100,ss,NA,3b,rf,1b,dh,cf,lf,2b,c,Max Nank,,Max Nank
60,"Apr 14, 2013",lorwar3,1,Mike Pudlo,Mike Canevello,Alex Rodrigues,Cody Richter,Jordan Ries,Patrick Walsh,Eric DeSousa,Danny Fahlgren,Mark Jablonski,3,1,Adam Schwoebel,3,0000010,ss,rf,2b,dh,lf,1b,3b,c,cf,Adam Schwoebel,"loras college
",Loras College,Adam Schwoebel,,7,Y,,"Dubuque, Iowa (Petrakis Park)",11:40 AM   ,1:31   ,HP: Mike Gansmer  1B: J. Meara,"wartburg college
",Wartburg College,Andrew Krehbiel,NA,Ryan Doty,Ryan Powers,Drew Yoder,Blake Wilson,Michael Schinstock,Levi Montague,Jackson Litterer,Craig Kerper,0,5,Ryan Doty,8,0010022,cf,NA,p,3b,1b,c,rf,ss,2b,lf,Ryan Doty," 47 degrees, windy, soggy",Ryan Doty
113,"Apr 23, 2013",bvucoe2,2,Ben Larison,Tanner Beck,Nick Stein,AJ Reuter,Michael Goerdt,Craig Konrardy,JD Hunter,Patton Hofer,Michael Redmond,2,1,Aaron Collins,6,0001000,ss,2b,cf,1b,lf,3b,dh,c,rf,Kyle Brady,"coe college
",Coe College,Kyle Brady,,7,Y,,"Cedar Rapids, Iowa (Daniels Park)",3:50 pm   ,1:44   ,HP: Dean Kirkpatrick  1B: Matt Badeaux,"buena vista university
",Buena Vista Univ.,Weston Foxx,NA,Nick Schlect,Joe Paletta,Brandon Wessels,Jesse Munsterman,Dillon Plath,Ryan Scheetz,Ryan Duncan,Alex Davis,1,11,Kendall Hazel,14,1172000,2b,NA,cf,1b,c,ss,rf,dh,lf,3b,Kendall Hazel," 41, Cloudy, 19 mph winds",Kendall Hazel
125,"Apr 23, 2013",lutwar1,1,Andrew Krehbiel,Ryan Doty,Ryan Powers,Drew Yoder,Clay Emmrich,Tony Stenberg,Blake Wilson,Levi Montague,Craig Kerper,1,4,Michael Schinstock,9,200011X,cf,2b,3b,1b,lf,dh,c,ss,rf/lf,Michael Schinstock,#20 wartburg college,#20 Wartburg College,Matt McKinney,,7,Y,,"Waverly, Iowa (Hertel Field)",3:30 pm   ,1:47 HR   ,HP: Josh Mara  1B: Randy Schult,"luther college
",Luther College,Eric Pittman,NA,Andy Briggs,Mitch Knippenberg,Matt Larson,David Lowe,Andrew Burgmeier,Zach Hendrikson,Brian Paulsrud,Austen Graham,2,1,Andrew Withers,1,0100000,ss,NA,cf,c,lf,3b,dh,rf,1b,2b,Matt McKinney,,Michael Schinstock
110,"Apr 13, 2013",lorwar2,2,Mike Pudlo,Mike Canevello,Jordan Ries,Cody Richter,Alex Rodrigues,Patrick Walsh,Eric DeSousa,Danny Fahlgren,Mark Jablonski,6,3,Jake Norton,5,00010200,ss,rf,lf,dh,2b,1b,3b,c,cf,Ben Cottrell,"loras college
",Loras College,Ben Cottrell,,8,Y,,"Dubuque, Iowa (Petrakis Park)",4:00   ,2:25   ,HP: Bret Miell  1B: Kevin Fa,"wartburg college
",Wartburg College,Andrew Krehbiel,NA,Ryan Doty,Ryan Powers,Drew Yoder,Blake Wilson,Tony Stenberg,Michael Schinstock,Levi Montague,Craig Kerper,1,13,Michael Schinstock,13,00005404,cf,NA,2b,3b,1b,c,dh,rf/p,ss,lf,Ben Rettenmeier," 40 degrees, windy",Ben Rettenmeier
200,"Apr 30, 2013",bvucoe3,1,Weston Foxx,Nick Schlect,Joe Paletta,Brandon Wessels,Jesse Munsterman,Dillon Plath,Ryan Scheetz,Alex Davis,Ryan Titman,0,7,Brennan Holm,11,001006X,2b,cf,1b,c,ss,rf,dh,3b,lf/3b,Tyson Valentine,"buena vista university
",Buena Vista Univ.,Connor Alberhasky,,7,Y,,"Storm Lake, Iowa (BVU/SL BB Complex)",1:00pm   ,1:30   ,HP: Mark Harris  1B: Aaron Christian,"coe college
",Coe College,Ben Larison,NA,Patton Hofer,Nick Stein,Michael Goerdt,AJ Reuter,Jacob Redman,Craig Konrardy,Nick Svare,Tanner Beck,1,1,Connor Alberhasky,3,0010000,ss,NA,c,cf,lf,1b,dh,3b,rf,2b,Connor Alberhasky,,Brennan Holm
150,"Apr 30, 2013",dbqlor3,1,Andy Danna,Nick Martin,Chris Briggs,Austin Monfross,Michael Riordan,Vince Parisi,Jordan Gawronski,Aaron Laskowski,,1,1,Josh Eastman,4,010000X,ss,2b,1b,3b,lf,c,rf,cf,,Spencer Kuehn,"dubuque, univ. of","Dubuque, Univ. of",Will Petrosky,,7,Y,,"Dubuque, Iowa (UD Baseball Field)",1:00   ,1:55   ,HP: M.Shull  1B: E.Olson,"loras college
",Loras College,Mark Jablonski,NA,Mike Pudlo,Mike Canevello,Patrick Walsh,Niko Andriotis,Alex Rodrigues,Eric DeSousa,Danny Fahlgren,Justin Montalvo,1,0,Jeremy Gerardy,5,0000000,cf,NA,ss,rf,1b,dh,2b,3b,c,lf,Will Petrosky," 86, Sunny",Spencer Kuehn
353,"Apr 14, 2013",cencoe4,2,Ben Larison,Tanner Beck,Nick Stein,Michael Goerdt,AJ Reuter,Craig Konrardy,Jacob Redman,Kaileb Armbruster,Patton Hofer,2,8,Jack Hoffmann,8,32001002X,ss,2b,cf,lf,1b,3b,dh,rf,c,Wade Morris,"coe college
",Coe College,Michael Jontz,,9,Y,,"Cedar Rapids, Iowa (Daniels Park)",2:00 pm   ,2:04   ,HP: Bret Miell  1B: Gary Hart,"central college
",Central College,Sam Stetzel,NA,Jordan Judkins,Robbie Rushing,Adam Ariola,Seth Carson,Trent Smith,Allen Mann,Spencer Gritsch,,3,4,James Longo,10,100000021,cf,NA,ss,lf,3b,1b,c,rf,2b,,Michael Jontz," 63, Mostly Cloudy, 21 mph wind",Wade Morris
55,"Apr 03, 2013",lorcor,,Joe Gerace,Buddy Mattern,Zach Rogers,Ryan Nordtvedt,Wyatt Kurzejeski,Max Freilinger,Travis Martinez,Kody Karjala,Jake Lehman,0,17,Tyler Thorne,13,401408X,cf,dh,ss,c,3b,1b,lf,2b,rf,Beriah Quick,"cornell college
",Cornell College,Matt Kass,,7,Y,,"Mount Vernon, Iowa (Ash Park)",6:00 PM   ,2:25   ,HP: Micah Shull  2B: Roger Johnson,"loras college
",Loras College,Mike Pudlo,NA,Mike Canevello,Jordan Ries,Cody Richter,Alex Rodrigues,Eric DeSousa,Lucas Jacque,Adam Kennedy,Mark Jablonski,3,6,Danny Baran,11,0060000,ss,NA,dh,rf,1b,2b,3b,c,lf,cf,Jake Norton,,Chuck Rocker
166,"May 04, 2013",cenlut2,2,Eric Pittman,Andy Briggs,Mitch Knippenberg,Zach Hendrikson,David Lowe,Matt Larson,Aldon Severson,Brian Paulsrud,Austen Graham,4,7,Andrew Withers,13,000040030,ss,cf,c,rf,3b,lf,dh,1b,2b,Alex Byom,"luther college
",Luther College,Alex Byom,,9,Y,,"Decorah, Iowa (Luther College)",3:00PM   ,3   ,HP: Eric Olson  1B: John Kunz,"central college
",Central College,Sam Stetzel,NA,Jordan Judkins,Robbie Rushing,Adam Ariola,Zach Zylstra,Michael Jontz,Seth Carson,Trent Smith,Kirby Coppess,0,11,Judson McKown,9,001203221,cf,NA,ss,dh,3b,lf,rf,1b,c,2b,Ryan Dusil,,Andy Carr
173,"Apr 27, 2013",coesim4,2,Brett Crable,Jake Barr,Tyler Craig,Tyler Crandell,Jake Scieszinski,Blake Heitmeier,Pedro Rosa,Bud Smith,Ethan Hale,2,5,Brett Crable,10,010111100,cf/p,lf/cf,1b,ss,dh/p,3b,rf,c,2b,Aaron Young,"simpson college
",Simpson College,Aaron Young,,9,Y,,"Indianola, Iowa (McBride Field)",5:39 pm   ,2:26   ,HP: Aaron Perez  1B: Matt Badeaux,"coe college
",Coe College,Ben Larison,NA,Craig Konrardy,Nick Stein,AJ Reuter,Michael Goerdt,Nick Svare,JD Hunter,Patton Hofer,Tanner Beck,2,10,AJ Reuter,12,334000000,ss,NA,3b,cf,1b/p,lf,rf,dh,c,2b,Wade Morris," cloudy 62, Wind SE 13",Wade Morris
528,"Apr 28, 2013",coegrn,,Ben Larison,Patton Hofer,Nick Stein,Michael Goerdt,AJ Reuter,Jacob Redman,Craig Konrardy,JD Hunter,Michael Redmond,3,8,Jack Hoffmann,8,00040200002,ss,c,cf,lf,1b,dh,3b,2b,rf,Kyle Brady,"coe college
",Coe College,Andrew Platt,,11,Y,,"Cedar Rapids, Iowa (Daniels Park)",3:15 pm   ,3:02   ,HP: Bret Miell  1B: Eric Thornton,"grinnell college
",Grinnell College,Drew Davis,NA,Anthony Mack,Kainoa Inafuku,Phillip Zarcone,Walker Bell,Ryan Penaflor,Matt Blumenreich,Matt Schaeffer,Adam Renfro,4,7,Chris Eckberg,8,50100000001,cf,NA,ss,3b,dh,1b,lf,2b,c,rf,Graham Fisher," 74, Sunny, 7 mph winds",Jack Hoffmann
,"Mar 18, 2013",dbqham1,1,Jordan Buck,Dan Moro,Jordan Rubbelke,Mark Radmacher,Dan Ellefson,Matt Connell,Harley Thompson,Cam Smith,Joe Rubbelke,1,2,Rannon Arch,4,002000X,dh,cf/lf,ss,c,3b,1b,lf,rf,2b,Zack Brautigam,"hamline university
",Hamline University,Josh Eastman,,7,Y,,"Minneapolis, Minn. (Metrodome)",5:00   ,1:38   ,HP: Bill Szabo  1B: Bill Ryan,"dubuque, univ. of","Dubuque, Univ. of",Andy Danna,NA,Nick Martin,Michael Campbell,Spencer Kuehn,Vince Parisi,Noah Mahlik,Jordan Gawronski,Chris Briggs,Aaron Laskowski,2,1,Josh Eastman,7,1000000,ss,NA,2b,3b,dh,c,lf,rf,1b,cf,Josh Eastman, Indoors,Andy Weiss
75,"Apr 30, 2013",censim3,1,Michael Jontz,Sam Stetzel,Robbie Rushing,Adam Ariola,Zach Zylstra,Grant Seuferer,Jordan Judkins,Jace Ahrendsen,Kirby Coppess,5,3,Judson McKown,10,00021000000,rf,cf,dh,3b,lf,1b,ss,c,2b,Ryan Goetzinger,"central college
",Central College,Judson McKown,,11,Y,,"Pella, Iowa (Kuyper Athl. Complex)",12:30 pm   ,2:30   ,HP: Pat McIlhon  1B: Dean Kilkpatrick,"simpson college
",Simpson College,Brett Crable,NA,Jake Barr,Tyler Craig,Blake Heitmeier,Jake Scieszinski,Tyler Crandell,Ethan Hale,Bud Smith,Josh Pirtle,0,4,Matt Pennings,9,00201000001,cf,NA,lf,1b,3b,dh,ss,2b,c,rf,Junior Rodriguez," 82 degrees, sunny, breezy",Gage Reis
215,"Feb 24, 2013",simozrk,,Freddy Prince,Sam Shook,Mitchell Powers,Nick Brill,Tony Morales,Max Townley,Brandon Brewer,Peyton Johnigan,Jordan Magee,1,3,Ian Bryan,10,1200000000,cf/rf,c,ss,2b,1b,dh,rf/lf,3b,lf,Jeffrey Works,univ. of the ozarks,Univ. of the Ozarks,Ian Bryan,,10,Y,,"Clarksville, Ark. (Lonnie Qualls Field)",1:30 pm   ,2:30   ,,"simpson college
",Simpson College,Jake Barr,NA,Ethan Hale,Tyler Crandell,Michael Chia,Tyler Craig,Jake Esdohr,Pedro Rosa,Blake Heitmeier,Brett Crable,1,4,Matt Pennings,9,3000000001,lf,NA,2b,ss,dh,1b,c,rf,3b,cf,Junior Rodriguez,,Matt Pennings
143,"Apr 21, 2013",bvusim4,2,Brandon Wessels,Weston Foxx,Joe Paletta,Ryan Scheetz,Jesse Munsterman,Dillon Plath,Neil Eddie,Alex Davis,Nick Schlect,1,6,Kelsen Ganeku,8,002400000,lf,2b,1b,dh,ss,rf,c,3b,cf,Adam Bernstorf,"buena vista university
",Buena Vista Univ.,Adam Bernstorf,,9,Y,,"Indianola, Iowa (McBride Field)",3:30 pm   ,2:49   ,HP: Dean Kirkpatrick  1B: Danny Duskin,"simpson college
",Simpson College,Brett Crable,NA,Jake Scieszinski,Tyler Craig,Tyler Crandell,Jake Barr,Blake Heitmeier,Ethan Hale,Bud Smith,Pedro Rosa,0,13,Taylor Neff,15,200820001,cf,NA,dh,1b,ss,lf,3b,2b,c,rf,Aaron Young," Cloudy, 67, Wind S 21",Taylor Neff
65,"Apr 03, 2013",bvugac1,1,Brandon Wessels,Weston Foxx,Joe Paletta,Ryan Scheetz,Jesse Munsterman,Jeremy Lambert,Dillon Plath,Alex Davis,Nick Schlect,1,6,Tyler Lefeber,4,101211X,c,2b,1b,dh,ss,3b,rf,lf,cf,Reggie Kock,"buena vista university
",Buena Vista Univ.,Connor Norris,,7,Y,,"Storm Lake, Iowa (BVU/SL HS Complex)",2:00pm   ,1:55   ,HP: Mark Harris  1B: Jim Pfeif,"gustavus adolphus
",Gustavus Adolphus,Taylor Bigandt,NA,Tim Miller,Scott Benjamin,Drew Block,Kellan Euerle,Sam Warner,Garrett Fuchs,Max Fidler,David Tranvik,2,2,Michael Strelow,7,1000100,rf,NA,cf,2b,1b,lf,dh,3b,ss,c,Connor Norris,,Reggie Kock
75,"Apr 01, 2013",cenlor2,2,Michael Jontz,Sam Stetzel,Robbie Rushing,Adam Ariola,Jordan Judkins,Seth Carson,Jace Ahrendsen,Kirby Coppess,Allen Mann,4,6,Judson McKown,8,014100000,lf,cf,dh,2b,ss,1b,c,3b,rf,Ryan Dusil,"central college
",Central College,Judson McKown,,9,Y,,"Pella, Iowa (Kuyper Athl. Complex)",3:30 p.m   ,2:20   ,HP: Mikah Schull  1B: Dean Kirkpatrick,"loras college
",Loras College,Mike Pudlo,NA,Mike Canevello,Jordan Ries,Patrick Walsh,Alex Rodrigues,Eric DeSousa,Lucas Jacque,Nick Battalini,Mark Jablonski,3,8,Jeremy Gerardy,10,200230100,ss,NA,dh,lf,1b,2b,3b,c,rf,cf,Adam Schwoebel," 39 degrees, sunny",Ben Cottrell
100,"Apr 05, 2013",cendbq1,1,Sam Stetzel,Seth Carson,Michael Jontz,Jordan Judkins,Robbie Rushing,Adam Ariola,Jace Ahrendsen,Andrew O'Toole,Spencer Gritsch,1,1,Ryan Goetzinger,6,000001X,cf,1b,lf,ss,dh,3b,c,rf,2b,Ryan Goetzinger,"central college
",Central College,Josh Eastman,,7,Y,,"Pella, Iowa (Kuyper Athl. Complex)",1 p.m.   ,1:12   ,HP: Rich Choponis  1B: Mike Kelly,"dubuque, univ. of","Dubuque, Univ. of",Andy Danna,NA,Jordan Gawronski,Spencer Kuehn,Chris Briggs,Michael Campbell,Michael Riordan,Vince Parisi,Nick Martin,Aaron Laskowski,0,0,Josh Eastman,1,0000000,ss,NA,rf,dh,1b,3b,lf,c,2b,cf,Josh Eastman," 53 degrees, fair",Ryan Goetzinger
95,"Mar 09, 2013",cennewb1,,Michael Dwyer,Justin MacCutcheon,Ryan Zahornasky,Matthew Clawson,Steven Broy,Michael Perillo,Cameron D'Agostino,Craig Barnett,Mack Flynn,1,11,Danny Lumb,12,14004020,cf,1b,3b,rf,ss,dh,2b,c,lf,Ryan Sinclair,newbury college,Newbury College,Danny Lumb,,8,Y,,"Fort Myers, Fla.",9 a.m.   ,2:54   ,,"central college
",Central College,Michael Jontz,NA,Sam Stetzel,Robbie Rushing,Seth Carson,Jordan Judkins,Adam Ariola,Grant Seuferer,Jace Ahrendsen,Allen Mann,2,15,Robbie Rushing,13,51000504,lf,NA,cf,ss/p,1b,3b/ss,2b,dh,c,rf,Ryan Goetzinger, Sunny,Robbie Rushing
175,"May 05, 2013",dbqsim2,2,Brett Crable,Jake Barr,Tyler Craig,Blake Heitmeier,Tyler Crandell,Ethan Hale,Jake Esdohr,Pedro Rosa,Josh Pirtle,1,5,Matt Pennings,7,10013000X,cf,lf,1b,3b,ss,2b,c,dh,rf,Junior Rodriguez,"simpson college
",Simpson College,Spencer Kuehn,,9,Y,,"Dubuque, Iowa (UD Baseball Field)",3:30   ,2:10   ,HP: R.Johnson  1B: M.Gan,"dubuque, univ. of","Dubuque, Univ. of",Aaron Laskowski,NA,Andy Danna,Spencer Kuehn,Chris Briggs,Michael Riordan,Austin Monfross,Jordan Gawronski,Vince Parisi,Nick Martin,3,4,Spencer Kuehn,11,200000200,cf,NA,ss,p,1b,lf,3b,rf,c,2b,Spencer Kuehn," 72, partly cloudy",Junior Rodriguez
180,"May 09, 2013",iiac2,,Weston Foxx,Nick Schlect,Joe Paletta,Brandon Wessels,Jesse Munsterman,Tanner Truesdell,Ryan Scheetz,Alex Davis,Dillon Plath,4,0,Tyler Lefeber,4,000000000,2b,cf,1b,c,ss,lf,dh,3b,rf,Jon Ringblom,"buena vista university
",Buena Vista Univ.,Jon Ringblom,,9,Y,,"Cedar Rapids, Iowa (Veterans Mem. Stad.)",1:50   ,2:05   ,HP: R.Farnsworth  1B: L.Allen  2B: P.Keitel,"loras college
",Loras College,Mark Jablonski,NA,Mike Pudlo,Mike Canevello,Niko Andriotis,Patrick Walsh,Alex Rodrigues,Eric DeSousa,Danny Fahlgren,Justin Montalvo,1,9,Ben Cottrell,14,024100011,cf,NA,ss,rf,dh,1b,2b,3b,c,lf,Ben Cottrell," 64, Cloudy",Ben Cottrell
100,"Apr 21, 2013",dbqlut3,1,Noah Mahlik,Andy Danna,Austin Monfross,Spencer Kuehn,Michael Campbell,Jordan Gawronski,Kyle Duggan,Mitch Windle,Vince Parisi,1,1,Josh Eastman,2,000100X,cf,ss,2b/3b,rf,3b,dh,lf,1b,c,Josh Eastman,"dubuque, univ. of","Dubuque, Univ. of",Danny Smith,,7,Y,,"Dubuque, Iowa (UD Baseball Field)",12:00   ,1:30   ,HP: K.Ferris  1B: K.Knutt,"luther college
",Luther College,Eric Pittman,NA,Andy Briggs,Mitch Knippenberg,David Lowe,Matt Larson,Zach Hendrikson,Aldon Severson,Zach Lashbrook,Austen Graham,3,0,Danny Smith,2,0000000,ss,NA,cf,dh,3b,lf,rf/c,1b,c,2b,Danny Smith," 45, Windy",Josh Eastman
125,"Apr 26, 2013",bvucen1,1,Michael Jontz,Sam Stetzel,Robbie Rushing,Adam Ariola,Zach Zylstra,Jordan Judkins,Grant Seuferer,Jace Ahrendsen,Kirby Coppess,4,3,Judson McKown,9,0000201000000,rf,cf,dh,3b,lf,ss,1b,c,2b,Ryan Goetzinger,"central college
",Central College,Judson McKown,,13,Y,,"Pella, Iowa (Kuyper Athl. Complex)",1 p.m.   ,3:00   ,HP: Eric Thornton  1B: JP Richardson,"buena vista university
",Buena Vista Univ.,Weston Foxx,NA,Nick Schlect,Joe Paletta,Brandon Wessels,Jesse Munsterman,Dillon Plath,Ryan Scheetz,Alex Davis,Ryan Duncan,1,4,Jake Bjorkgren,9,1020000000001,2b,NA,cf,1b,c,ss,rf,dh,3b,lf,Jon Ringblom," 65 degrees, wind SSW 20 mph",Jake Bjorkgren
