attendance,date,game_id,game_number,home_batter_1,home_batter_10,home_batter_2,home_batter_3,home_batter_4,home_batter_5,home_batter_6,home_batter_7,home_batter_8,home_batter_9,home_errors,home_final_score,home_finishing_pitcher,home_hits,home_line_score,home_position_1,home_position_10,home_position_2,home_position_3,home_position_4,home_position_5,home_position_6,home_position_7,home_position_8,home_position_9,home_starting_pitcher,home_team,home_team_long,losing_pitcher,notes,number_of_innings,play-by-play,save,site,start,time,umpires,visiting_team,visiting_team_long,visitor_batter_1,visitor_batter_10,visitor_batter_2,visitor_batter_3,visitor_batter_4,visitor_batter_5,visitor_batter_6,visitor_batter_7,visitor_batter_8,visitor_batter_9,visitor_errors,visitor_final_score,visitor_finishing_pitcher,visitor_hits,visitor_line_score,visitor_position_1,visitor_position_10,visitor_position_2,visitor_position_3,visitor_position_4,visitor_position_5,visitor_position_6,visitor_position_7,visitor_position_8,visitor_position_9,visitor_starting_pitcher,winning_pitcher
140,"Mar 15, 2015",bvunwu3,,"Estudillo, J",NA,"Ayars, S","McPike, C","Orozco, M","Babic, Joe","McKain, J","Hegeholz, D","Powers, C","Bool, C",5,3,"Holscher, B",8,100100100,3b,NA,cf,1b,dh,rf,c,lf,ss,2b,"Lott, N","nebraska wesleyan university
",Nebraska Wesleyan,"Lott, N (1-1)",,9.0,Y,,"Lincoln, Neb. (NWU Field)",1:08 pm   ,2:44   ,HP: Chris Simon  1B: Frank McEntaff,"buena vista university
",Buena Vista Univ.,Neil Marshall,NA,Brandon Wessels,Tanner Truesdell,Bryce Wessels,Eric Gurbacki,Devin Wagenman,Thomas Wisecup,Kolby Hilgenberg,Ryan Duncan,1,15,Ian Grigsby,16,220000335,cf,NA,c,dh,ss,1b,lf,2b,rf,3b,Jacob Hadaway,Bjorkgren (2-0)
,"Mar 20, 2015",lutaugs2,,Alex Weber,NA,Jon Opdahl,Mitch Knippenberg,Carlos Pineda,Matt Larson,David Lowe,Aldon Severson,Joe Silversmith,Ryan Vijums,1,7,David Lowe,10,20000212X,cf,NA,2b,c,dh/3b,lf,3b/p,1b,ss,rf,Teddy Klingsporn,"luther college
",Luther College,T,,9.0,Y,,"Tucson, Ariz. (Kino Sports Complex)",  ,  ,,augsburg college,Augsburg College,J.Buescher,NA,B.Brookshaw,G.Kappers,B.Pruszinske,A.Julkowski,A.Welckle,S.Piette,R.Hebig,S.Livermore,4,4,L.Chinn,9,100010020,rf,NA,2b,ss,lf,3b,1b,dh,c,cf,T.Flakne,Klingsporn
68,"Apr 04, 2015",coelut3,1,Alex Weber,NA,Aldon Severson,Joe Silversmith,Carlos Pineda,David Lowe,Zach Hendrikson,Andrew Burgmeier,Mitch Knippenberg,Jon Opdahl,1,3,David Lowe,9,000102X,cf,NA,1b,ss,rf,3b/p,lf,dh,c,2b,Teddy Klingsporn,"luther college
",Luther College,Reuter (1-1),,7.0,Y,Lowe (3),"Decorah, Iowa (LC Baseball Field)",1pm   ,1:45   ,HP: David Furru  1B: Matt Mullock,"coe college
",Coe College,Craig Konrardy,NA,Michael Goerdt,Cole Tomlinson,AJ Reuter,Michael Redmond,Jory Heckenberg,Grant Henning,Alec Zwanziger,Thomas Simon,1,2,AJ Reuter,10,0011000,ss,NA,lf,3b,p,cf,1b,c,2b,rf,AJ Reuter,Adams (2-0)
220,"Apr 17, 2015",bvusim2,2,Neil Marshall,NA,Eric Gurbacki,Tanner Truesdell,Bennett Mann,Bryce Wessels,Brandon Wessels,Ryan Duncan,Noah Paper,Devon Harms,3,5,Kendall Hazel,16,0000003010001,cf,NA,1b,lf,rf,2b,dh/c,3b,ss,c,Justin Lange,"buena vista university
",Buena Vista Univ.,Carlisle (0-1),,13.0,Y,,"Storm Lake, Iowa (BVU/SL BB Field)",5:55pm   ,3:50   ,HP: Brandon Moore  1B: Jeff Kopecky,"simpson college
",Simpson College,Jake Esdohr,NA,Gage Reis,Jonathan Greiner,Bud Smith,Austin Burlin,Taylor Harmon,Zachary Cook,Luke Anctil,,2,4,Nick Carlisle,9,2000100010000,cf,NA,1b,3b,c,rf,2b,ss,lf,,Jake Scieszinski,Hazel (2-2)
,"Mar 12, 2015",simcarr,,Jake Esdohr,NA,Devan Wicks,Gage Reis,Jeremy Roehrick,Bud Smith,Jonathan Greiner,Austin Burlin,Taylor Harmon,Keegin Branin,3,5,Brock Borgeson,17,301000001,cf,NA,lf,1b,dh,c,3b,rf,2b,ss,Zeb Noel,"simpson college
",Simpson College,(1-1),,9.0,Y,Noel (0-1),"Tucson, Ariz.",12:00 pm   ,2:15   ,,"carroll university
",Carroll University,Schovanec,NA,Durni,Grove,Olson,Johnson,Roth,Frey,Sykes,Arden,3,13,J. Oglesby,16,009020002,dh,NA,ss,rf,1b,3b,lf,2b,c,cf,T. Robers,T
110,"Apr 17, 2015",dbqlut2,2,James Workman,NA,Daniel Casanova,Dalton Garst,Austin McWhite,Michael Salazar,Jacob Evans,Ryan Karrick,Matt Hogan,Gaetano Florio,1,6,Reed Stumpf,10,04001010,c,NA,cf,3b,1b,dh,lf/rf,ss,rf,2b,Trent Van Egtern,"dubuque, univ. of","Dubuque, Univ. of",Padilla (1-3),,8.0,Y,,"Dubuque, Iowa (UD Baseball Field)",3:45 pm   ,6:09 pm   ,HP: Ted Timbrook  1B: Jon Clark,"luther college
",Luther College,Matt Larson,NA,Joe Silversmith,Aldon Severson,Andrew Burgmeier,Carlos Pineda,David Lowe,Alex Weber,Mitch Knippenberg,Jon Opdahl,3,8,David Lowe,10,21010202,lf,NA,ss,1b,dh,rf,3b/p,cf,c,2b,Alec Knop,Lowe (1-0)
125,"Mar 10, 2015",bvucarr,,Neil Marshall,NA,Brandon Wessels,Tanner Truesdell,Bryce Wessels,Bennett Mann,Eric Gurbacki,Devin Wagenman,Michael Zellar,Noah Paper,2,6,Lucas Hadaway,13,00022110X,cf,NA,c,dh,ss,rf,1b,lf,3b,2b,Ian Grigsby,"buena vista university
",Buena Vista Univ.,Pronschinske (0-1),,9.0,Y,L,"Tucson, Ariz. (Kino Sports Complex)",11am CT   ,2:10   ,,"carroll university
",Carroll University,Schovanec,NA,Durni,Elenteny,Grove,Olson,Frey,Johnson,Sykes,Schmitt,1,5,Arden,12,112100000,lf,NA,ss,3b,rf,1b,2b,dh,c,cf,Roth,Beatty (1-0)
,"May 02, 2015",dbqsim3,1,Jake Esdohr,NA,Gage Reis,Jonathan Greiner,Luke Anctil,Austin Burlin,Bud Smith,Taylor Harmon,Ethan Kain,,1,7,Matt Pennings,14,000033001,ss,NA,1b,3b,lf,rf,c,2b,cf,,Jake Scieszinski,"simpson college
",Simpson College,Stumpf (1-4),,9.0,Y,,"Indianola, Iowa (McBride Field)",1:03 pm   ,2:19   ,HP: Ronald Acuna  1B: Danny Duskin,"dubuque, univ. of","Dubuque, Univ. of",James Workman,NA,Trace Florek,Dalton Garst,Austin McWhite,Michael Salazar,Jacob Evans,Gaetano Florio,Michael Riordan,Will Doherty,2,6,Reed Stumpf,7,004200000,2b,NA,cf,3b,1b,dh,rf,ss,lf,c,Doug Van Dyke,Pennings (4-5)
125,"Mar 19, 2015",lutha,,Picht,NA,Olstad,Sammon,Moro,Cordell,Tormey,Setrum,Summers,Berumen,2,9,Torgerson,8,20030040X,1b,NA,rf,2b,cf,lf,ss,dh,3b,c,Kukurich,"hamline university
",Hamline University,Peterson,,9.0,Y,,"Tucson, Ariz. (Kino Sports Complex)",1:25 pm   ,2:25   ,,"luther college
",Luther College,Alex Weber,NA,Jon Opdahl,Mitch Knippenberg,Aldon Severson,David Lowe,Andrew Burgmeier,Joe Silversmith,Matt Larson,Cody Reimer,4,2,Andrew Withers,7,100001000,cf,NA,2b,c,1b,3b,dh,ss,lf,rf,Blake Peterson,Kukurich
103,"Apr 27, 2015",bvulor4,2,Cole Reeg,NA,Anthony Flattery,Patrick Walsh,Spence Bonner,Tony Heiser,Adam Kennedy,Luke Leibforth,Lucas Jacque,Nolan Ritter,3,1,Dan Millius,5,0010000,cf,NA,dh,3b,1b,rf,lf,2b,c,ss,Nick Spiess,"loras college
",Loras College, (4-1),,7.0,Y,Spiess (0-2),"Dubuque, Iowa (Petrakis Park)",5:49   ,1:50   ,HP: Samuel King  1B: David Field,"buena vista university
",Buena Vista Univ.,Neil Marshall,NA,Eric Gurbacki,Bennett Mann,Kolby Hilgenberg,Tanner Truesdell,Bryce Wessels,Thomas Wisecup,Noah Paper,Devon Harms,3,7,Jake Lewis,10,1021012,cf,NA,1b,rf,lf,dh,2b,3b,ss,c,Jacob Hadaway,J
200,"May 02, 2015",cenlor3,1,Kirby Coppess,NA,Zach Zylstra,Adam Lindell,Zach Brown,Seth Griffiths,Mason Ellis,Noah Stochl,Tyler Frideres,Jacob Hirst,2,1,Dylan Diveney,4,0000000001,ss,NA,lf,dh,3b/1b,rf,1b,2b,c,cf,Dylan Diveney,"central college
",Central College,Steines (2-4),,10.0,Y,,"Pella, Iowa (Kuyper Athl. Complex)",10 a.m.   ,1:58   ,HP: Dean Kirkpatrick  1B: Richie Chievou,"loras college
",Loras College,Cole Reeg,NA,Tony Heiser,Patrick Walsh,Spence Bonner,Adam Kennedy,Luke Leibforth,Nate Even,Danny Fahlgren,Nolan Ritter,1,0,Alex Steines,1,0000000000,dh,NA,rf,3b,1b,lf,2b,cf,c,ss,Alex Steines,Diveney (5-3)
115,"Mar 12, 2015",simmino,,"Williamson,K",NA,"Rolff, B.","Hammerl, N.","Young, J.","Schulz, J.","Vogelsang, P","Ailes, K.","Holmen, M.","Fornshell, C",3,8,"Young, J",12,100204001,cf,NA,3b,ss,dh/p,rf,c,lf,1b,2b,"Thompson, Z",minot state univ.,Minot State Univ.,"Thompson, Z",,9.0,Y,,"Tucson, Ariz. (Kino Sports Complex)",8:30 am   ,2:47   ,,"simpson college
",Simpson College,Jake Esdohr,NA,Devan Wicks,Gage Reis,Jeremy Roehrick,Bud Smith,Jonathan Greiner,Austin Burlin,Taylor Harmon,Keegin Branin,3,13,Brock Borgeson,18,320021410,cf,NA,lf,1b,dh,c,3b,rf,2b,ss,Jake Scieszinski,Scieszinski (2-0)
264,"Mar 28, 2015",coelor4,2,Craig Konrardy,NA,Michael Goerdt,Cole Tomlinson,AJ Reuter,Michael Redmond,Grant Henning,Jory Heckenberg,Alec Zwanziger,,2,9,Thomas Schaedel,12,10033200X,ss,NA,lf,rf,1b,cf,c,3b,2b,,Jack Hoffmann,"coe college
",Coe College,Spiess (0-1),,9.0,Y,,"Cedar Rapids, Iowa (Daniels Park)",2:55 pm   ,2:30   ,HP: Jeff Frese  1B: Eric Olson,"loras college
",Loras College,Cole Reeg,NA,Anthony Flattery,Patrick Walsh,Spence Bonner,Tony Heiser,Adam Kennedy,Luke Leibforth,Danny Fahlgren,Nolan Ritter,3,5,Kody Massner,7,012000200,cf,NA,dh,3b/p,1b,rf,lf,2b,c,ss,Nick Spiess,Kragenbrink (2-2)
100,"Mar 03, 2015",warsjf,,Woolhiser,NA,Roman,Wiktorski,Barley,Kelsey,Engels,Carnevale,Konstantinov,Simmons,5,3,Smith,8,000100101,lf/cf,NA,2b,ss,rf,1b,dh,3b/2b,c,cf,Amann,st. john fisher,St. John Fisher,Amann,,9.0,Y,,"Winter Haven, Fla. (Chain of Lakes)",  ,2:00   ,,"wartburg college
",Wartburg College,Tyler Willis,NA,Jacob Thumann,Ryan Kemp,DJ Utley,Milton Croes,Blake Wilson,Zach Hovick,Chaz Boots,Tyler Mougin,2,14,Nick Arnold,12,010650011,2b,NA,lf,cf,1b,dh,c,3b,rf,ss,Shane Chafa,Chafa
75,"Mar 08, 2015",bvucor1,1,Joe Gerace,NA,John Tesenky,Beriah Quick,Wyatt Kurzejeski,TJ Rausch,Max Freilinger,Chuck Rocker,Tony Medina,Nate Streb,0,3,Andy Dodson,10,0000201,lf,NA,rf,ss,dh,3b,1b,cf,c,2b,Kyle Stennes,"cornell college
",Cornell College,Stennes (0-1),,7.0,Y,,"Tucson, Ariz. (Kino Complex #5)",4:00 pm   ,6:10 pm   ,,"buena vista university
",Buena Vista Univ.,Neil Marshall,NA,Brandon Wessels,Tanner Truesdell,Bryce Wessels,Bennett Mann,Eric Gurbacki,Devin Wagenman,Ryan Duncan,Ben Giebler,1,11,Dalton Mason,18,0233300,cf,NA,c,dh,ss,rf,1b,lf,3b,2b,Kendall Hazel,Hazel (1-0)
173,"Mar 31, 2015",censim2,2,Jake Esdohr,NA,Jake Scieszinski,Gage Reis,Austin Burlin,Jeremy Roehrick,Devan Wicks,Bud Smith,Keegin Branin,Luke Anctil,3,1,Zeb Noel,5,000010000,cf,NA,2b,1b,rf,3b,dh,c,ss,lf,Zeb Noel,"simpson college
",Simpson College,Noel (0-4),,9.0,Y,Wolken (2),"Indianola, Iowa (McBride Field)",5:30 pm   ,2:15   ,HP: Jeff Osborne  1B: Patrick McIlhon,"central college
",Central College,Spencer Gritsch,NA,Zach Zylstra,Kirby Coppess,Adam Lindell,Zach Brown,Michael Reuter,Dakotah Wolken,Mason Ellis,Jacob Hirst,2,2,Dakotah Wolken,8,101000000,2b,NA,lf,ss,dh,3b/p,c,rf/p,1b,cf,Alex Dornacker,Dornacker (1-2)
232,"Mar 20, 2015",coewar1,1,Craig Konrardy,NA,Michael Goerdt,Cole Tomlinson,Jory Heckenberg,Michael Redmond,AJ Reuter,Grant Henning,Alec Zwanziger,Andrew Brierton,2,2,Connor Alberhasky,8,1010000,ss,NA,lf,rf,1b,cf,dh,c,2b,3b,Connor Alberhasky,"coe college
",Coe College,Alberhasky (1-1),,7.0,Y,,"Cedar Rapids, Iowa (Daniels Park)",1:07 pm   ,1:42   ,HP: Bret Miell  1B: Ryan Farnsworth,"wartburg college
",Wartburg College,Blake Mahoney,NA,Tyler Willis,Ryan Kemp,DJ Utley,Jacob Thumann,Blake Wilson,Tyler Mougin,Jackson Litterer,Robbie Anstoetter,0,5,Parker Bolt,6,0211001,dh,NA,2b,cf,1b,rf,c,ss,3b,lf,Parker Bolt,Bolt (2-1)
68,"Apr 04, 2015",coelut4,2,Alex Weber,NA,Joe Silversmith,Andrew Burgmeier,Carlos Pineda,Aldon Severson,David Lowe,Zach Hendrikson,Mitch Knippenberg,Jon Opdahl,0,8,Eli Patrikus,11,004000301,cf,NA,ss,dh,rf,1b,3b,lf,c,2b,Alec Knop,"luther college
",Luther College,,,9.0,Y,Knop (1-4),"Decorah, Iowa (LC Baseball Field)",3:15 pm   ,3:00   ,HP: Matt Mullock  1B: David Furru,"coe college
",Coe College,Craig Konrardy,NA,Michael Goerdt,AJ Reuter,Grant Henning,Michael Redmond,Jack Hoffmann,Jory Heckenberg,Alec Zwanziger,Cole Tomlinson,3,13,Michael Greene,18,420102040,ss,NA,lf,1b,dh,cf,rf,3b,2b,c,Ben Jacobson,"Jacobson, B"
75,"Mar 07, 2015",lorbe,,Gulve,NA,Peil,Lawrence,Martinez,Sallee,Corral,Parrott,Habecker,Meade,1,5,Lopez,13,003000200,cf,NA,lf,1b,dh,3b,c,rf,2b,ss,Kaveney,beloit college,Beloit College,Kaveney,,9.0,Y,Schreck,"Auburndale, Fla. (Lake Myrtle Park)",4:34 pm   ,2:42   ,,"loras college
",Loras College,Cole Reeg,NA,Anthony Flattery,Patrick Walsh,Spence Bonner,Adam Kennedy,Tony Heiser,Luke Leibforth,Lucas Jacque,Nolan Ritter,1,7,Connor Schreck,12,000007000,cf,NA,3b,dh,1b,lf,rf,2b,c,ss,Adam Schwoebel,Schwoebel
65,"Apr 27, 2015",cenlut3,1,Alex Weber,NA,Jon Opdahl,Aldon Severson,Andrew Burgmeier,David Lowe,Joe Silversmith,Mitch Knippenberg,Zach Hendrikson,Cody Reimer,6,1,Mason Whitham,5,0000100,cf,NA,2b,dh,1b,3b,ss,c,lf,rf,Blake Peterson,"luther college
",Luther College,Peterson (4-3),,7.0,Y,,"Decorah, Iowa (LC Baseball Field)",1:00 pm   ,2:05   ,HP: Russ Lundquist  1B: Richard Smith,"central college
",Central College,Kirby Coppess,NA,Zach Zylstra,Adam Lindell,Zach Brown,Seth Griffiths,Dakotah Wolken,Mason Ellis,Noah Stochl,Tyler Frideres,1,11,Dylan Diveney,13,1001225,ss,NA,lf,dh,3b,rf,cf,1b,2b,c,Dylan Diveney,Diveney (4-3)
300,"May 02, 2015",bvulut4,2,Neil Marshall,NA,Kolby Hilgenberg,Eric Gurbacki,Tanner Truesdell,Bennett Mann,Bryce Wessels,Thomas Wisecup,Brandon Wessels,Noah Paper,0,14,Cam Beatty,15,301433X,cf,NA,dh,1b,lf,rf,2b,3b,c,ss,Jacob Hadaway,"buena vista university
",Buena Vista Univ., (5-2),,7.0,Y,Beckman (4-3),"Storm Lake, Iowa (BVU/SL BB Field)",2:15pm   ,1:45   ,HP: Sean Johnston  1B: Troy Solsaa,"luther college
",Luther College,Matt Larson,NA,Joe Silversmith,Aldon Severson,Andrew Burgmeier,Alex Weber,David Lowe,Jon Opdahl,Zach Hendrikson,Cody Reimer,1,3,Mitch Adams,5,3000000,lf,NA,ss,dh,1b,cf,3b,2b,c,rf,Nate Beckman,J
315,"Apr 03, 2015",bvuwar1,1,Neil Marshall,NA,Brandon Wessels,Tanner Truesdell,Bryce Wessels,Bennett Mann,Eric Gurbacki,Michael Zellar,Thomas Wisecup,Ryan Duncan,2,3,Dalton Mason,11,0000012,cf,NA,c,lf,ss,rf,1b,dh,2b,3b,Justin Lange,#14 buena vista univ.,#14 Buena Vista Univ.,Lange,,7.0,Y,,"Storm Lake, Iowa (BVU/Storm Lake Field)",3:30pm   ,1:50   ,HP: Matt Badeaux  1B: Patrick McIlhon,#10 wartburg college,#10 Wartburg College,Jackson Litterer,NA,Tyler Willis,Ryan Kemp,DJ Utley,Jacob Thumann,Blake Wilson,Milton Croes,Tyler Mougin,Robbie Anstoetter,1,8,Parker Bolt,13,0600020,3b,NA,2b,cf,1b,rf,c,dh,ss,lf,Parker Bolt,Bolt
163,"Mar 28, 2015",lutsim4,2,Jake Esdohr,NA,Jake Scieszinski,Gage Reis,Austin Burlin,Jonathan Greiner,Bud Smith,Nick Anderson,Keegin Branin,Ethan Kain,4,6,Brock Borgeson,7,000000141,lf,NA,2b,1b,rf,3b,c/p,dh,ss,cf/p,Jalen Sickels,"simpson college
",Simpson College,Sickels (0-2),,9.0,Y,,"Indianola, Iowa (McBride Field)",3:50 pm   ,2:32   ,HP: Danny Duskin  1B: Mike Kelly,"luther college
",Luther College,Alex Weber,NA,Joe Silversmith,Mitch Knippenberg,David Lowe,Matt Larson,Carlos Pineda,Aldon Severson,Zach Hendrikson,Jon Opdahl,1,12,Andrew Withers,13,053010120,cf,NA,ss,dh,3b,rf,lf,1b,c,2b,Nate Beckman,Beckman (1-1)
439,"May 07, 2015",iiacgm3,,Craig Konrardy,NA,Michael Goerdt,AJ Reuter,Jack Hoffmann,Jory Heckenberg,Grant Henning,Michael Redmond,Cole Tomlinson,Alec Zwanziger,2,7,Connor Alberhasky,9,10400200X,ss,NA,lf,1b,dh,3b,c,cf,rf,2b,Connor Alberhasky,"coe college
",Coe College,Diveney (5-4),,9.0,Y,,"Cedar Rapids, Iowa (Veterans Mem. Stad.)",6:20 pm   ,1:52   ,HP: Brett Miell  1B: Kevin Ferris  3B: Paul Keitel,"central college
",Central College,Kirby Coppess,NA,Zach Zylstra,Adam Lindell,Michael Reuter,Seth Griffiths,Mason Ellis,Spencer Gritsch,Zach Brown,Jacob Hirst,2,2,Mark Schroeder,5,000000020,ss,NA,lf,dh,c,rf,1b,2b,3b,cf,Dylan Diveney,Alberhasky (4-4)
350,"May 13, 2015",warncaa1,,Jackson Litterer,NA,Tyler Willis,Ryan Kemp,DJ Utley,Jacob Thumann,Blake Wilson,Milton Croes,Mike Brown,Tyler Mougin,1,3,Michael Knouse,9,001000002,lf,NA,2b,cf,1b,rf,c,dh,3b,ss,Taylor Gilson,#13 wartburg college,#13 Wartburg College,Gilson (7-2),,9.0,Y,Nunez (6),"Waterloo, Iowa (Riverfront Stadium)",7 p.m.   ,2:13 hr   ,HP: Jon Fye  1B: David Fields  2B: Kirk Hacker  3B: Michael McGloon,anderson (ind.),Anderson (Ind.),Austin Young,NA,Jeremy Shelmadine,Cole Heberling,Zack Hufferd,Jake Craft,Jordan Ball,Andrew Eiler,Jonathan Eilbracht,Devon Traylor,0,4,Nicholas Nunez,13,001021000,2b,NA,rf,c,1b,cf,dh,3b,ss,lf,Jake Eaton,Eaton (6-1)
,"Mar 09, 2015",cengvle2,2,Hardin,NA,Osborne,Montgomery,Storment,Olmsted,Brown,Ralls,Berning,Getz,1,3,Reedy,7,000000102,cf,NA,lf,dh,1b,rf,3b,c,2b,ss,Strohm,greenville college,Greenville College,Strohm (0-1),,9.0,Y,,"Sauget, Ill. (GCS Ballpark)",3:55 pm   ,2:15   ,,"central college
",Central College,Dakotah Wolken,Andy Carr,Zach Zylstra,Kirby Coppess,Adam Lindell,Zach Brown,Spencer Gritsch,Ryan Garrett,Mason Ellis,Michael Reuter,2,10,Matt Schissel,16,000002080,cf/p,p/rf,lf,ss,rf,3b,2b,dh,1b,c,Andy Carr,Carr (1-0)
67,"Mar 31, 2015",dbqlor2,2,Cole Reeg,NA,Anthony Flattery,Spence Bonner,Tony Heiser,Adam Kennedy,Luke Leibforth,Lucas Jacque,Nolan Ritter,,3,3,Connor Schreck,10,30000000X,cf,NA,3b,1b,rf,lf,2b,c,ss,,Patrick Walsh,"loras college
",Loras College,Garst (3-1),,9.0,Y,Schreck (2),"Dubuque, Iowa (Petrakis Park)",5:15 PM   ,2:15   ,HP: Theodore Timbrook  1B: Jeff Thund,"dubuque, univ. of","Dubuque, Univ. of",Daniel Casanova,NA,Will Fogel,Austin McWhite,Michael Salazar,Trace Florek,Ryan Karrick,Will Doherty,Tyler Lewan,,0,2,Doug Van Dyke,7,000002000,cf,NA,2b,1b,lf,rf,ss,c,3b,,Dalton Garst,Walsh (3-1)
215,"Apr 18, 2015",lorwar3,1,Cole Reeg,NA,Anthony Flattery,Patrick Walsh,Spence Bonner,Tony Heiser,Adam Kennedy,Luke Leibforth,Danny Fahlgren,Nolan Ritter,1,3,Robert Hovey,10,00100020,cf,NA,dh,3b/ss,1b,rf,lf,2b,c,ss,Alex Steines,"loras college
",Loras College,Steines (1-3),,8.0,Y,,"Dubuque, Iowa (Petrakis Park)",1:00 PM   ,2:05   ,HP: Paul Keitel  1B: Joe Saldiva,#13 wartburg college,#13 Wartburg College,Jackson Litterer,NA,Tyler Willis,Ryan Kemp,DJ Utley,Jacob Thumann,Blake Wilson,Milton Croes,Tyler Mougin,Matt Kruger,3,10,Chris Tomkins,11,01002007,3b,NA,2b,cf,1b,rf,c,dh,ss,lf,Max Langheinrich,Tomkins (2-1)
350,"May 17, 2015",coencaa4,,Craig Konrardy,NA,Michael Goerdt,AJ Reuter,Jack Hoffmann,Jory Heckenberg,Grant Henning,Michael Redmond,Cole Tomlinson,Alec Zwanziger,1,4,Tony Becker,8,000200020,ss,NA,lf,1b,dh/p,3b,c,cf,rf/2b,2b,Connor Alberhasky,"coe college
",Coe College,Becker (2-1),"NCAA III Midwest Regional Championship...Teams will play a second titlegame...UW-L scores four runs in 7th with two outs...Coe ties game w/ tworuns in 8th; Reuter scores tying run on error...Morgan (UW-L) go-aheadsingle in 9th...Umpires (Shane Ravalette RF, Jeff Gould LF).",9.0,Y,,"La Crosse, Wis. (Copeland Park)",12:00 pm   ,2:40   ,HP: Erik Turngren  1B: Shane Cannon  2B: Chris Viverito  3B: Adam Berg,#20 wis.-la crosse,#20 Wis.-La Crosse,Cordova,NA,Kohlwey,Anderson,Morgan,Barsness,Adler,Buxton-Vers.,Zyhowski,Vatch,2,5,Sadowske,12,000000401,ss,NA,rf,dh,c,cf,1b,2b,lf,3b,Miller,Sadowske (4-0)
238,"Mar 31, 2015",bvucoe2,2,Craig Konrardy,NA,Michael Goerdt,Cole Tomlinson,Michael Redmond,Jory Heckenberg,Alec Zwanziger,Grant Henning,Andrew Brierton,,0,6,Tyler Smith,10,000600000,ss,NA,lf,rf,cf,1b/3b,2b,c,3b,,AJ Reuter,"coe college
",Coe College,"Greene, M",,9.0,Y,,"Cedar Rapids, Iowa (Daniels Park)",3:05 pm   ,2:20   ,HP: Josh Mara  1B: Joe Saldiva,#17 buena vista univ.,#17 Buena Vista Univ.,Neil Marshall,NA,Brandon Wessels,Tanner Truesdell,Bryce Wessels,Bennett Mann,Eric Gurbacki,Thomas Wisecup,Ryan Duncan,Devon Harms,2,8,Lucas Hadaway,12,011003300,cf,NA,lf/c,dh,ss,rf,1b,2b/3b,3b,c,Jake Lewis,Grigsby (1-0)
200,"Mar 31, 2015",lutwar1,1,Jackson Litterer,NA,Tyler Willis,Ryan Kemp,DJ Utley,Milton Croes,Blake Wilson,Jacob Thumann,Tyler Mougin,Chaz Boots,0,5,Gavin Nadermann,9,002201X,3b,NA,2b,cf,1b,dh,c,rf,ss,lf,Taylor Gilson,#10 wartburg college,#10 Wartburg College,Knop (1-3),,7.0,Y,,"Waverly, Iowa (Hertel Field)",3:30 p.m   ,1:45 hr   ,HP: Ryan Eklund  1B: Eric Olson,"luther college
",Luther College,Joe Silversmith,NA,Alex Weber,Mitch Knippenberg,David Lowe,Matt Larson,Aldon Severson,Zach Hendrikson,Jon Opdahl,Ryan Vijums,1,0,Mitch Adams,8,0000000,ss,NA,cf,c,3b,lf,1b,dh,2b,rf,Alec Knop,Gilson (4-0)
127,"Apr 17, 2015",lorwar2,2,Cole Reeg,NA,Tony Heiser,Ryan Koester,Spence Bonner,Anthony Flattery,Adam Kennedy,Luke Leibforth,Danny Fahlgren,Nolan Ritter,4,6,Robert Hovey,10,002101200,cf,NA,rf,3b,1b,dh,lf,2b,c,ss,Will Petrosky,"loras college
",Loras College,Petrosky (1-4),,9.0,Y,,"Dubuque, Iowa (Petrakis Park)",5:45 PM   ,2:20   ,HP: Larry Allen  1B: Rodney Rigg,#13 wartburg college,#13 Wartburg College,Jackson Litterer,NA,Tyler Willis,Ryan Kemp,DJ Utley,Jacob Thumann,Blake Wilson,Milton Croes,Tyler Mougin,Robbie Anstoetter,4,10,Chris Tomkins,8,000226000,3b,NA,2b,cf,1b,rf,c,dh,ss,lf,Parker Bolt,Bolt (4-3)
378,"May 17, 2015",coencaa5,,Craig Konrardy,NA,Michael Goerdt,Jack Hoffmann,Jory Heckenberg,Grant Henning,Michael Redmond,Cole Tomlinson,Alec Zwanziger,,2,4,Jeremy Santiago,10,000400000,ss,NA,lf,rf,1b,c,cf,3b/2b,2b,,AJ Reuter,"coe college
",Coe College,Kragenbrink (3-3),"NCAA III Midwest Regional Championship...UW-L earns 1st World Series bid inschool history... Seven-run sixth inning after rain delay breaks 4-4 tie...Taylor Kohlwey (UW-L) named Regional Most Outstanding Player...UW-L facesSalisbury 7:45 Friday... Umpires (Adam Berg LF, Christopher Viverito RF).",9.0,Y,,"La Crosse, Wis. (Copeland Park)",3:31 pm   ,2:55   ,HP: Kyle Klink  1B: Jeff Gould  2B: Shane Cannon  3B: Ken Lehn,#20 wis.-la crosse,#20 Wis.-La Crosse,Cordova,NA,Kohlwey,Anderson,Morgan,Barsness,Adler,Buxton-Vers.,Zyhowski,Vatch,1,15,Stern,18,101027211,ss,NA,rf,dh,c,cf,1b,2b,lf,3b,Boushley,Boushley (5-1)
