attendance,date,game_id,game_number,home_batter_1,home_batter_10,home_batter_2,home_batter_3,home_batter_4,home_batter_5,home_batter_6,home_batter_7,home_batter_8,home_batter_9,home_errors,home_final_score,home_finishing_pitcher,home_hits,home_line_score,home_position_1,home_position_10,home_position_2,home_position_3,home_position_4,home_position_5,home_position_6,home_position_7,home_position_8,home_position_9,home_starting_pitcher,home_team,home_team_long,losing_pitcher,notes,number_of_innings,play-by-play,save,site,start,time,umpires,visiting_team,visiting_team_long,visitor_batter_1,visitor_batter_10,visitor_batter_2,visitor_batter_3,visitor_batter_4,visitor_batter_5,visitor_batter_6,visitor_batter_7,visitor_batter_8,visitor_batter_9,visitor_errors,visitor_final_score,visitor_finishing_pitcher,visitor_hits,visitor_line_score,visitor_position_1,visitor_position_10,visitor_position_2,visitor_position_3,visitor_position_4,visitor_position_5,visitor_position_6,visitor_position_7,visitor_position_8,visitor_position_9,visitor_starting_pitcher,winning_pitcher
78,"Mar 31, 2015",dbqlor1,1,Cole Reeg,NA,Anthony Flattery,Patrick Walsh,Spence Bonner,Tony Heiser,Adam Kennedy,Luke Leibforth,Lucas Jacque,Nolan Ritter,1,3,Adam Schwoebel,7,010011X,cf,NA,dh,3b,1b,rf,lf,2b,c,ss,Adam Schwoebel,"loras college
",Loras College,Eastman (1-3),,7.0,Y,,"Dubuque, Iowa (Petrakis Park)",3:30 PM   ,1:10   ,HP: Jeff Thunder  1B: Theodore Timbrook,"dubuque, univ. of","Dubuque, Univ. of",Trace Florek,NA,Will Fogel,Daniel Casanova,Dalton Garst,Austin McWhite,Ryan Karrick,Will Doherty,Austin Monfross,Gaetano Florio,3,0,Josh Eastman,3,0000000,lf,NA,2b,cf,dh,1b,ss,c,rf,3b,Josh Eastman,Schwoebel (5-0)
225,"Mar 31, 2015",bvucoe1,1,Craig Konrardy,NA,Michael Goerdt,Cole Tomlinson,AJ Reuter,Michael Redmond,Jack Hoffmann,Grant Henning,Jory Heckenberg,Alec Zwanziger,2,4,Tony Becker,7,200020X,ss,NA,lf,rf,1b,cf,dh,c,3b,2b,Ben Jacobson,"coe college
",Coe College,,,7.0,Y,Valentine (0-1),"Cedar Rapids, Iowa (Daniels Park)",1:00 pm   ,1:33   ,HP: Joe Saldivar  1B: Josh Mara,#17 buena vista univ.,#17 Buena Vista Univ.,Neil Marshall,NA,Brandon Wessels,Tanner Truesdell,Bryce Wessels,Bennett Mann,Eric Gurbacki,Kendall Candor,Thomas Wisecup,Noah Paper,1,0,Wes Onken,3,0000000,cf,NA,c,lf,ss,rf,1b,dh,3b,2b,Tyson Valentine,"Jacobson, B"
45,"Apr 21, 2015",lutwar3,1,Matt Larson,NA,Joe Silversmith,Aldon Severson,Andrew Burgmeier,Zach Hendrikson,Alex Weber,David Lowe,Mitch Knippenberg,Jon Opdahl,3,2,David Lowe,5,00020000,lf,NA,ss,1b,dh,rf,cf,3b/p,c,2b,Cody Reimer,"luther college
",Luther College,Lowe (1-1),,8.0,Y,,"Decorah, Iowa (LC Baseball Diamond)",1:00 pm   ,2:00   ,HP: Russ Lundquist  1B: Eric Olson,#10 wartburg college,#10 Wartburg College,Jackson Litterer,NA,Tyler Willis,Ryan Kemp,DJ Utley,Jacob Thumann,Blake Wilson,Milton Croes,Tyler Mougin,Robbie Anstoetter,2,3,Taylor Gilson,4,01010001,3b,NA,2b,cf,1b,rf,c,dh,ss,lf,Taylor Gilson,Gilson (6-1)
200,"Apr 11, 2015",bvucen3,1,Dakotah Wolken,NA,Zach Zylstra,Kirby Coppess,Adam Lindell,Zach Brown,Spencer Gritsch,Mason Ellis,Tyler Frideres,Jacob Hirst,2,1,Matt Schissel,2,0000001,rf/cf,NA,lf,ss,dh,3b,2b,1b,c,cf,Matt Schissel,"central college
",Central College,Schissel (2-2),,7.0,Y,,"Pella, Iowa (Kuyper Athl. Complex)",1 p.m.   ,1:36   ,HP: Ryan Farnsworth  1B: Brett Miell,#18 buena vista univ.,#18 Buena Vista Univ.,Neil Marshall,NA,Eric Gurbacki,Tanner Truesdell,Bennett Mann,Bryce Wessels,Brandon Wessels,Thomas Wisecup,Ryan Duncan,Noah Paper,0,6,Jake Bjorkgren,10,0000420,cf,NA,1b,lf,rf,2b,c,3b,dh,ss,Jake Bjorkgren,Bjorkgren (4-0)
100,"Mar 02, 2015",warcuc,,Blake Mahoney,NA,Jackson Litterer,Ryan Kemp,DJ Utley,Milton Croes,Blake Wilson,Mike Brown,Matt Kruger,Tyler Mougin,3,10,Gavin Nadermann,16,40000042X,2b,NA,lf,cf,1b,dh,c,3b,rf/cf,ss,Michael Knouse,"wartburg college
",Wartburg College,Musielak (0-1),,9.0,Y,Nadermann (1),"WInter Haven, Fla. (Chain of Lakes)",12:00p   ,2:15   ,HP: John Johnston  1B: Bill Lopina,"concordia university chicago
",Concordia Chicago,Steve Zubrzycki,NA,Joe Silva,Carlos Olavarria,Thomas Gier,Brent Spohr,Mitch Wilson,Colin Bethran,Rich Santarelli,Will Randerson,1,7,Brian Musielak,5,202300000,ss,NA,rf,lf,1b,dh,3b,cf,2b,c,Alex Meyers,Gilson (1-0)
250,"Apr 11, 2015",dbqwar4,2,Jackson Litterer,NA,Tyler Willis,Ryan Kemp,DJ Utley,Jacob Thumann,Blake Wilson,Milton Croes,Tyler Mougin,Matt Kruger,3,10,Gavin Nadermann,15,03010211002,3b,NA,2b,cf,1b,rf,c,dh,ss,lf,Shane Chafa,#11 wartburg college,#11 Wartburg College,Stumpf (1-2),,11.0,Y,,"Waverly, Iowa (Hertel Field)",3:02 pm   ,2:41 hr   ,HP: Nick Willenborg  1B: Jeff F,"dubuque, univ. of","Dubuque, Univ. of",James Workman,NA,Daniel Casanova,Dalton Garst,Michael Salazar,Matt Hogan,Trace Florek,John Henderson,Gaetano Florio,Ryan Karrick,0,8,Reed Stumpf,16,12210002000,c,NA,cf,1b,dh,rf,lf,2b,3b,ss,Doug Van Dyke,Nadermann (2-1)
105,"Apr 17, 2015",dbqlut1,1,Trace Florek,NA,Daniel Casanova,Dalton Garst,Austin McWhite,Michael Salazar,Matt Hogan,Ryan Karrick,Gaetano Florio,Will Doherty,2,1,Josh Eastman,6,0000010000,lf,NA,cf,3b,1b,dh,rf,ss,2b,c,Josh Eastman,"dubuque, univ. of","Dubuque, Univ. of",Eastman (2-5),,10.0,Y,Lowe (4),"Dubuque, Iowa (UD Baseball Field)",1:00 pm   ,3:15 pm   ,HP: Jon Clark  1B: Ted Timbrook,"luther college
",Luther College,Matt Larson,NA,Joe Silversmith,Aldon Severson,Andrew Burgmeier,Carlos Pineda,David Lowe,Alex Weber,Mitch Knippenberg,Jon Opdahl,0,3,David Lowe,6,0000100002,lf,NA,ss,1b,dh,rf,3b/p,cf,c,2b,Teddy Klingsporn,Klingsporn (5-0)
349,"Mar 28, 2015",bvudbq4,2,Trace Florek,NA,Will Fogel,Daniel Casanova,Dalton Garst,Austin McWhite,Austin Monfross,Ryan Karrick,Will Doherty,Gaetano Florio,1,1,Trent Van Egtern,6,001000000,lf,NA,2b,cf,dh,1b,rf,ss,c,3b,Jacob Padilla,"dubuque, univ. of","Dubuque, Univ. of", (2-0),,9.0,Y,Padilla (1-2),"Dubuque, Iowa (UD Baseball Field)",3:30 pm   ,5:32 pm   ,HP: Rory Holland  1B: Brett Miell,"buena vista university
",Buena Vista Univ.,Neil Marshall,NA,Brandon Wessels,Tanner Truesdell,Bryce Wessels,Bennett Mann,Eric Gurbacki,Thomas Wisecup,Devon Harms,Michael Zellar,0,4,Lucas Hadaway,10,200001100,cf,NA,rf,lf,ss,dh,1b,2b,c,3b,Jacob Hadaway,J
47,"Mar 06, 2015",lormsoe,,Cole Reeg,NA,Anthony Flattery,Spence Bonner,Tony Heiser,Adam Kennedy,Luke Leibforth,Danny Fahlgren,Nolan Ritter,,4,12,Nick Spiess,15,12010305X,cf,NA,3b,1b,rf,lf,2b,c,ss,,Patrick Walsh,"loras college
",Loras College,Doyle (0-1),,9.0,Y,,"Winter Haven, Fla. (Chain of Lakes Park)",2:30 PM   ,2:45   ,,milw. school of eng.,Milw. School of Eng.,Tyler Doyle,NA,Trevor Symbal,Jimmy Carrington,Brandon McCumber,Ryan Newman,Jake Roberts,Casey Magyar,Eric Kremers,Josh Peltier,1,7,John Dzurka,8,000210103,cf/p,NA,lf,3b/p,dh,2b/cf,1b,ss,c,rf,Ryan Miller,Walsh (1-0)
200,"Apr 04, 2015",cendbq3,1,Dakotah Wolken,NA,Zach Zylstra,Kirby Coppess,Zach Brown,Adam Lindell,Michael Reuter,Spencer Gritsch,Mason Ellis,Seth Griffiths,2,4,Matt Schissel,17,0000020010001,cf,NA,lf,ss,3b,rf,c,2b,1b,dh,Andy Carr,"central college
",Central College,Eastman (1-4),,13.0,Y,,"Pella, Iowa (Kuyper Athl. Complex)",1 p.m.   ,3:10   ,HP: Ron Acuna  1B: Mike Kelly,"dubuque, univ. of","Dubuque, Univ. of",Daniel Casanova,NA,Trace Florek,Dalton Garst,Austin McWhite,Michael Salazar,Matt Hogan,Ryan Karrick,Gaetano Florio,Will Doherty,2,3,Josh Eastman,10,0000200010000,cf,NA,lf,3b,1b,dh,rf,ss,2b,c,Tyler Trifiletti,Schissel (2-1)
274,"Apr 27, 2015",coedbq4,2,James Workman,NA,Daniel Casanova,Dalton Garst,Austin McWhite,Michael Salazar,Jacob Evans,Ryan Karrick,Matt Hogan,Gaetano Florio,3,3,Chris Fields,5,000010002,c,NA,cf,3b,1b,lf,rf,ss,dh,2b/ss,Reed Stumpf,"dubuque, univ. of","Dubuque, Univ. of",,,9.0,Y,Stumpf (1-3),"Dubuque, Iowa (UD Baseball Field)",3:15 pm   ,2:11   ,HP: Trent Haldiman  1B: Tim Haldiman,"coe college
",Coe College,Craig Konrardy,NA,Michael Goerdt,AJ Reuter,Jack Hoffmann,Michael Redmond,Jory Heckenberg,Grant Henning,Andrew Brierton,Cole Tomlinson,2,10,Ben Jacobson,14,000210700,ss,NA,lf,1b,rf,cf,3b,c,dh,2b,Ben Jacobson,"Jacobson, B"
56,"Apr 10, 2015",lorlut2,2,Joe Silversmith,NA,Aldon Severson,Andrew Burgmeier,Carlos Pineda,David Lowe,Alex Weber,Zach Hendrikson,Mitch Knippenberg,Jon Opdahl,2,0,Eli Patrikus,6,000000000,ss,NA,1b,dh,rf,3b,cf,lf/rf,c,2b,Blake Peterson,"luther college
",Luther College,Peterson (3-2),,9.0,Y,,"Decorah, Iowa (Luther College)",3:05 pm   ,2:15   ,HP: Dave Fields  1B: Larry Allen,"loras college
",Loras College,Cole Reeg,NA,Anthony Flattery,Patrick Walsh,Spence Bonner,Tony Heiser,Adam Kennedy,Luke Leibforth,Danny Fahlgren,Nolan Ritter,1,7,Kody Massner,8,002140000,cf,NA,dh,3b,1b,rf,lf,2b,c,ss,Will Petrosky,Petrosky (1-3)
45,"Apr 21, 2015",lutwar4,2,Alex Weber,NA,Joe Silversmith,Aldon Severson,Andrew Burgmeier,Zach Hendrikson,Mitch Knippenberg,David Lowe,Jon Opdahl,Cody Reimer,2,11,Alec Knop,11,141230X,cf,NA,ss,1b,dh,rf,c,3b,2b,lf,Mitch Adams,"luther college
",Luther College,Bolt (4-4),,7.0,Y,Knop (1),"Decorah, Iowa (LC Baseball Field)",3:30   ,2:10   ,HP: Russ Lindquist  1B: Eric Olson,"wartburg college
",Wartburg College,Jackson Litterer,NA,Tyler Willis,Ryan Kemp,DJ Utley,Jacob Thumann,Blake Wilson,Milton Croes,Tyler Mougin,Matt Kruger,5,8,Andy Sorensen,9,1201220,3b,NA,2b,cf,1b,rf,c,dh,ss,lf,Parker Bolt,Adams (3-1)
323,"Apr 17, 2015",cencoe1,1,Craig Konrardy,NA,Michael Goerdt,AJ Reuter,Grant Henning,Jack Hoffmann,Michael Redmond,Jory Heckenberg,Cole Tomlinson,Ben Jacobson,2,3,Tony Becker,8,0002001,ss,NA,lf,p/1b,c,rf,cf,1b/3b,2b,3b,AJ Reuter,"coe college
",Coe College,Carr (3-1),,7.0,Y,,"Cedar Rapids, Iowa (Daniels Park)",1:00 pm   ,1:49   ,HP: Kevin Ferris  1B: Paul Keitel,"central college
",Central College,Dakotah Wolken,NA,Zach Zylstra,Kirby Coppess,Adam Lindell,Zach Brown,Michael Reuter,Spencer Gritsch,Mason Ellis,Jacob Hirst,0,2,Andy Carr,8,0000101,rf/cf,NA,lf,ss,dh/rf,3b,c,2b,1b,cf,Andy Carr,Becker (1-0)
,"Mar 07, 2015",warrwu1,1,Caulin Rogers,NA,Shane Nowak,Jamie Timothy,Chris Travers,Reid Nelson,Shawn Cariglio,Joe Hock,Jimmy Smith,Kevin Baker,3,1,Kaelan Rayner,3,0000001,2b,NA,3b,cf,c,lf,1b,dh,rf,ss,George Lund,roger williams univ.,Roger Williams Univ.,Lund,,7.0,Y,,"Lakeland, Fla. (Henley Field)",9:00 am   ,1:45   ,,"wartburg college
",Wartburg College,Jackson Litterer,NA,Jacob Thumann,Ryan Kemp,DJ Utley,Milton Croes,Blake Wilson,Clay Henning,Zach Hovick,Tyler Willis,0,5,Michael Knouse,12,4001000,lf,NA,rf,cf,1b,dh,c,ss,3b,2b,Michael Knouse,Knouse
55,"Mar 20, 2015",dbqmcd2,,Will Fogel,NA,Gaetano Florio,Daniel Casanova,Austin McWhite,Michael Salazar,Jacob Evans,Ryan Karrick,Will Doherty,,1,20,Tyler Trifiletti,24,24161222X,2b,NA,3b,cf,1b,lf,rf,ss,c,,Dalton Garst,"dubuque, univ. of","Dubuque, Univ. of",D Pisauro,,9.0,Y,Trifiletti,"Fort Myers, Fla.",9:00 am   ,3:10   ,,mcdaniel college,McDaniel College,Sean Sivo,NA,Nick Valori,Marty Windisch,Tyler Gilbert,Kasey Nelson,Cameron Bahr,Brandon Hayward,Mitchell McVerry,Antonio Rosanova,2,5,Michael Casper,10,000104000,cf,NA,rf,3b,1b,dh,c,lf,2b,ss,David Pisauro,Garst
87,"Mar 15, 2015",warsto3,1,Blake Mahoney,NA,Jacob Thumann,Ryan Kemp,DJ Utley,Milton Croes,Blake Wilson,Jackson Litterer,Matt Kruger,Clay Henning,1,11,Eric Huber,13,108101X,2b,NA,rf,cf,1b,dh,c,3b,lf,ss,Max Langheinrich,"wartburg college
",Wartburg College,J,,7.0,Y,n (0-1),"Waverly, Iowa (Hertel Field)",1 pm   ,2:13   ,,"st. olaf college
",St. Olaf College,K. Davis,NA,A. Alexander,R. Tapani,T. Maus,N. Denn,M. Kirchoff,R. Iverson,A. Reiter,N. Bauer,0,0,N. Bauer,7,0000000,ss,NA,rf,2b,3b/1b,c,dh,1b,lf,cf/p,J. Mathison,Langeinrich (2-0)
73,"Mar 21, 2015",lorsim3,1,Cole Reeg,NA,Anthony Flattery,Patrick Walsh,Spence Bonner,Tony Heiser,Adam Kennedy,Luke Leibforth,Lucas Jacque,Nolan Ritter,1,6,Brad Schwind,9,1001013,cf,NA,dh,3b,1b,rf,lf,2b,c,ss,Will Petrosky,"loras college
",Loras College,Petrosky (0-3),,7.0,Y,Borgeson (2),"Dubuque, Iowa (Petrakis Park)",1:00 PM   ,2:11   ,HP: Ryan Farnsworth  1B: Josh Mara,"simpson college
",Simpson College,Jake Esdohr,NA,Taylor Harmon,Gage Reis,Austin Burlin,Jake Scieszinski,Jonathan Greiner,Bud Smith,Zeb Noel,Devan Wicks,2,7,Brock Borgeson,7,3000013,cf,NA,2b,p,rf,ss,3b,c,1b,lf,Gage Reis,Reis (1-1)
,"Mar 15, 2015",lutaugs,,J.Buescher,NA,B.Brookshaw,G.Kappers,B.Pruszinske,A.Julkowski,A.Welckle,S.Piette,J.Prockish,B.Schmahl,0,5,C.Bambenek,15,10010021X,cf,NA,2b,ss,lf,3b,1b,dh,c,rf,J.Brandt,augsburg college,Augsburg College,,,9.0,Y,Withers,"Tucson, Ariz. (Kino Sports Complex)",  ,  ,,"luther college
",Luther College,Alex Weber,NA,Jon Opdahl,Mitch Knippenberg,David Lowe,Aldon Severson,Joe Silversmith,Carlos Pineda,Andrew Burgmeier,Casey Waterman,1,3,Andrew Withers,9,000200001,cf,NA,2b,c,3b,lf,ss,dh,1b,rf,Alec Knop,J
323,"May 08, 2015",iiacgm7,,Matt Larson,NA,Jon Opdahl,Aldon Severson,Andrew Burgmeier,David Lowe,Alex Weber,Joe Silversmith,Zach Hendrikson,Cody Reimer,2,0,Alec Knop,5,000000000,lf,NA,2b,1b,dh,3b,cf,ss,c,rf,Alec Knop,"luther college
",Luther College,Knop (1-7),,9.0,Y,Schreck (5),"Cedar Rapids, Iowa (Veterans Mem. Stad.)",4:05 pm   ,1:55   ,HP: Paul Keitel  1B: Josh Mara  3B: Kevin F,"loras college
",Loras College,Cole Reeg,NA,Anthony Flattery,Patrick Walsh,Spence Bonner,Tony Heiser,Adam Kennedy,Luke Leibforth,Danny Fahlgren,Nolan Ritter,1,2,Connor Schreck,12,100010000,cf,NA,dh,3b,1b,rf,lf,2b,c,ss,Alex Steines,Steines (3-4)
77,"Mar 16, 2015",dbqlas1,,Trace Florek,NA,Will Fogel,Daniel Casanova,Dalton Garst,Jacob Evans,John Henderson,Gaetano Florio,Will Doherty,Ryan Karrick,0,4,Dalton Garst,5,000202X,lf,NA,2b,cf,p,rf,1b,3b,c,ss,Dalton Garst,"dubuque, univ. of","Dubuque, Univ. of",G,,7.0,Y, (0-1),"Fort Myers, Fla.",9:00 AM   ,1:50   ,,lasell college,Lasell College,Dan Gagnon,NA,Matt Sammarco,Kevin Post,Wes Hurty,Tyler Flaherty,Skylar Beckerman,Evan Mozingo,Brandon Valentin,Jesse Tejero,2,2,Greg Sherman,10,0000020,ss,NA,lf,dh,1b,3b,rf,c,cf,2b,Greg Sherman,Garst (1-0)
50,"Mar 08, 2015",lutlaw,,Birch,NA,Gordon,Klar,Zablocki,Holliday,Ogilvie,Weber,Rabideau,Kinsella,10,4,Duex,3,003000001,lf,NA,cf,2b,dh,3b,ss,c,1b,rf,Doares,"lawrence university
",Lawrence University,Doares (),,9.0,Y,,"Jacksonville, Ill. (Lenz Field)",11:00 am   ,2:45   ,,"luther college
",Luther College,Alex Weber,NA,Jon Opdahl,Mitch Knippenberg,David Lowe,Aldon Severson,Andrew Burgmeier,Joe Silversmith,Zach Hendrikson,Casey Waterman,1,12,Sean Westendorf,16,202003140,cf,NA,2b,c,3b,lf,1b,ss,dh,rf,Blake Peterson,Peterson (1-0)
,"Apr 10, 2015",coesim1,1,Jake Esdohr,NA,Gage Reis,Austin Burlin,Bud Smith,Luke Anctil,Jonathan Greiner,Adam Richman,Zachary Cook,Taylor Harmon,2,0,Jake Scieszinski,4,0000000,cf,NA,1b,rf,c,lf,3b,dh,ss,2b,Jake Scieszinski,"simpson college
",Simpson College,Scieszinski (2-3),,7.0,Y,,"Indianola, Iowa (McBride Field)",3:35 pm   ,1:33   ,HP: Josh Mara  1B: Aaron Perez,"coe college
",Coe College,Craig Konrardy,NA,Michael Goerdt,AJ Reuter,Grant Henning,Jack Hoffmann,Jory Heckenberg,Michael Redmond,Cole Tomlinson,Alec Zwanziger,2,3,AJ Reuter,4,0000201,ss,NA,lf,p,c,rf,1b,cf,3b,2b,AJ Reuter,Reuter (2-1)
100,"Mar 27, 2015",cenwar2,2,Tyler Willis,NA,Jacob Thumann,Ryan Kemp,DJ Utley,Milton Croes,Blake Wilson,Tyler Mougin,Jackson Litterer,Matt Kruger,0,5,Gavin Nadermann,4,02001020X,2b,NA,rf,cf,1b,dh,c,ss,3b,lf,Michael Knouse,#14 wartburg college,#14 Wartburg College,Wolken (0-2),,9.0,Y,Nadermann (3),"Waverly, Iowa (Hertel Field)",4 p.m.   ,2:15   ,,"central college
",Central College,Spencer Gritsch,NA,Zach Zylstra,Kirby Coppess,Adam Lindell,Zach Brown,Michael Reuter,Ryan Garrett,Noah Stochl,Jacob Hirst,3,3,Mark Schroeder,4,300000000,2b,NA,lf,ss,rf,1b,c,3b,dh,cf,Dakotah Wolken,Gilson (3-0)
,"Mar 15, 2015",lormacm2,,Cole Reeg,NA,Tony Heiser,Patrick Walsh,Spence Bonner,Adam Kennedy,Luke Leibforth,Ryan Koester,Danny Fahlgren,Dan Pecoraro,3,10,Nick Petruzzi,15,320100040,cf,NA,rf,3b,1b,lf,2b,dh,c,ss/2b,Will Petrosky,"loras college
",Loras College,Petrosky,,9.0,Y,,"Jacksonville, Ill. (Lenz Field)",4:00 pm   ,  ,,macmurray college,MacMurray College,Antoine,NA,Mammenga,Krummrich,Balkenbusch,Watson,Wililams,Deaton,Luft,McEvers,0,17,Ruckman,19,060400070,2b,NA,cf,c,ss,rf,lf,dh,1b,3b,Meddows,Meddows
220,"Apr 17, 2015",bvusim1,1,Neil Marshall,NA,Eric Gurbacki,Tanner Truesdell,Bryce Wessels,Bennett Mann,Brandon Wessels,Devin Wagenman,Thomas Wisecup,Noah Paper,0,1,Jake Bjorkgren,6,0010000,cf,NA,1b,lf,2b,rf,c,dh,3b,ss,Jake Bjorkgren,"buena vista university
",Buena Vista Univ.,Bjorkgren,,7.0,Y,Pennings (1),"Storm Lake, Iowa (BVU/SL BB Field)",3:30pm   ,2:00   ,HP: Jeff Kopecky  1B: Brandon Moo,"simpson college
",Simpson College,Jake Esdohr,NA,Gage Reis,Jonathan Greiner,Jake Scieszinski,Austin Burlin,Bud Smith,Zeb Noel,Devan Wicks,Zachary Cook,1,3,Matt Pennings,10,0201000,cf,NA,1b,3b,2b,rf,c,dh,lf,ss,Jalen Sickels,Kain
,"Mar 07, 2015",lutncc,,Alex Weber,NA,Jon Opdahl,Mitch Knippenberg,Aldon Severson,Andrew Burgmeier,David Lowe,Zach Hendrikson,Joe Silversmith,Casey Waterman,1,3,Andrew Withers,4,00010101X,cf,NA,2b,c,lf,1b,3b,dh,ss,rf,Alec Knop,"luther college
",Luther College,Krusen (0-1),,9.0,Y,Withers (1),"Jacksonville, Ill. (Lenz Field)",10:00 am   ,  ,,north central (ill.),North Central (Ill.),Rone,NA,DeRango,Klein,Paparone,"Smith, B.",Carius,Brandt,Jarosz,Concialdi,1,1,Staab,7,010000000,1b,NA,2b,ss,rf,cf,lf,dh,3b,c,Krusen,Knop (1-0)
297,"Apr 27, 2015",coedbq3,1,James Workman,NA,Daniel Casanova,Dalton Garst,Austin McWhite,Michael Salazar,Jacob Evans,Ryan Karrick,Matt Hogan,Gaetano Florio,4,4,Doug Van Dyke,7,0101101,c,NA,cf,3b,1b,lf,rf,ss,dh,2b,Doug Van Dyke,"dubuque, univ. of","Dubuque, Univ. of",Alberhasky (3-4),,7.0,Y,,"Dubuque, Iowa (UD Baseball Field)",1:00 pm   ,1:33   ,HP: Tim Haldiman  1B: Trent Haldiman,"coe college
",Coe College,Craig Konrardy,NA,Michael Goerdt,AJ Reuter,Jack Hoffmann,Grant Henning,Michael Redmond,Jory Heckenberg,Cole Tomlinson,Brett Slager,1,3,Connor Alberhasky,4,0000210,ss,NA,lf,1b,dh,c,cf,3b,2b,rf,Connor Alberhasky,Van Dyke (2-1)
175,"Apr 04, 2015",cendbq4,2,Seth Griffiths,NA,Zach Zylstra,Kirby Coppess,Zach Brown,Adam Lindell,Michael Reuter,Spencer Gritsch,Mason Ellis,Jacob Hirst,1,7,Matt Schissel,13,0230200,dh,NA,lf,ss,3b,rf,c,2b,1b,cf,Dakotah Wolken,"central college
",Central College,Dornacker (1-3),,7.0,Y,,"Pella, Iowa (Kuyper Athl. Complex)",4:40   ,2:15   ,HP: Mike Kelly  1B: Ron Acuna,"dubuque, univ. of","Dubuque, Univ. of",Daniel Casanova,NA,Austin McWhite,Michael Salazar,Trace Florek,Ryan Karrick,Tyler Lewan,James Workman,Gaetano Florio,,5,8,Reed Stumpf,8,0004031,cf,NA,1b,rf,lf,ss,3b,c,2b,,Dalton Garst,Stumpf (1-1)
269,"Mar 28, 2015",bvudbq3,1,Trace Florek,NA,Will Fogel,Daniel Casanova,Dalton Garst,Austin McWhite,Jacob Evans,Ryan Karrick,Will Doherty,Gaetano Florio,2,3,Tyler Trifiletti,4,0201000,lf,NA,2b,cf,dh,1b,rf,ss,c,3b,Reed Stumpf,"dubuque, univ. of","Dubuque, Univ. of",Stumpf (0-1),,7.0,Y,,"Dubuque, Iowa (UD Baseball Field)",12:54 pm   ,2:41 pm   ,HP: Brett Miell  1B: Rory Holland,"buena vista university
",Buena Vista Univ.,Neil Marshall,NA,Brandon Wessels,Tanner Truesdell,Bryce Wessels,Bennett Mann,Eric Gurbacki,Kendall Candor,Ryan Duncan,Thomas Wisecup,4,9,Jake Bjorkgren,9,0030402,cf,NA,c,lf,ss,rf,1b,dh,3b,2b,Jake Bjorkgren,Bjorkgren (3-0)
50,"Mar 11, 2015",simwes,,Ellis Schaefer,NA,Andrew Yin,Donnie Cimino,Sam Goodwin-Boyd,Jonathan Dennett,Guy Davidson,Robby Harbison,Marco Baratta,Nick Miceli,0,6,Nick Miceli,12,21200010X,3b,NA,2b,cf,1b,rf,ss,dh,lf,c/p,Asher Young,wesleyan university,Wesleyan University,1-0),,9.0,Y,Reis (0-1),"Tucson, Ariz.",12:00 pm   ,2:40   ,,"simpson college
",Simpson College,Jake Esdohr,NA,Nick Anderson,Jonathan Greiner,Devan Wicks,Bud Smith,Jake Scieszinski,Zeb Noel,Taylor Harmon,,0,4,Brock Borgeson,11,012100000,cf,NA,rf,3b,lf,c,ss,1b,2b,,Gage Reis,P
250,"Apr 26, 2015",simwar2,2,Jackson Litterer,NA,Tyler Willis,Ryan Kemp,DJ Utley,Jacob Thumann,Blake Wilson,Milton Croes,Tyler Mougin,Chaz Boots,0,5,Chris Tomkins,11,210002000,3b,NA,2b,cf,1b,rf,c,dh,ss,lf,Michael Knouse,#8 wartburg college,#8 Wartburg College,Knouse (4-2),,9.0,Y,,"Waverly, Iowa (Hertel Field)",3 p.m.   ,2:27 hr   ,HP: Brett Miele  1B: Ryan Farnsworth,"simpson college
",Simpson College,Jake Esdohr,NA,Jake Scieszinski,Gage Reis,Devan Wicks,Jonathan Greiner,Austin Burlin,Taylor Harmon,Bud Smith,Adam Richman,2,9,Matt Pennings,14,104020020,cf,NA,ss,1b,dh,3b,rf,2b,c,lf,Matt Pennings,Pennings (3-5)
60,"Mar 11, 2015",simcor2,,Joe Gerace,NA,John Tesenky,Beriah Quick,Wyatt Kurzejeski,Walker Breard,TJ Rausch,Chris Rana,Josh Dimmitt,Chuck Rocker,3,14,Joey Clemente,23,8000204,lf,NA,rf,ss,3b,dh,2b,1b,c,cf,Kevin Stahmer,"cornell college
",Cornell College,Pennings (0-2),,7.0,Y,,"Tucson, Ariz. (Kino, Field #5)",5:30 pm   ,2:02   ,,"simpson college
",Simpson College,Jake Esdohr,NA,Devan Wicks,Gage Reis,Nick Anderson,Jonathan Greiner,Jake Scieszinski,Jeremy Roehrick,Bud Smith,Keegin Branin,2,4,Daultan Gibson,6,0000202,cf,NA,lf,1b,rf,3b,2b,dh,c,ss,Matt Pennings,Stahmer (1-0)
