attendance,date,game_id,game_number,home_batter_1,home_batter_10,home_batter_2,home_batter_3,home_batter_4,home_batter_5,home_batter_6,home_batter_7,home_batter_8,home_batter_9,home_errors,home_final_score,home_finishing_pitcher,home_hits,home_line_score,home_position_1,home_position_10,home_position_2,home_position_3,home_position_4,home_position_5,home_position_6,home_position_7,home_position_8,home_position_9,home_starting_pitcher,home_team,home_team_long,losing_pitcher,notes,number_of_innings,play-by-play,save,site,start,time,umpires,visiting_team,visiting_team_long,visitor_batter_1,visitor_batter_10,visitor_batter_2,visitor_batter_3,visitor_batter_4,visitor_batter_5,visitor_batter_6,visitor_batter_7,visitor_batter_8,visitor_batter_9,visitor_errors,visitor_final_score,visitor_finishing_pitcher,visitor_hits,visitor_line_score,visitor_position_1,visitor_position_10,visitor_position_2,visitor_position_3,visitor_position_4,visitor_position_5,visitor_position_6,visitor_position_7,visitor_position_8,visitor_position_9,visitor_starting_pitcher,weather,winning_pitcher
64,"Mar 27, 2011",corlut2,1,Matt Pfister,NA,Jesse Searls,Zach Rogers,Andrew Patzke,Ryan Clausen,Ryan Nordtvedt,Milton Kurschner,Robert Carlson,Cameron Jimenez,1,1,Justin Brown,6,10000000,cf,NA,2b,3b,rf/lf,1b,c,ss,dh,lf,Charlie Muir,"cornell college
",Cornell College,Justin Brown,,8.0,Y,,"Mount Vernon, Iowa (Ash Park Field)",1:02 PM   ,2:58 PM   ,HP: Chris Oberblocking  2B: Josh Berka,"luther college
",Luther College,Chris Reynolds,NA,Kevin Bradley,Ryan Bahnemann,Mitchel Obey,Chris Erikson,Joe Thompson,Paul Ryan,Steve Beckman,Ian Fitzgerald,1,2,Danny Smith,4,00010001,2b,NA,c,3b,lf/cf,1b,rf,dh,ss,cf,Danny Smith," 30 Degrees, Wind E 10 MPH",Danny Smith
78,"May 03, 2011",simgrn2,2,Davis,NA,Inafuku,Nodzenski,Suryn,Fletcher,Bogard,Blumenreich,Tremblay,Kemis,1,13,B. Pope,12,241330X,cf,NA,ss,c,lf,1b,3b,2b,dh,rf,Kelley,"grinnell college
",Grinnell College,Kyle Pullins,,7.0,Y,,"Grinnell, Iowa (North Diamond)",4:53 pm   ,2:12   ,HP: Matt Badeaux  1B: Dean Kirkpartrick,"simpson college
",Simpson College,Tyler Crandell,NA,Dave Johnson,Colton Calvert,Brad Agan,Justin Svehla,Trent Svehla,Grant Thomas,Tyler Pearson,Ethan Hale,4,11,Brett Crable,12,0410150,cf,NA,ss,rf,3b,1b,dh,c,lf,2b,Kyle Pullins,,Kelley
55,"Mar 04, 2011",warsvc,,Ben Roemmich,NA,Andrew Krehbiel,Patrick Grau,Drew Yoder,Ryan Powers,Nate Rost,Michael Schinstock,Levi Montague,Ryan Doty,2,22,Nate Rost,26,80123260X,rf,NA,lf,cf,dh,ss,c,1b,3b,2b,Dan Grosser,"wartburg college
",Wartburg College,Paul Kubeja,,9.0,Y,,"Orlando, Fla.",10 a.m.   ,2:45   ,,st. vincent college,St. Vincent College,Joe Aul,NA,B. Burkardt,Zack Galasso,Steven Bayko,Erik Fichter,Mike Hustava,Zach Bush,Joey Fearer,A. Williams,4,13,V. Yandura,19,122304010,3b,NA,ss,rf,dh,c,1b,2b,cf,lf,Paul Kubeja,,Jake Wittman
240,"May 07, 2011",bvucor3,2,Brad Blum,NA,Brock Yossi,Michael Hoffman,Kevin Kloewer,Ryan Scheetz,Joe Paletta,Andy Compton,Dylan Colo,Tyler Case,1,12,Brennan Holm,14,006204X,ss,NA,3b,lf,c,1b,dh,rf,2b,cf,Jon Ringblom,"buena vista university
",Buena Vista Univ.,Andrew Patzke,,7.0,Y,,"Storm Lake, Iowa (BVU/SL Field)",3:30pm   ,1:40   ,,"cornell college
",Cornell College,Matt Pfister,NA,Charlie Muir,Zach Rogers,Andrew Patzke,Ryan Clausen,Ryan Nordtvedt,Robert Carlson,Milton Kurschner,Jesse Searls,2,2,Justin Brown,3,0000020,cf,NA,rf,3b,p,1b,c,lf,ss,2b,Andrew Patzke,,Jon Ringblom
240,"May 07, 2011",bvucor2,1,Brad Blum,NA,Brock Yossi,Michael Hoffman,Kevin Kloewer,Ryan Scheetz,Joe Paletta,Andy Compton,Dylan Colo,Tyler Case,3,6,James Stone,8,102120X,ss,NA,3b,lf,c,1b,dh,rf,2b,cf,Reggie Kock,"buena vista university
",Buena Vista Univ.,Charlie Muir,,7.0,Y,,"Storm Lake, Iowa (BVU/SL Field)",1:00pm   ,1:45   ,,"cornell college
",Cornell College,Matt Pfister,NA,Jesse Searls,Zach Rogers,Andrew Patzke,Ryan Clausen,Robert Carlson,Craig Furstenau,Milton Kurschner,Nick Norris,2,4,Charlie Muir,8,0100021,cf,NA,2b,3b,dh,1b,lf,c,ss,rf,Charlie Muir,,Reggie Kock
232,"Mar 27, 2011",coewar2,1,Tyler Leadley,NA,Adam Nisenson,Nick Stein,Ryan Schisler,Kevin Schuver,Ryan Velvick,Brennan Melloy,John Logan,Scott DeAngelis,2,8,Tyler Hixson,13,105110X,rf,NA,1b,cf,lf,c,3b,ss,dh,2b,Kevin Baranowski,"coe college
",Coe College,Scott Benson,,7.0,Y,,"Cedar Rapids, Iowa (Daniels Park)",1:00 pm   ,2:06   ,HP: Toby Formiller  1B: Michael Kelly,"wartburg college
",Wartburg College,James Vega,NA,Ben Roemmich,Drew Yoder,Patrick Grau,Nate Rost,Ryan Powers,Erik Rasmussen,Ryan Doty,Levi Montague,1,4,Dan Grosser,6,0001003,lf,NA,rf,1b,cf,c,ss,dh,2b,3b,Scott Benson," 34 Degrees, Winds NE at 10 mph",Kevin Baranowski
64,"Mar 27, 2011",corlut3,2,Matt Pfister,NA,Milton Kurschner,Zach Rogers,Andrew Patzke,Ryan Clausen,Craig Furstenau,Justin Brown,Robert Carlson,Charlie Muir,2,2,Drew Campbell,7,0020000,cf,NA,ss,3b,lf,1b,c,2b,dh,rf,Jesse Searls,"cornell college
",Cornell College,Jesse Searls,,7.0,Y,,"Mount Vernon, Iowa (Ash Park Field)",3:32 PM   ,5:24 PM   ,HP: Josh Berka  2B: Chris Oberblocking,"luther college
",Luther College,Chris Reynolds,NA,Joe Thompson,Ryan Bahnemann,Mitchel Obey,Chris Erikson,Kevin Bradley,Steve Beckman,Andrew Nelsen,Matthew Bruhn,2,10,Jerrod Torkelson,12,0002521,2b,NA,rf,3b,cf/lf,dh/1b,c,ss,1b,lf,Joe Martin," 36 Degrees, Wind E 12 MPH",Joe Martin
,"Apr 05, 2011",censim1,1,Tyler Crandell,NA,Drew Yarkosky,Trent Svehla,Dave Johnson,Brad Agan,Zach Smith,Colton Calvert,Justin Svehla,Ethan Hale,2,9,Kyle Ruehle,11,035001X,cf,NA,c,lf,ss,3b,dh,rf,1b,2b,Kyle Ruehle,"simpson college
",Simpson College,Joel Pulliam,,7.0,Y,,"Indianola, Iowa (McBride Field)",3:43 pm   ,1:50   ,HP: Patrick McIlhon  1B: Matt Badeaux,"central college
",Central College,Mike Furlong,NA,Caleb Rangel,Adam Ariola,Jarred Lackey,Anthony Miller,Sam Stetzel,Ryan Allison,Josh Stanton,David Lakin,2,1,D.J. Glasgow,7,1000000,ss,NA,dh,lf,rf,3b,cf,2b,c,1b,Joel Pulliam, PtlyCldy 67; 18-31 mph from W,Kyle Ruehle
260,"May 12, 2011",iiac03,,Brad Blum,NA,Brock Yossi,Michael Hoffman,Kevin Kloewer,Ryan Scheetz,Joe Paletta,Andy Compton,Dylan Colo,Tyler Case,3,3,Kyle Dupic,7,010010010,ss,NA,3b,lf,c,1b,dh,rf,2b,cf,Luke Probasco,"buena vista university
",Buena Vista Univ.,Luke Probasco,,9.0,Y,,"Cedar Rapids, Iowa (Veterans Memorial)",4:45pm   ,2:20   ,,"wartburg college
",Wartburg College,Ben Roemmich,NA,Andrew Krehbiel,Patrick Grau,Drew Yoder,Ryan Powers,Michael Schinstock,Nate Rost,Ryan Doty,Joe Grote,0,5,Scott Benson,8,002000003,rf,NA,lf,cf,dh,ss,1b,c,3b,2b,Brad Watson,,Brad Watson
,"Mar 16, 2011",cenwpu,,Flores,NA,Dorio,Doughty,Somers,Franco,Mike Moran,Arecchi,Pasternak,Montanile,2,4,Serra,8,000300100,3b,NA,ss,dh,rf,1b,lf,c,2b,cf,Young,william paterson,William Paterson,Young,,9.0,Y,,"Mesa, Ariz. (Snedigar Complex)",1:30 pm   ,  ,,"central college
",Central College,Mike Furlong,NA,Anthony Miller,Jarred Lackey,Josh Stanton,Caleb Rangel,Ryan Allison,Allen Mann,David Lakin,Sam Stetzel,3,7,Bret Bell,15,210011020,ss,NA,3b,rf,c,dh,2b,lf,1b,cf,Michael Jontz,,Michael Jontz
35,"Mar 06, 2011",lorcarl2,2,Joe Walker,NA,Clay Henricksen,Calvin Rea,BJ Juergens,Austin Brown,Kyle Barton,Mike Canevello,Eric DeSousa,Mike Pudlo,0,8,Spencer Radabaugh,10,030221X,2b,NA,c,lf,1b,cf,dh,rf,3b,ss,Jeremey Gerardy,"loras college
",Loras College,Rownd,,7.0,Y,,"Jacksonville, IL (Lenz Field)",  ,1:50   ,,"carleton college
",Carleton College,Fabry,NA,Philley,Wirta,Bowen,Zweber,Yong,Johnson,Klein,Gomi,1,2,Gomi,8,1100000,cf,NA,rf,2b,dh,c,lf,ss,3b,1b,Rownd,,Jeremey Gerardy
63,"Apr 27, 2011",coecor2,2,Matt Pfister,NA,Milton Kurschner,Zach Rogers,Andrew Patzke,Ryan Clausen,Robert Carlson,Craig Furstenau,Jesse Searls,Cameron Jimenez,1,1,Nick Norris,4,1000000,cf,NA,ss,3b,rf,1b,dh,c,2b,lf,Justin Brown,"cornell college
",Cornell College,Justin Brown,,7.0,Y,,"Mount Vernon, Iowa (Ash Park)",7:45   ,2:00   ,HP: Kevin Ferris  2B: Todd Gilmo,"coe college
",Coe College,Scott DeAngelis,NA,Tyler Leadley,Nick Stein,Kevin Schuver,Sean Raisch,Adam Nisenson,Kaileb Armbruster,Ryan Velvick,Brennan Melloy,1,8,Wade Morris,7,0231002,2b,NA,rf,cf,c,lf,1b,dh,3b,ss,Wade Morris," 43 Degrees, Wind W 18 MPH",Wade Morris
112,"May 07, 2011",dbquwp2,2,Andrew Danna,NA,Nicholas Martin,Nathan Lucas,Todd Whited,Nick Baldocchi,Brock Grubbs,Vince Parisi,Bobby Shepherd,Aaron Laskowski,0,9,Mark Hennessy,12,002070X,ss,NA,2b,1b,rf,3b,dh,c,lf,cf,Paul Krenger,"dubuque, univ. of","Dubuque, Univ. of",Lenzen,,7.0,Y,,"Dubuque, Iowa (Chlapaty Field)",3:15   ,1:46   ,,"university of wisconsin-plateville
",UW-Platteville,Kattre,NA,Jacobson,Ney,Milka,Hopson,Benesh,Demmon,Patton,Beckman,1,4,Kerkman,4,0000301,cf,NA,ss,rf,dh,3b,2b,1b,c,lf,Lenzen," partly sunny, windy",Paul Krenger
157,"Apr 16, 2011",corsim2,2,Tyler Crandell,NA,Dave Johnson,Trent Svehla,Colton Calvert,Zach Smith,Justin Svehla,Grant Thomas,Blake Heitmeier,Ethan Hale,0,11,Kyle Ruehle,13,312041X,cf,NA,ss,lf,rf,dh,1b,c,3b,2b,Kyle Ruehle,"simpson college
",Simpson College,Adam Butler,,7.0,Y,,"Indianola, Iowa (McBride Field)",5:02 pm   ,1:45   ,HP: Jerome Miller  1B: J.P. Richardson,"cornell college
",Cornell College,Matt Pfister,NA,Milton Kurschner,Zach Rogers,Robert Carlson,Ryan Clausen,Andrew Patzke,Craig Furstenau,Jesse Searls,Charlie Muir,5,1,Nick Norris,4,1000000,cf,NA,ss,3b,lf,1b,dh,c,2b,rf,Adam Butler," Fair, 53; Wind WNW 21-27",Kyle Ruehle
23,"Apr 20, 2011",lorari,,Serna,NA,VanDuyne,Hoffman,Wilson,McIntosh,Capodice,Concialdi,Cecchi,Chuvala,1,1,Frede,6,000100000,cf,NA,rf,2b,1b,dh,c,lf,3b,ss,Homolka,#13 augustana,#13 Augustana,Homolka,,9.0,Y,,"Moline, Illinois (Swanson/Brunner)",7:04 PM   ,2:18   ,,"loras college
",Loras College,Mike Pudlo,NA,Mike Canevello,Austin Brown,BJ Juergens,Clay Henricksen,Calvin Rea,Kyle Soeder,Connor Reilly,Joe Walker,4,7,Spencer Radabaugh,12,100032001,ss,NA,rf,cf,1b,c,lf,dh,3b,2b,Kevin Moriarity,,Kevin Moriarity
,"Mar 16, 2011",dbqsjcli,,Nicholas Martin,NA,Aaron Laskowski,Andrew Danna,Todd Whited,Nick Baldocchi,Nathan Lucas,Brock Grubbs,Vince Parisi,Kyle Duggan,3,12,Nicholas Martin,17,06201102X,2b/p,NA,rf,ss,lf,3b,1b,dh,c,cf,Paul Krenger,"dubuque, univ. of","Dubuque, Univ. of","Smith, K",,9.0,Y,,"Fort Myers, Florida (Terry Park)",12:00pm   ,3:21   ,,st. joseph's-li,St. Joseph's-LI,"Nover, D",NA,"Zilnicki, C","Pecoparo, R","Wright, C","Carey, J","Benisvy, B","Montana, D","Liberatore,J","Willms, K",2,4,"McMurray, S",10,100000201,cf,NA,dh,rf,1b,ss,c,3b,2b,lf,"Smith, K",,Paul Krenger
130,"Apr 05, 2011",bvuwar2,2,Brad Blum,NA,Brock Yossi,Michael Hoffman,Kevin Kloewer,Ryan Scheetz,Joe Paletta,Andy Compton,Dylan Colo,Tyler Case,1,2,James Stone,3,0002000,ss,NA,3b,lf,c,1b,dh,rf,2b,cf,Reggie Kock,"buena vista university
",Buena Vista Univ.,Reggie Kock,,7.0,Y,,"Storm Lake, Iowa (BVU/SL Field)",5:45pm   ,1:45   ,,"wartburg college
",Wartburg College,Ben Roemmich,NA,Andrew Krehbiel,Patrick Grau,Drew Yoder,Ryan Powers,Michael Schinstock,Nate Rost,Ryan Doty,Levi Montague,2,3,Nate Rost,5,0010200,rf,NA,lf,cf,dh,ss,1b,c,2b,3b,Marcus Walcsyk,,Brad Watson
146,"Mar 13, 2011",warsto4,,Sam Maus,NA,Sean Dube,Andy Bartz,Adam Johnson,Erik Nelson,Schechenger,E. Klefsaas,Brady Sand,D. Salzwedel,1,8,Schmiesing,6,420020X,ss,NA,dh,rf,1b,lf,c,cf,3b,2b,Erik Olson,"st. olaf college
",St. Olaf College,Dan Grosser,,7.0,Y,,"Sauget, Ill. (GCS Ballpark)",2 p.m.   ,1:51   ,,"wartburg college
",Wartburg College,Ben Roemmich,NA,Andrew Krehbiel,Patrick Grau,Drew Yoder,Ryan Powers,Ryan Doty,Jonathon Rose,Levi Montague,Michael Schinstock,1,6,Ryan Doty,8,0310110,rf,NA,lf,cf,dh,ss,2b/p,c,3b,1b,Dan Grosser,,Schmiesing
100,"Apr 09, 2011",cenwusl2,,Mike Furlong,NA,Sam Stetzel,Caleb Rangel,Jarred Lackey,Adam Ariola,Anthony Miller,Ryan Allison,Billy Dittmer,Max Seeman,0,0,Mike Werkheiser,7,0000000,ss,NA,cf,lf,rf,2b,3b,1b,dh,c,Dirk Lindaman,"central college
",Central College,Dirk Lindaman,,7.0,Y,,"Pella, IA (Kuyper Ath. Complex)",2:55PM   ,2:00   ,HP: Jason Schomer  1B: Michael Kelly,"washington univ., mo","Washington Univ., Mo",Billig,NA,Davis,Rogalski,Skinner,May,Bayer,Noon,Madson,Ingell,2,7,Bonser,8,0213010,ss,NA,3b,rf,1b,2b,lf,dh,c,cf,Bonser,,Bonser
40,03-22-11,lutman1,1,Rieke,NA,"Murphy, Brad",Forbes,Foster,Sheets,Marchant,Smolinski,"Murphy, Bryc",Schell,2,6,Padgett,13,03100011,cf,NA,lf,c,1b,3b,ss,dh,rf,2b,Shenefield,manchester,Manchester,Noah Nelsen-Gross,,8.0,Y,,"Fort Myers, Fla.",10 a.m.   ,2:10   ,,"luther college
",Luther College,Chris Reynolds,NA,Kevin Bradley,Ryan Bahnemann,Mitchel Obey,Joe Thompson,Jeff Rose,Steve Beckman,Andrew Nelsen,Ian Fitzgerald,0,5,Noah Nelsen-Gross,9,21010010,2b,NA,c,3b,lf,rf,dh,ss,1b,cf,Stefan Snyder,,Padgett
166,"Apr 27, 2011",dbqlor1,,Andrew Danna,NA,Nicholas Martin,Nathan Lucas,Brock Grubbs,Nick Baldocchi,Vince Parisi,Todd Whited,Aaron Laskowski,Kyle Duggan,1,2,"Elliot, Visuri",5,101000000,ss,NA,2b,1b,dh,3b,c,rf,cf,lf,Mark Hennessy,"dubuque, univ. of","Dubuque, Univ. of",Mark Hennessy,,9.0,Y,,"Dubuque, Iowa",3 p.m.   ,2:20   ,HP: Schroeder  1B: Eric Olson,"loras college
",Loras College,Mike Pudlo,NA,Mike Canevello,Austin Brown,BJ Juergens,Kyle Soeder,Calvin Rea,Connor Reilly,Clay Henricksen,Joe Walker,0,9,Spencer Radabaugh,11,120100014,ss,NA,rf,cf,1b,dh,lf,3b,c,2b,Kendall Paluch, cloudy,Kendall Paluch
232,"Apr 16, 2011",bvucoe1,,Tyler Leadley,NA,Adam Nisenson,Nick Stein,Kevin Schuver,Ryan Velvick,Dalton Combs,Kaileb Armbruster,Scott DeAngelis,Brennan Melloy,2,6,John King,8,00300120X,rf,NA,1b,cf,c,3b,dh,lf,2b,ss,Sean Raisch,"coe college
",Coe College,Luke Probasco,,9.0,Y,,"Cedar Rapids, Iowa (Daniels Park)",3:30 pm   ,2:12   ,,"buena vista university
",Buena Vista Univ.,Brad Blum,NA,Brock Yossi,Michael Hoffman,Kevin Kloewer,Ryan Scheetz,Joe Paletta,Andy Compton,Dylan Colo,Tyler Case,7,2,Tyler Lefeber,8,100010000,ss,NA,3b,lf/rf,c,1b,dh,rf,2b,cf,Luke Probasco," 38 Degrees, Winds NW at 24 mph",Sean Raisch
75,"May 03, 2011",lutwar3,,Ben Roemmich,NA,Andrew Krehbiel,Patrick Grau,Drew Yoder,Ryan Powers,Michael Schinstock,Nate Rost,Ryan Doty,Scott Benson,4,0,Drew Babinat,7,0000000,rf,NA,lf,cf,dh,ss,1b,c,2b,3b,Marcus Walcsyk,"wartburg college
",Wartburg College,Marcus Walcsyk,,7.0,Y,,"Waverly, IA (Hertel Field)",5:30 pm   ,1:56   ,HP: Cody Oakes  1B: Chuck Epperson,"luther college
",Luther College,Chris Reynolds,NA,Steve Beckman,Chris Erikson,Joe Thompson,Ryan Bahnemann,Jordan Greenland,Mitchel Obey,Andrew Nelsen,Matthew Bruhn,0,5,Joe Martin,6,0020102,2b,NA,ss,1b,rf,3b,dh,cf,c,lf,Alex Byom,,Alex Byom
,"Mar 18, 2011",lutknox1,1,Brown,NA,O'Connell,Schroeder,Jewell,Foster,Hoffman,Willits,Tallman,Armstrong,4,0,Juarez,1,0000000,lf,NA,rf,ss,c,dh,1b,3b,2b,cf,Ball,"knox college
",Knox College,Ball,,7.0,Y,,"Ft. Meyers, FL",  ,  ,,"luther college
",Luther College,Chris Reynolds,NA,Steve Beckman,Ryan Bahnemann,Mitchel Obey,Joe Thompson,Eric Pittman,Paul Ryan,Jeff Rose,Kevin Bradley,0,6,Augie Lindmark,7,0030210,3b,NA,ss,1b,cf,rf,2b,dh,lf,c,Augie Lindmark,,Augie Lindmark
50,"Mar 17, 2011",lormcd1,1,B Kline,NA,M Betts,Christopher,J Chiorello,J Najera,C Longo,M Pace,R Byrnes,M Bodnar,1,2,M Bejsiuk,3,1000100,cf,NA,dh,rf,1b,lf,c,3b,ss,2b,Z Jones,mcdaniel college,McDaniel College,Z Jones,,7.0,Y,,"Winter Haven, FL (Chain of Lakes #2)",1:30 PM   ,1:53   ,,"loras college
",Loras College,Joe Walker,NA,Clay Henricksen,Calvin Rea,BJ Juergens,Austin Brown,Kyle Barton,Kyle Soeder,Eric DeSousa,Mike Pudlo,4,7,Spencer Radabaugh,8,0210004,2b,NA,c,lf,1b,cf,dh,rf,3b,ss,Kevin Moriarity," Sunny, 80",Kevin Moriarity
125,"May 03, 2011",bvucen3,2,Adam Ariola,NA,Sam Stetzel,Mike Furlong,Caleb Rangel,Anthony Miller,Jarred Lackey,Josh Stanton,Seth Carson,Allen Mann,1,2,Judson McKown,6,0002000X,2b,NA,cf,ss,dh,3b,rf,c,1b,lf,Ryan Goetzinger,"central college
",Central College,Ryan Goetzinger,,8.0,Y,,"Pella, Iowa (Kuyper Athl. Complex)",3:13   ,2:05   ,HP: Ricardo Alivero  1B: Patrick McIhlo,"buena vista university
",Buena Vista Univ.,Brad Blum,NA,Brock Yossi,Michael Hoffman,Kevin Kloewer,Ryan Scheetz,Joe Paletta,Andy Compton,Dylan Colo,Tyler Case,1,5,James Stone,10,20300000,ss,NA,3b,lf,c,1b,dh,rf,2b,cf,Tyler Lefeber,,Tyler Lefeber
220,"Mar 19, 2011",bvucalv,,M. Fuller,NA,B. Cok,A. Bosma,P. Steiner,S. Tipton,T. Tos,D. Vos,T. Zwiers,J. Van Alten,3,9,J. Groenewol,7,04120002X,2b,NA,3b,dh,1b,rf,cf,ss,c,lf,K. Spoelstra,calvin college,Calvin College,Jarad George,,9.0,Y,,"Tucson, AZ (Kino Sport Complex)",7:30 pm   ,2:45   ,,"buena vista university
",Buena Vista Univ.,Brad Blum,NA,Brock Yossi,Michael Hoffman,Kevin Kloewer,Joe Paletta,Ryan Scheetz,Andy Compton,Tyler Case,Nick Schlecht,3,6,James Stone,12,210011100,ss,NA,3b,lf,c,dh,1b,rf,cf,2b,Jarad George,,K. Spoelstra
75,03/19/11,warcuc,,Ignatowski,NA,Weis,Skala,Pacyga,Gier,Stephens,Rush,Eichholzer,Miller,0,5,Collaro,7,12110000X,ss,NA,2b,c,1b,3b,lf,dh,rf,cf,Schulz,"concordia university chicago
",Concordia Chicago,Dan Grosser,,9.0,Y,,"Sauget, IL (GCS Ballpark)",7:00p   ,2:10   ,,"wartburg college
",Wartburg College,Ben Roemmich,NA,Andrew Krehbiel,Patrick Grau,Drew Yoder,Ryan Powers,Ryan Doty,Nate Rost,Levi Montague,Michael Schinstock,1,2,Marcus Walcsyk,6,000002000,rf,NA,lf,cf,dh,ss,2b,c,3b,1b,Dan Grosser, Overcast,Collaro
45,"Apr 22, 2011",dbqlut1,,Nicholas Martin,NA,Kyle Duggan,Andrew Danna,Brock Grubbs,Nathan Lucas,Vince Parisi,Nick Baldocchi,Todd Whited,Aaron Laskowski,0,1,Tim Ciskowski,7,01000000,2b,NA,rf,ss,dh,1b,c,3b,lf,cf,Paul Krenger,"dubuque, univ. of","Dubuque, Univ. of",Paul Krenger,,8.0,Y,,"Dubuque, Iowa (Chlapaty Field)",3 p.m.   ,3:03   ,,"luther college
",Luther College,Chris Reynolds,NA,Jeff Rose,Ryan Bahnemann,Chris Erikson,Joe Thompson,Robbie Jewell,Paul Ryan,Steve Beckman,Kevin Bradley,0,7,Augie Lindmark,11,11000050,2b,NA,lf,3b,1b,rf,cf/lf,dh,ss,c,Augie Lindmark, light rain 41,Augie Lindmark
61,"Feb 28, 2011",warari,,Serna,NA,Schmidt,Hoffman,Wilson,Barker,McIntosh,Juhl,O'Donnell,Lamb,4,0,Homolka,4,000000000,cf,NA,ss,2b,1b,lf,dh,3b,c,rf,Homolka,"augustana
",Augustana,Homolka,,9.0,Y,,"Auburndale, FL",11:31   ,2:03   ,,"wartburg college
",Wartburg College,Ben Roemmich,NA,Andrew Krehbiel,Patrick Grau,Drew Yoder,Ryan Powers,Nate Rost,Michael Schinstock,Levi Montague,Ryan Doty,0,2,Ryan Doty,1,002000000,rf,NA,lf,cf,dh,ss,c,1b,3b,2b,Dan Grosser,,Dan Grosser
65,"Feb 19, 2011",simozrk3,,Brewer,NA,Shemanske,Powers,Robbins,Prince,Bryan,Morales,Perez,Mitchell,3,4,Osburn,7,001001011,cf,NA,lf,ss,c,dh,3b,1b,rf,2b,Brownwood,univ. of the ozarks,Univ. of the Ozarks,Thomas,,9.0,Y,,"Clarksville, Ark. (Lonnie Qualls Field)",12:00 pm   ,3:00   ,,"simpson college
",Simpson College,Tyler Crandell,NA,Zach Smith,Dave Johnson,Colton Calvert,Justin Svehla,Brad Agan,Drew Yarkosky,Tyler Pearson,Ethan Hale,2,5,Matt Russell,11,100001201,cf,NA,dh,ss,rf,1b,3b,c,lf,2b,Chris Dorff,,Chris Dorff
1929,5/27/11,bvuncaa6,,Brad Blum,NA,Brock Yossi,Michael Hoffman,Kevin Kloewer,Ryan Scheetz,Joe Paletta,Andy Compton,Dylan Colo,Tyler Case,2,5,James Stone,9,011100101,ss,NA,3b,lf,c,1b,dh,rf,2b,cf,Luke Probasco,"buena vista university
",Buena Vista Univ.,Schmitz,Hoffman (BVU) game-winning two-out RBI single in bottom of 9th...Fon (UWW)two-out game-tying single in 9th...UWW leaves bases-loaded in 2nd & 5th...BVU first ever appearance and win in NCAA III World Series...Dupic faced 1 batter in the 9th.Tincher faced 1 batter in the 9th.,9.0,Y,,"Appleton, Wis. (Fox Cities Stadium)",5:32 pm   ,2:19   ,HP: Kevin Elzey  1B: Frank Zitaglio  2B: Dan Matthews  3B: Kevin F,#12 wis.-whitewater,#12 Wis.-Whitewater,Putnam,NA,Eichstaedt,Coe,Young,Fon,Beyer,Friend,Wessels,,2,4,Tincher,13,002000002,rf,NA,ss,c,1b,3b,lf,cf,2b,,Donovan," 63, Partly Cloudy, W E 9 mph",James Stone
,"Mar 14, 2011",cenmac,,Mike Furlong,NA,Anthony Miller,Caleb Rangel,Jarred Lackey,Ryan Allison,Josh Stanton,Allen Mann,Seth Carson,Sam Stetzel,3,1,Judson McKown,4,000000010X,ss,NA,3b,dh,rf,2b,c,lf,1b,cf,Ryan Dusil,"central college
",Central College,Ryan Dusil,,10.0,Y,,"Mesa, Ariz. (Snedigar Complex)",9 a.m.   ,  ,,macalester (minn.),Macalester (Minn.),Brown,NA,Belfont,Salzman,Glasser,Williams,DeMeulenaere,Wise,Capriotti,Chen,1,9,Agrawal,13,1000205100,lf,NA,ss,dh,2b,c,rf,1b,3b,cf,Yodh,,Yodh
100,"Apr 17, 2011",cendbq3,2,Mike Furlong,NA,Sam Stetzel,Caleb Rangel,Jarred Lackey,Adam Ariola,Anthony Miller,Allen Mann,Seth Carson,Josh Stanton,1,6,Michael Jontz,11,100230X,ss,NA,cf,dh,rf,2b,3b,lf,1b,c,Dirk Lindaman,"central college
",Central College,Kyle Staats,,7.0,Y,,"Pella, Iowa (Kuyper Athl Complex)",2:47   ,1:35   ,HP: Mike Kelley  1B: JP Richardson,"dubuque, univ. of","Dubuque, Univ. of",Nicholas Martin,NA,Kyle Duggan,Andrew Danna,Brock Grubbs,Nathan Lucas,Nick Baldocchi,Todd Whited,Vince Parisi,Aaron Laskowski,2,2,Tim Ciskowski,5,0000011,2b,NA,rf,ss,dh,1b,3b,lf,c,cf,Kyle Staats,,Dirk Lindaman
80,"Mar 20, 2011",warfrank,,Ben Roemmich,NA,Andrew Krehbiel,Patrick Grau,Drew Yoder,Ryan Powers,Dan Marshall,Nate Rost,Ryan Doty,Michael Schinstock,0,3,Ryan Doty,4,000000201,rf,NA,lf,cf,dh,ss,3b,c,2b/p,1b,Scott Benson,"wartburg college
",Wartburg College,Scott Benson,,9.0,Y,,"Saujet, IL (GCS Ballpark)",3:00   ,2:16   ,,franklin,Franklin,Johnson,NA,Stoia,Sanders,Boone,Osowski,Smuts,Windler,Wilson,Zmich,4,7,Bryant,13,100030201,rf,NA,ss,2b,3b,dh,1b,lf,c,cf,Nees, Sunny,Nees
