date,home_batter_1,home_batter_2,home_batter_3,home_batter_4,home_batter_5,home_batter_6,home_batter_7,home_batter_8,home_batter_9,home_errors,home_final_score,home_finishing_pitcher,home_hits,home_line_score,home_position_1,home_position_2,home_position_3,home_position_4,home_position_5,home_position_6,home_position_7,home_position_8,home_position_9,home_starting_pitcher,home_team,home_team_long,losing_pitcher,notes,number_of_innings,save,site,start,time,umpires,visiting_team,visiting_team_long,visitor_batter_1,visitor_batter_2,visitor_batter_3,visitor_batter_4,visitor_batter_5,visitor_batter_6,visitor_batter_7,visitor_batter_8,visitor_batter_9,visitor_errors,visitor_final_score,visitor_finishing_pitcher,visitor_hits,visitor_line_score,visitor_position_1,visitor_position_2,visitor_position_3,visitor_position_4,visitor_position_5,visitor_position_6,visitor_position_7,visitor_position_8,visitor_position_9,visitor_starting_pitcher,weather,winning_pitcher
4/19/2019,Brook Johnson,Riley Ward,Tyler Winterstein,Derek Kolbush,Spencer Scheer,Evan Gellatly,Kaleb Knox,Will Watkins,Aaron Nichols,1,10,Connor Cech,12,0200071,lf,ss,dh,1b,rf,cf,3b,c,2b,Connor Cech,NWU,nebraska wesleyan,Colin Coffey,Coffey faced 3 batters in the 6th.,7,,"Lincoln, Neb. (NWU Field)",3:00 pm,1:50,Manternach faced 4 batters in the 7th.,LUT,luther,Kelby Johnson,Jake Halverson,Trent Athmann,Luke Plunkett,Bryce Hingst,Owen Vander Linden,Kyle Schnobrich,Joe McKibben,Jake Vogt,3,0,Ryan Manternach,5,0000000,2b,dh,cf,c,3b,1b,rf,lf,ss,Colin Coffey,63 sunny,Connor Cech
4/6/2019,Johnson,Halverson,Plunkett,Athmann,Owen Vander Linden,"Hingst, B.",McKibben,McCready,Vogt,0,3,Coffey,10,00012000X,2b,ss,c,rf,1b,3b,lf,dh,cf,Coffey,LUT,luther college,Erik Edminster,,9,,"Decorah, Iowa (Luther College)",1:00 pm,1:43,Home Plate: Doug YanichekFirst: Allen Steckel,LOR,loras,Austin Konagel,Cole Thompson,Danny Paluch,Robbie Agerbeek,Dylan Pardoe,Jake Oglesby,Church,Luke Fennelly,Egan,3,0,Peters,7,000000000,2b,c,cf,1b,3b,lf,dh,ss,rf,Erik Edminster,,Coffey
3/31/2019,Coy Moore,Ryan Bouwman,Garrett Saunders,Tanner Wood,Patrick Diemer,Ben Wallace,Chris Riddle,Blake Wooten,Lucas Farren,2,8,Nathan Schwanke,11,00031400X,cf,1b,ss,p/dh,rf,3b,2b,c,lf,Tanner Wood,CEN,central,Darren Kilpatrick,,9,,"Pella, Iowa (Kuyper Athl. Complex)",4 p.m.,2:13,,WAR,wartburg,JoJo McNair,Jarod Harris,Tyler Nunemaker,Emmanuel Jeffery,Tyler Hovick,Parker Ridge,Joesph Baumann,Collin Guinn,Ryan Willis,4,3,Matt Milewski,9,010010100,cf,3b,rf,dh,lf,ss,c,1b,2b,Darren Kilpatrick,"42 degrees, winds SW 10-15",Tanner Wood
4/6/2019,Bryce Butler,Jarod Harris,Tyler Hovick,Ryan King Jr.,Ben DeKruyf,Collin Guinn,Joesph Baumann,Ethan Hayes,Max Goodhue,0,4,Tony Rex,11,000040000,ss,2b,lf,dh,rf,1b,c,3b,cf,Darren Kilpatrick,WAR,wartburg college,Emmanuel Jeffery,,9,,"Waverly, Iowa (Hertel Field)",3:30 pm,2 hr,Home Plate: Bret MiellFirst: David Nee,COE,coe college,"DeLaney, K.","Frazier, C.","Kaplan, J.","Burns, J.","Berger, D.","Arp, N.","Johnson, T.","Evans, I.","Schrader, M.",3,9,"Deardorff, T",15,000000207,rf,lf/cf,1b,dh,c,2b,ss,cf,3b,"Schmit, A.",,"Deardorff, T"
3/10/2019,Matt Baehman,Tyler Roecker,Caleb Christopher,Joey Behm,Dillon Solomon,Jared Lindemann,Jonas Lindemann,Luke Willems,Nate Goelzer,2,2,Nate Goelzer,6,0010100,lf,2b,rf,ss,cf,1b,c,dh,3b/p,Andrew Deisinger,,martin luther,Andrew Deisinger,Wright faced 1 batter in the 5th.,7,,"Auburndale, Fla. (Lake Myrtle Park)",3 p.m.,2:00,,CEN,central,Coy Moore,Trevor Kimm,Garrett Saunders,Tanner Wood,Jon Rozeboom,Ryan Bouwman,Joe Rebik,Chris Riddle,Kaiden Fiebelkorn,0,15,Connor Blair,13,4022205,cf,c,ss,rf,dh,1b,lf,2b,3b,Adam Carey,85 degrees,Adam Carey
3/18/2019,Seth Betts,Levi Knott,Gideon Dunn,Kress Medina,Camden Wiens,Bailey Sarto,Brooks Repking,Kyle Schroedle,Matt Sanchez,3,4,Jevon Tompkins,5,2010001,ss/p,rf,lf,3b,dh,2b,1b,c,cf,Derek Albers,,crown,Derek Albers,,7,,"Kissimmee, Fla. (Osceola County Stadi)",2 p.m.,2:30,,CEN,central,Coy Moore,Trevor Kimm,Garrett Saunders,Tanner Wood,Ryan Bouwman,Patrick Diemer,Chris Riddle,Kaiden Fiebelkorn,Lucas Farren,5,11,Nathan Schwanke,10,0010172,cf,c,ss,p/dh,1b,rf,2b,3b,lf,Tanner Wood,,Tyler Steward
5/10/2019,Jack Lasswell,Justin Jensen,Kellen Mitchell,Zach McCoy,Thomas Kempf,JJ Valencia,Jarad Clevenger,Luke Carroll,Jordan Goldstein,1,3,Nick Sewruk,1,00001200X,2b,cf,1b,ss,dh,rf,lf,c,3b,Nathan Schneiderman,,u of dubuque,Tyler Steward,,9,,"Cedar Rapids, Iowa (Veterans Memorial)",4:00pm,2:33,Home Plate: Mike FedererFirst: Kevin FerrisThird Base: Josh Mara,CEN,central college,Garrett Saunders,Ryan Bouwman,Coy Moore,Joe Rebik,Blake Wooten,Trevor Kimm,Ben Wallace,Cole Havlovic,Lucas Farren,2,2,Marcus Wenzel,8,010010000,ss,1b,cf,lf,dh,c,3b,rf,2b,Adam Carey,overcast and 60 degrees,Nick Sewruk
3/16/2019,"Purviance, D","Wedekind, J.","Gill, AJ","Dobravec, P.","Fidler, M.","Mayes, J.","Rivard, C.","Larsen, B.","Wiskow, A.",0,6,"Fidler, M.",17,110010111,cf,c,1b,dh,lf/p,ss,3b,rf,2b,"King, W.",,aurora,T. Fallon,,9,,"Carol Stream, Ill. ()",4:30 pm,6:57 pm,Home Plate: Michael DurmusFirst: Scott Kelley,LOR,loras,L. Fennelly,A. Konagel,C. Thompson,J. Oglesby,R. Agerbeek,D. Paluch,R. Wohlers,M. Gruszkows,J. Egan,3,5,T. Fallon,9,100000202,ss,2b,c,lf,1b,cf,3b,dh,rf,M. Rice,37 degrees,"Fidler, M."
4/13/2019,A. Konagel,C. Thompson,D. Paluch,R. Agerbeek,D. Pardoe,L. Fennelly,D. Church,J. Oglesby,J. Egan,0,11,B. Wanninger,11,01105130X,2b,c,cf,1b,3b,ss,dh,lf,rf,E. Edminster,LOR,loras,B. Leonard,,9,,"Dubuque, Iowa (Petrakis Park)",4:50 pm,,,SIM,simpson,D. Creger,J. Breitbart,T. Schmitt,K. Arnold,N. Carlin,K. Perez,B. Held,M. Marquez,R. Hintz,5,5,J. Sailstad,12,000050000,rf,c,dh,3b,ss,1b,cf/lf,lf,2b,B. Leonard,,G. Heer
4/6/2019,JoJo McNair,Bryce Butler,Emmanuel Jeffery,Tyler Nunemaker,Tyler Hovick,Adam Sacia,Parker Ridge,Joesph Baumann,Ryan Willis,1,0,Aaron Eybers,5,000000000,cf,3b,1b,rf,lf,dh,ss,c,2b,Ben Milewski,WAR,wartburg college,Ben Milewski,,9,,"Waverly, Iowa (Hertel Fiel)",1 p.m.,2:02,Home Plate: Brett MiellFirst: David Nee,COE,coe college,"DeLaney, K.","LeGrand, R.","Kaplan, J.","Burns, J.","Berger, D.","Arp, N.","Johnson, T.","Evans, I.","O'Brien, G.",0,7,"Greene, J.",12,011210002,rf,dh,1b,lf,c,2b,ss,cf,3b,"Greene, J.",,"Greene, J."
3/17/2019,Coy Moore,Trevor Kimm,Garrett Saunders,Tanner Wood,Jon Rozeboom,Ryan Bouwman,Chris Riddle,Ben Wallace,Lucas Farren,1,9,Marcus Wenzel,11,00010602X,cf,c,ss,rf,dh,1b,2b,3b,lf,Nick Long,,central,Avery Dean,A. Dean faced 7 batters in the 6th.,9,,"Auburndale, Fla. (Lake Myrtle Park #4)",1 p.m.,2:30,,,knox,Juston Woodard,Brendan Powers,Chase  Thies,Kobe Shutter,Benjamin Bucher,Matthew  Shover,Benjamin Rogina,C. McTeague,Brady Sember,2,3,Andrew  Kirchmeier,7,030000000,cf/rf,2b,dh,1b,rf/lf,3b,c,ss,lf,Avery Dean,,Nick Long
4/28/2019,Garrett Saunders,Ryan Bouwman,Tanner Wood,Blake Wooten,Ben Wallace,Coy Moore,Cole Havlovic,Chris Riddle,Brent Parker,0,6,Tyler Steward,7,100122X,ss,1b,p/dh,c,3b,cf,lf,2b,rf,Tanner Wood,,central,"Lathen, Clayton",,7,,"Pella, Iowa (Kuyper Athl. Complex)",2:10 p.m,2:00,Home Plate: William KrejciFirst: Collin Jacobsen,,iowa wesleyan,"De Burgh, Jack","Gerace, Dominic","Salas, Nick","Brown, Chazz","Miller, Antoine","Leonard, Jacob","Williams, Tavares","Rojas, Michael","Leland, Parker",3,0,"Wilcox, Mitchell",3,0000000,cf,ss,1b,2b,dh,rf,3b,lf,c,"Lathen, Clayton","44, cloudy, windy",Tanner Wood
3/4/2019,JoJo McNair,Parker Ridge,Emmanuel Jeffery,Tyler Nunemaker,Ben DeKruyf,Dylan Salinas,Adam Sacia,Ethan Hayes,Tyler Hovick,1,2,Aaron Eybers,7,000010010,cf,ss,1b,rf,dh,c,lf,3b,2b,Ben Milewski,,wartburg college,,,9,,"Davenport, FL (Mickey Etherton)",11:00 AM,,,,john carroll,Keohane,Zawadzki,Mittiga,Hanley,Charpentier,Ferguson,C. Cassaro,Bondi,Penman,2,3,Bennett,6,000001200,lf,ss,3b,1b,c,dh,cf,2b,rf,Midea,80s Sunny,
4/12/2019,Kevin DeLaney,Riley LeGrand,Jordan Kaplan,Jacob Burns,Daniel Berger,Cameron Frazier,Nolan Arp,TJ Johnson,Jacob Henry,0,4,TJ Deardorff,11,10001002X,rf,dh,1b,lf,c,cf/lf,2b,ss,3b,Zach Kammin,COE,coe college,Nick Henrichs,,9,TJ Deardorff,"Cedar Rapids, Iowa (Daniels Park)",3 pm,2:20,Home Plate: Ryan FarnsworthFirst: Chris Oberbroeckling,BVU,buena vista,Bryce Rheault,Nick Henrichs,Peyton Renning,Coleman Roberts,Joe Rock,Porter Sartor,Alex Savary,Tyler Stoltze,Noah Paper,1,0,Tate Holmes,6,000000000,2b,p/dh,cf,rf,1b,3b,lf,c,ss,Nick Henrichs,"cloudy, low 40s, windy",Zach Kammin
5/4/2019,Brook Johnson,Riley Ward,Tyler Winterstein,Derek Kolbush,Evan Gellatly,Spencer Scheer,Kaleb Knox,Jackson Cummins,Aaron Nichols,1,1,Tucker McHugh,4,0000100,dh,ss,rf,1b,cf,lf,3b,c,2b,Brady Harrison,NWU,nebraska wesleyan,Brady Harrison,Harrison faced 5 batters in the 2nd.,7,,"Lincoln, Neb. (NWU Field)",4:40 pm,2:13,Home Plate: Wade SpencerFirst: Austin Nelson,CEN,central,Garrett Saunders,Ryan Bouwman,Tanner Wood,Joe Rebik,Coy Moore,Blake Wooten,Ben Wallace,Chris Riddle,Brent Parker,0,13,Nathan Schwanke,10,1605100,ss,1b,dh,lf,cf,c,3b,2b,rf,Adam Carey,,Adam Carey
3/17/2019,Nolan Schoonveld,Cullen Buck,Zack Langton,Devin Rogers,Elliott Engren,Logan Tollefson,Brody Russell,Avery Nelson,Dayton Gutsch,1,6,Evan Bayer,10,130002X,1b,2b,rf,cf,c,dh,3b,lf,ss,Jake Dujmovic,,hamline,Tucker McHugh,,7,,"Tucson, Ariz. (Kino Stadium)",5:40 pm,1:55,,NWU,nebraska wesleyan,Aaron Nichols,Riley Ward,Derek Kolbush,Will Watkins,Brook Johnson,Kaleb Knox,Evan Gellatly,Jack Wojtalewicz,Mason Bennet,2,5,Trey Pavlik,13,0100004,2b,ss,1b,c,lf,3b,cf,dh,rf,Tucker McHugh,sunny,Jake Dujmovic
3/31/2019,Coy Moore,Ryan Bouwman,Garrett Saunders,Tanner Wood,Joe Rebik,Patrick Diemer,Trevor Kimm,Chris Riddle,Kaiden Fiebelkorn,3,7,Spencer Davidson,6,10000303X,cf,1b,ss,dh,lf,rf,c,2b,3b,Tyler Steward,CEN,central,Ben Milewski,,9,,"Pella, Iowa (Kuyper Athl. Complex)",1 p.m.,2:26,,WAR,wartburg,JoJo McNair,Jarod Harris,Tyler Nunemaker,Emmanuel Jeffery,Andrew Walker,Tyler Hovick,Bryce Butler,Parker Ridge,Joesph Baumann,3,1,Tony Rex,6,010000000,cf,2b/3b,rf,1b,dh,lf,3b,ss,c,Ben Milewski,,Tyler Steward
5/19/2019,Robinson,Nagel,Brinkman,Gray,Durbin,Styka,Gardner,Ostrander,Kahal,3,3,Howard,8,200001000,lf,2b,1b,rf,ss,dh,c,cf,3b,"Bauer, T.",,washu,Howard ,,9,TJ Johnson,"St. Louis, Mo. (Kelly Field)",3:10 PM,2:48,Home Plate: John FyeFirst: Aaron AshlockSecond Base: Brad SnyderThird Base: Troy Berringer,COE,coe college,Kevin DeLaney,Riley LeGrand,Jordan Kaplan,Jacob Burns,Daniel Berger,Nolan Arp,Cameron Frazier,TJ Johnson,Jacob Henry,1,4,TJ Johnson,12,000011002,rf/cf,lf,1b,dh,c,2b,cf,ss/p,3b,Matthew Mittelmark,Sunny and 70,Zach Kammin 
3/26/2019,B. Panning,C. Clemensen,C. Pengilly,Sam Archer,Jack Hanson,Matt Berkner,Ethan Mocchi,Brockhouse,Dexter Leer,0,4,Rademacher,6,011011X,cf,2b,ss,p/dh,1b,lf,c,rf,3b,Sam Archer,,gustavus adolphus,Robert Primrose,Primrose faced 2 batters in the 6th.,7,,"St. Peter, Minn. (Gustie Baseball Fld)",2pm,1:45,,WAR,wartburg,JoJo McNair,Jarod Harris,Tyler Nunemaker,Emmanuel Jeffery,Andrew Walker,Tyler Hovick,Bryce Butler,Parker Ridge,Dylan Salinas,0,3,Emmanuel Jeffery,5,0003000,cf,2b,rf,1b/p,dh,lf,3b,ss,c,Darren Kilpatrick,46 party cloudy,Rademacher
4/16/2019,Jack Lasswell,Jacob Sonnefeldt,Thomas Kempf,Justin Jensen,Daulton Kvenvold,JJ Valencia,Jarad Clevenger,Zach McCoy,Jordan Goldstein,1,6,Nathan Schneiderman,8,01020030X,2b,dh,1b,cf,c,rf,lf,ss,3b,Chase Kueter,,"dubuque, univ. of",Curtis Lilienthal,,9,,"Dubuque, Iowa (Dan W. Runkle Field)",3:00,2:15,,LOR,loras,Austin Konagel,Cole Thompson,Danny Paluch,Robbie Agerbeek,Dylan Pardoe,Jake Oglesby,Luke Fennelly,Matt Gruszkowski,Joe Egan,0,2,Ethan Peters,9,100000100,2b,c,cf,1b,3b,lf,ss,dh,rf,Curtis Lilienthal,"68 degrees, cloudy",Chase Kueter
4/13/2019,Kelby Johnson,Jake Halverson,Luke Plunkett,Trent Athmann,Bryce Hingst,Owen Vander Linden,Joe McKibben,Kyle Schnobrich,Jake Vogt,1,7,Ross Hingst,7,00120103X,2b,ss,c,rf,3b,1b,lf,dh,cf,Colin Coffey,LUT,luther college,Rece Martin,Coffey faced 2 batters in the 9th.,9,Ross Hingst,"Decorah, Iowa (Luther College)",3:15,5:55,,CEN,central college,Coy Moore,Ryan Bouwman,Garrett Saunders,Tanner Wood,Patrick Diemer,Blake Wooten,Chris Riddle,Ben Wallace,Lucas Farren,1,5,Marcus Wenzel,8,201010001,cf,1b,ss,rf,dh,c,2b,3b,lf,Tyler Steward,42 partly sunny,Colin Coffey
5/9/2019,"DeLaney, K.","LeGrand, R.","Kaplan, J.","Burns, J.","Johnson, T.","Arp, N.","Berger, D.","Henry, J.","Evans, I.",0,10,"LeGrand, R.",19,02110330X,rf,lf/p,1b,dh,ss/p,2b,c,3b,cf,"Kammin, Z.",,coe college,Jordan Nelson,"Kammin, Z. faced 2 batters in the 7th.",9,,"Cedar Rapids, Iowa (Veterans Memorial)",5:00 pm,2:40,Home Plate: Jacob KoppFirst: Rex IngstrandThird Base: Kevin Ferris,,univ. of dubuque,JJ Valencia,Kellen Mitchell,Justin Jensen,Thomas Kempf,Zach McCoy,Daulton Kvenvold,Jarad Clevenger,Edward Rosas,Jordan Goldstein,3,3,Doug Knight,6,000100020,rf,1b,cf,dh,ss,c,lf,2b,3b,Jordan Nelson,,"Kammin, Z."
5/25/2019,B. Williams,T. Wise,T. Hamel,W. Toner,A.J. Hunt,W. Evans,P. Munns,A. Granier,L. DePiero,3,11,T. Harvin,12,00136100X,lf/3b,1b,dh,2b,c,rf,3b,ss,cf/lf,J.M. Shirley,,birmingham-southern,Jack Greene,,9,,"Birmingham, Ala. (Striplin Field)",1:30p.m.,2:15,Home Plate: Benjamin WilliamsFirst: Toby FormillerSecond Base: Trent HaldimanThird Base: Mike Monita,COE,coe college,Kevin DeLaney,Riley LeGrand,Jordan Kaplan,Jacob Burns,Nolan Arp,Daniel Berger,Isaac Evans,TJ Johnson,Jacob Henry,3,2,Lucas Robbins,9,000100010,rf,lf,1b,dh,2b,c,cf,ss,3b,Jack Greene,"89 degrees, partly cloudy",J.M. Shirley
4/2/2019,Aaron Nichols,Spencer Scheer,Tyler Winterstein,Derek Kolbush,Brook Johnson,Riley Ward,Kaleb Knox,Daniel Hundley,Jackson Cummins,3,7,Josh Seifert,12,20020030X,ss/2b,cf,rf,1b,lf,p/ss,3b,2b,c,Riley Ward,NWU,nebraska wesleyan,Tanner Jansen,,9,,"Lincoln, Neb. (NWU Field)",1:04 pm,2:26,Home Plate: Jeff KopeckyFirst: Josh Mara,SIM,simpson,Zach Hollingsworth,Kolton Arnold,Truman Schmitt,Keegan Perez,Brandon Urias,Devin Creger,Nathan Carlin,Tyrese Moore,Richie Hintz,1,3,Jonathan Sailstad,9,000001020,lf/cf,1b,c,dh,3b,rf,ss,cf,2b,Tanner Jansen,"50 degrees, sunny",Riley Ward
3/12/2019,T. Pulcine,J. Kraft,N. LoGatto,J. Pena,M. Corsi,M. Albunia,R. Voss,A. Palmisano,L. Colon,3,11,J. Rivera,11,20213120X,2b,cf,ss,rf,dh,3b,1b,c,lf,I. Ambrose,,new jersey city,Tom Kunzer,* RussMatt College Spring Break Invitational,9,J. Rivera,"Kissimmee, FL (Osceola Heritage #2)",9:15 AM,3:44,Fagan faced 3 batters in the 5th.,SIM,simpson,Noah Sacco,Kolton Arnold,Truman Schmitt,Josh Breitbarth,Brandon Urias,Nathan Carlin,Matthew Marquez,Devin Creger,Tyrese Moore,2,6,Devon Veach,11,201110001,lf,1b,dh,c,2b,ss,rf,3b,cf,Zach Hollingsworth,"68, Partly Cloudy, Breezy",K. McCabe
3/30/2019,JJ Valencia,Jack Lasswell,Kellen Mitchell,Thomas Kempf,Jacob Sonnefeldt,Brandon Ramos,Jordan Goldstein,Daulton Kvenvold,Zach McCoy,1,2,Nathan Schneiderman,8,10000100X,cf/rf,2b,1b,dh,lf,rf,3b,c,ss,Jordan Nelson,,"dubuque, univ. of",Colin Coffey,,9,Nathan Schneiderman,"Dubuque, Iowa (Dan. W. Runkle Field)",3 p.m.,2:00,Home Plate: Alan StekleFirst: Paul Keitel,LUT,luther college,Jake Vogt,Luke Plunkett,Trent Athmann,Owen Vander Linden,Joe McKibben,Bryce Hingst,Derek McCready,Jake Halverson,Kelby Johnson,1,1,Colin Coffey,9,000000010,cf,c,rf,1b,lf,3b,dh,ss,2b,Colin Coffey,37 Nnw 25,Jordan Nelson
3/17/2019,Haak,Varney,Quinones,Liem,Truitt,Numan-Ali,Sanders,Jank,Kelly,5,1,Mosher,2,1000000,p/cf,ss,c,3b,lf,cf/rf,rf,1b,2b,Haak,,d'youville,Haak,,7,,"Auburndale, Fla. (Lake Myrtle Park #2)",10:30am,2:10,,CEN,central,Coy Moore,Trevor Kimm,Garrett Saunders,Tanner Wood,Ryan Bouwman,Patrick Diemer,Chris Riddle,Blake Wooten,Kaiden Fiebelkorn,1,12,Zach Greder,10,5201130,cf,dh,ss,rf,1b,lf,2b,c,3b,Adam Carey,Cloudy,Adam Carey
3/11/2019,Coy Moore,Trevor Kimm,Garrett Saunders,Tanner Wood,Ryan Bouwman,Patrick Diemer,Ben Wallace,Blake Wooten,Chris Riddle,1,5,Ryan Riddle,9,210110X,cf,dh,ss,rf,1b,lf,3b,c,2b,Rece Martin,,central,Matt P. Smith,M. P. Smith faced 1 batter in the 5th.,7,Ryan Riddle,"Leesburg, Fla. (Pat Thomas Field)",11:30 am,2:00,,,husson,Conor Maguire,David LeBlanc,Ethan Stoddard,Luke Covey,Ethan Shepard,Nick Guerrette,Ethan Daigneault,Nolan Brown,Kobe Rogerson,0,3,Nolan Dousa,5,0000030,rf,cf,3b,dh,1b,ss,c,lf,2b,Matt P. Smith,,Rece Martin
4/28/2019,Kevin DeLaney,Riley LeGrand,Jordan Kaplan,Jacob Burns,TJ Johnson,Nolan Arp,Nolan Weber,Isaac Evans,Gannon O'Brien,2,8,Lucas Robbins,13,00303020X,rf,lf,1b,dh,ss/p,2b,c,cf,3b,Zach Kammin,COE,coe college,Erik Edminster,,9,,"Cedar Rapids, Iowa (Daniels Park)",3:30 pm,2:04,Home Plate: Nathaniel HavemanFirst: Dean Kirkpatrick,LOR,loras,Austin Konagel,Cole Thompson,Danny Paluch,Robbie Agerbeek,Dylan Pardoe,Luke Fennelly,Jake Oglesby,Chris Costantino,Joe Egan,1,3,Julian Lopez,6,200000100,2b,c,cf,1b,3b,ss,dh,lf,rf,Erik Edminster,"upper 40s, cloudy",Zach Kammin
3/6/2019,Sciarretta,"Mulvey, J.","Mulvey, N.",Keen,Evan Miller,Brasier,Lopez,Bailey,Curtin,3,8,"Sullivan, L.",10,20000051X,cf,lf/rf,3b,1b,dh,rf,c,2b,ss,Wildrick,,gwynedd mercy,Aaron Eybers,,9,,"Auburndale, Fl. ()",1:00 pm,,,WAR,wartburg,JoJo McNair,Jarod Harris,Parker Ridge,Emmanuel Jeffery,Ben DeKruyf,Tyler Nunemaker,Tyler Hovick,Adam Sacia,Dylan Salinas,3,3,Trevor Hurd,8,100010001,cf,2b,ss,1b,dh,rf,3b,lf,c,Tony Rex,,Wildrick
4/13/2019,Jack Lasswell,Jacob Sonnefeldt,Justin Jensen,Thomas Kempf,JJ Valencia,Max Snowden,Luke Carroll,Zach McCoy,Jordan Goldstein,0,16,Doug Knight,8,140470X,2b,lf,cf,1b,rf,dh,c,ss,3b,Jordan Nelson,,"dubuque, univ. of",Michael Fromm,Diersen faced 5 batters in the 5th.,7,,"Dubuque, Iowa (Dan W. Runkle Field)",1:50,2:00,,,martin luther,Tyler Roecker,Matt Baehman,Caleb Christopher,Andrew Deisinger,Andrew Mantz,Adam Westra,Luke Willems,Tony Sahatjian,Will Rauh,5,0,Caleb Westra,2,0000000,ss,cf,rf,3b,1b,dh,lf,c,2b,Michael Fromm,"47 degrees, cloudy",Jordan Nelson
3/23/2019,Zach Hollingsworth,Kolton Arnold,Truman Schmitt,Josh Breitbarth,Brandon Urias,Nathan Carlin,Devin Creger,Tyrese Moore,Richie Hintz,2,9,Zach Hollingsworth,12,00063000X,lf/p,1b,dh,c,3b,ss,rf,cf,2b,Brett Kauzlarich,SIM,simpson,Tyler Tennyson,Sailstad faced 1 batter in the 7th.,9,Zach Hollingsworth,"Indianola, Iowa (McBride Field)",1:35 pm,2:21,Home Plate: Dean KirkpatrickFirst: Lee Przybysli,BVU,buena vista,Bryce Rheault,Nick Henrichs,Peyton Renning,Tyler Tennyson,Coleman Roberts,Joe Rock,Tyler Stoltze,Noah Paper,Porter Sartor,1,7,Tate Holmes,8,020020300,2b,lf,cf,p/dh,rf,1b,c,ss,3b,Tyler Tennyson,"54, cloudy",Jonathan Sailstad
3/26/2019,B. Panning,C. Clemensen,C. Pengilly,Sam Archer,Jack Hanson,Matt Berkner,Ethan Mocchi,Dexter Leer,Nick Azar,2,4,Mitch Nordin,7,0000400,cf,2b,ss,c,1b,lf,rf,3b,dh,Hutchinson,,gustavus adolphus,Hutchinson,Hutchinson faced 2 batters in the 5th.,7,,"St. Peter, Minn (Gustie Baseball Fld)",4:15pm,2:10,,WAR,wartburg,Bryce Butler,Jarod Harris,Tyler Nunemaker,Emmanuel Jeffery,Andrew Walker,Tyler Hovick,Parker Ridge,Dylan Salinas,JoJo McNair,0,10,Bryce Butler,11,0300331,3b/p,2b,rf,1b,dh,lf,ss,c,cf,Brady Kraus,Cloudy,Brady Kraus
4/23/2019,Devin Creger,Kolton Arnold,Truman Schmitt,Josh Breitbarth,Nathan Carlin,Zach Hollingsworth,Tyrese Moore,Brandon Urias,Richie Hintz,2,8,Brett Kauzlarich,13,12300101X,rf,1b,dh,c,ss,lf,cf,3b,2b,Brady Held,SIM,simpson,Adam Carey,,9,,"Indianola, Iowa (McBride Field)",3:40 pm,6:03,Home Plate: Aaron PerezFirst: Mike Kelly,CEN,central,Coy Moore,Ryan Bouwman,Garrett Saunders,Tanner Wood,Joe Rebik,Trevor Kimm,Ben Wallace,Chris Riddle,Lucas Farren,3,2,Spencer Davidson,5,100000001,cf,1b,ss,rf,lf,c,3b,dh,2b,Adam Carey,"66, clear",Brady Held
3/9/2019,DiSarcina,Wood,Tellier,Knell,Baker,Andrews,Harrington,Vartanian,Candiales,2,4,DelVecchio,13,1000300000,ss,rf,cf/p,3b,dh,lf,c,1b,2b,Levy,,umass dartmouth,Genovezos,,10,,"Kissimmee, Fla. (Osceola Heritage Pk)",12 pm,3:06,,WAR,wartburg,JoJo McNair,Jarod Harris,Emmanuel Jeffery,Ben DeKruyf,Andrew Walker,Parker Ridge,Tyler Hovick,Tyler Nunemaker,Dylan Salinas,0,5,Emmanuel Jeffery,8,0000400001,cf,2b,dh/p,lf,1b,ss,3b,rf,c,Darren Kilpatrick,80 degrees on the up and up!,Emmanuel Jeffery
4/2/2019,Coy Moore,Ryan Bouwman,Garrett Saunders,Tanner Wood,Patrick Diemer,Chris Riddle,Trevor Kimm,Kaiden Fiebelkorn,Lucas Farren,0,5,Ryan Riddle,8,000010022,cf,1b,ss,rf,dh,2b,c,3b,lf,Adam Carey,CEN,central,Tanner Fallon,,9,,"Pella, Iowa (Kuyper Athl. Complex)",4:30 pm,2:21,Home Plate: Rex EngstrandFirst: Collin Jacobsen,LOR,loras,Luke Fennelly,Austin Konagel,Cole Thompson,Robbie Agerbeek,Danny Paluch,Dakota Church,Dylan Pardoe,Jake Oglesby,Joe Egan,2,4,Tanner Fallon,8,220000000,ss,2b,dh,1b,cf,c,3b,lf,rf,Garret Heer,"49 degrees, winds S 5-10",Ryan Riddle
4/26/2019,Kevin DeLaney,Riley LeGrand,Jordan Kaplan,Jacob Burns,Daniel Berger,TJ Johnson,Nolan Arp,Cameron Frazier,Jacob Henry,1,6,TJ Deardorff,9,00100311X,rf,lf,1b,dh,c,ss,2b,cf,3b,Andrew Schmit,COE,coe college,Curtis Lilienthal,Lilienthal faced 3 batters in the 6th.,9,TJ Deardorff,"Cedar Rapids, Iowa (Daniels Park)",3 pm,2:30,Home Plate: Bret MiellFirst: Keith Mundt,LOR,loras,Austin Konagel,Cole Thompson,Danny Paluch,Robbie Agerbeek,Dylan Pardoe,Luke Fennelly,Jake Oglesby,Ryan Gorman,Joe Egan,2,2,Brock Wanninger,10,002000000,2b,c,cf,1b,3b,ss,lf,dh,rf,Curtis Lilienthal,"low 60s, sunny, windy",Andrew Schmit
