date,home_batter_1,home_batter_2,home_batter_3,home_batter_4,home_batter_5,home_batter_6,home_batter_7,home_batter_8,home_batter_9,home_errors,home_final_score,home_finishing_pitcher,home_hits,home_line_score,home_position_1,home_position_2,home_position_3,home_position_4,home_position_5,home_position_6,home_position_7,home_position_8,home_position_9,home_starting_pitcher,home_team,home_team_long,losing_pitcher,notes,number_of_innings,save,site,start,time,umpires,visiting_team,visiting_team_long,visitor_batter_1,visitor_batter_2,visitor_batter_3,visitor_batter_4,visitor_batter_5,visitor_batter_6,visitor_batter_7,visitor_batter_8,visitor_batter_9,visitor_errors,visitor_final_score,visitor_finishing_pitcher,visitor_hits,visitor_line_score,visitor_position_1,visitor_position_2,visitor_position_3,visitor_position_4,visitor_position_5,visitor_position_6,visitor_position_7,visitor_position_8,visitor_position_9,visitor_starting_pitcher,weather,winning_pitcher
3/2/2019,TJ Johnson,Kevin DeLaney,Jordan Kaplan,Jacob Burns,TJ Deardorff,Kyle Alvarado,Nolan Weber,Matthew Schrader,Isaac Evans,2,6,Andrew Schmit,7,0302001,ss,rf,1b,lf,2b,dh,c,3b,cf,Jack Greene,,coe college,S. Kline,,7,,"Auburndale, Fla. (Lake Myrtle Park #5)",12:02 PM,2:20,,,penn st.-altoona,H. Breon,C. Clouser,P. Jacobs,C. Cumming,G. Stiuso,B. Schuchart,A. Anderson,J. Virga,J. McCall,2,5,S. Kline,5,0030200,ss,lf,dh,1b,rf,3b,2b,c,cf,A. Sharp,"82 degrees, sunny",Andrew Schmit
3/23/2019,W. Ulrich,M. Jackson,T. Auger,J. Schramel,T. Meland,J. Wingerd,H. Lindquist,C. Reese,M. Gruber,2,7,A. Budde,16,100010041,rf,cf,dh,3b,2b,lf,1b,c,ss,B. Wiggins,,saint john's univ.,B. Wiggins,Miller faced 1 batter in the 8th.,9,,"Collegeville, Minn. (Becker Park)",3:33 pm,2:36,Home Plate: John BensonSecond Base: Larry Midas,LUT,luther college,Jake Vogt,Jake Halverson,Trent Athmann,Derek McCready,Bryce Hingst,Joe McKibben,Owen Vander Linden,Luke Plunkett,Kelby Johnson,2,12,Nate Loch,21,112010205,cf,ss,rf,dh,3b,lf,1b,c,2b,Colin Coffey,"48 degrees, SSW 6",Colin Coffey
4/13/2019,Kevin DeLaney,Riley LeGrand,Jordan Kaplan,Jacob Burns,TJ Johnson,Nolan Arp,Nolan Weber,Jacob Henry,Isaac Evans,1,2,TJ Johnson,7,01100000X,rf,dh,1b,lf,ss/p,2b,c,3b,cf,Andrew Schmit,COE,coe college,Tyler Tennyson,,9,TJ Johnson,"Cedar Rapids, Iowa (Daniels Park)",4 pm,1:50,Home Plate: Jacob KoppFirst: Lee Przybylski,BVU,buena vista,Bryce Rheault,Nick Henrichs,Peyton Renning,Coleman Roberts,Joe Rock,Tyler Tennyson,Parker Truesdell,Tyler Stoltze,Noah Paper,2,1,Austin Scott,4,000000010,2b,lf,cf,rf,1b,p,3b,c,ss,Tyler Tennyson,"upper 40s, mostly cloudy",Andrew Schmit
3/16/2019,Alex Cappitelli,Jake Alonzo,Andrew Kauf,Ryan Earle,Danny Rose,Chase Pratt,Andrew Keith,Jonny Corning,Jesse Levy-Rubinett,0,4,Kelvin Sosa,11,100012X,rf,ss,1b,dh,lf,c,cf,2b,3b,Kelvin Sosa,,wesleyan,Colin Coffey,Miller faced 1 batter in the 6th.,7,,"Tucson, Ariz. ()",2:00 PM,2:30,,LUT,luther,Jake Vogt,Jake Halverson,Trent Athmann,Derek McCready,Bryce Hingst,Owen Vander Linden,Joe McKibben,Kelby Johnson,Luke Plunkett,2,3,Nate Loch,8,0020100,cf,ss,rf,dh,3b,1b,lf,2b,c,Colin Coffey,,Kelvin Sosa
3/14/2019,Ross Beumer,Grant Becher,Ben Boran,Nick Caldeen,Cody Ulfers,Brady Schuster,Tim Pasiuk,Jared Gesell,Tommy Gannon,0,4,Anthony Radloff,8,000022000,cf,2b,ss,c,lf,3b,dh,1b,rf,Adam Fjerstad,,bethany lutheran,Adam Fjerstad,,9,Gage Smart,"Tucson, Ariz. (Kino Sports Field 7)",10:00am,2:15,,BVU,buena vista,Bryce Rheault,Nick Henrichs,Peyton Renning,Coleman Roberts,Tyler Tennyson,Porter Sartor,Tyler Stoltze,Ryley McGregor,Noah Paper,2,8,Gage Smart,11,400012010,2b,dh,cf,rf,1b,3b,c,lf,ss,Egan Bonde,,Egan Bonde
5/3/2019,Austin Konagel,Cole Thompson,Danny Paluch,Robbie Agerbeek,Dylan Pardoe,Luke Fennelly,Jake Oglesby,Bill Luzzo,Joe Egan,2,6,Tanner Fallon,10,0000040101,2b,c,cf,1b,3b,ss,dh,lf,rf,Curtis Lilienthal,LOR,loras,Eybers,,10,,"Dubuque, Iowa (Petrakis Park)",6:00 PM,2:45,,WAR,wartburg,McNair,Ridge,Hovick,Nunemaker,Kelting,DeKruyf,Guinn,Walker,Baumann,4,5,Eybers,13,0020002100,cf,ss,2b,rf,dh,lf,1b,3b,c,Gotto,,Tanner Fallon
5/10/2019,Kevin DeLaney,Riley LeGrand,Jordan Kaplan,Jacob Burns,TJ Johnson,Nolan Arp,Jacob Henry,Daniel Berger,Isaac Evans,4,0,Jeffrey Anders,5,000000000,rf,lf,1b,dh,ss,2b,3b,c,cf,Andrew Schmit,COE,coe college,Andrew Schmit,,9,Gage Smart,"Cedar Rapids, Iowa (Veterans Memorial)",1:00pm,2:10,Home Plate: Rex EngstrandFirst: Mike FedererThird Base: Jacob Kopp,BVU,buena vista,Peyton Renning,Bryce Rheault,Joe Rock,Coleman Roberts,Nick Henrichs,Logan Mueller,Tyler Stoltze,Ryley McGregor,Noah Paper,0,4,Gage Smart,7,021000010,cf,2b,1b,rf,p/dh,3b,c,lf,ss,Nick Henrichs,overcast and 55 degrees,Nick Henrichs
3/17/2019,"Purviance, D","Wedekind, J.","Gill, AJ","Dobravec, P.","Fidler, M.","Mayes, J.","Rivard, C.","Larsen, B.","Wiskow, A.",0,4,"Roycroft, C.",11,00000031X,cf,c,1b,dh,lf,ss,3b,rf,2b,"Roycroft, C.",,aurora,E. Erickson,,9,,"Carol Stream, Ill. ()",3:40 PM,5:33 pm,Home Plate: Scott KelleyFirst: Michael Durmus,LOR,loras,L. Fennelly,A. Konagel,C. Thompson,J. Oglesby,D. Paluch,R. Agerbeek,D. Pardoe,M. Gruszkows,J. Egan,1,3,E. Erickson,6,000030000,ss,2b,c,lf,cf,1b,3b,dh,rf,E. Edminster,,"Roycroft, C."
5/18/2019,Peyton Renning,Bryce Rheault,Joe Rock,Coleman Roberts,Nick Henrichs,Logan Mueller,Tyler Stoltze,Ryley McGregor,Noah Paper,0,7,Gage Smart,12,00021040X,cf,2b,1b,rf,p/dh,3b,c,lf,ss,Nick Henrichs,,buena vista,Alex Budde,A. Budde faced 2 batters in the 7th.,9,,"River Forest, Ill. (Cougar Field)",8:30am,2:12,Home Plate: Russ LundquistFirst: Mike StichaThird Base: Trent Haldiman,,saint john's,Wyatt Ulrich,Max Jackson,Joey Stock,Jack Schramel,Jack Wingerd,Aaron Kloeppner,Thomas Meland,Ethan Roe,Michael Gruber,2,3,Danny Kuhn,4,000003000,rf,cf,dh,3b,lf,1b,2b,c,ss,Bennett Wiggins,58 sunndy Wind Out to RF 5-10,Tyler Tennyson
4/16/2019,Brook Johnson,Riley Ward,Derek Kolbush,Tyler Winterstein,Spencer Scheer,Will Watkins,Evan Gellatly,Kaleb Knox,Aaron Nichols,3,10,Tucker McHugh,10,23400010X,lf,ss,1b,dh,rf,c,cf,3b,2b,Hayden Parker,NWU,nebraska wesleyan,Casey Hendricks,,9,,"Lincoln, Neb (NWU Field)",3PM,2:30,Home Plate: Adam BarrickmanFirst: Chris Gianunzio,BVU,buena vista,Peyton Renning,Bryce Rheault,Joe Rock,Nick Henrichs,Coleman Roberts,Tyler Tennyson,Conner Brown,Noah Paper,Easton Bahr,1,5,Bryce Rheault,8,010000103,cf,2b/p,1b,c,rf,dh,lf,ss,3b,Casey Hendricks,,Hayden Parker
4/19/2019,Noah Sacco,Josh Breitbarth,Truman Schmitt,Kolton Arnold,Nathan Carlin,Devin Creger,Zach Hollingsworth,Brandon Urias,Richie Hintz,3,2,Devon Veach,3,0020000,lf,dh,c,1b,ss,rf,cf,3b,2b,Tanner Jansen,SIM,simpson,Tanner Jansen,,7,,"Indianola, Iowa (McBride Field)",6:07 PM,2:05,Home Plate: Dean KirkpatrickFirst: Nathaniel Haveman,COE,coe,Kevin DeLaney,Riley LeGrand,Jordan Kaplan,Jacob Burns,Daniel Berger,Cameron Frazier,Nolan Arp,TJ Johnson,Jacob Henry,2,12,Jack Greene,15,2510103,rf,lf,1b,dh,c,cf,2b,ss,3b,Jack Greene,,Jack Greene
3/29/2019,Bryce Rheault,Peyton Renning,Coleman Roberts,Tyler Tennyson,Joe Rock,Tyler Stoltze,Ryley McGregor,Porter Sartor,Noah Paper,1,1,Gage Smart,2,010000000,2b,cf,rf,dh,1b,c,lf,3b,ss,Nick Henrichs,,buena vista univ.,Nick Henrichs,,9,Tanner Fallon,"Storm Lake, Iowa (BVU/SL BB Field)",6:00pm,2 hr,,LOR,loras college,Luke Fennelly,Austin Konagel,Cole Thompson,Jake Oglesby,Robbie Agerbeek,Danny Paluch,Matt Gruszkowski,Dylan Pardoe,Joe Egan,0,2,Tanner Fallon,5,000001010,ss,2b,c,lf,1b,cf,dh,3b,rf,Sam Marhefke,,Sam Marhefke
5/4/2019,Noah Sacco,Brady Held,Truman Schmitt,Kolton Arnold,Nathan Carlin,Devin Creger,Tyrese Moore,Luke Willis,Richie Hintz,1,3,Brett Kauzlarich,8,1000110000,dh,lf/rf,c,1b,ss,rf/3b,cf,3b,2b,Tanner Jansen,SIM,simpson,Brett Kauzlarich,,10,,"Indianola, Iowa (McBride Field)",5:06 pm,2:42,Home Plate: William KrejciFirst: Rex Engstrand,LUT,luther,Jake Vogt,Jake Halverson,Trent Athmann,Luke Plunkett,Bryce Hingst,Owen Vander Linden,Joe McKibben,Matt Clark,Kelby Johnson,1,5,Kyle Bode,11,0000101102,cf,ss,c,dh,3b,1b,lf,rf,2b,John Colucci III,,Kyle Bode
4/5/2019,Johnson,Plunkett,Athmann,Owen Vander Linden,"Hingst, B.",McKibben,McCready,Halverson,Vogt,1,5,Cardamon,5,31000001X,2b,c,rf,1b,3b,lf,dh,ss,cf,Cardamon,LUT,luther college,Marhefke,,9,,"Decorah, Iowa (Luther College)",3:00 pm,2:00,Home Plate: Doug YanecekFirst: Alan Gruwell,LOR,loras,Austin Konagel,Luke Fennelly,Cole Thompson,Danny Paluch,Robbie Agerbeek,Dylan Pardoe,Jake Oglesby,Church,Egan,1,1,Wanninger,5,000010000,2b,ss,c,cf,1b,3b,lf,dh,rf,Marhefke,48 Overcast,Cardamon
2/25/2019,Ryan Taylor,Adam Lamb,Klaiton Wolff,Sam Hodges,Andrew Torbeck,Joe Wood,Zach Cameron,Mark Islas,Matthew Schroeder,1,13,Lukas Whitten,11,30150004,ss,rf,3b,1b,cf,lf,dh,c,2b,Logan Murphy,,greenville,Brady Harrison,Harrison faced 4 batters in the 4th.,8,,"St. Charles, Mo. (CarShield Field)",3:30 pm,3:34,,NWU,nebraska wesleyan,Evan Gellatly,Aaron Nichols,Tyler Winterstein,Derek Kolbush,Will Watkins,Justin Bumgarner,Spencer Scheer,Mason Bennet,Bradyn Thomas,2,3,Justin Bumgarner,7,10000020,cf,ss,1b,3b,c,dh/p,rf,lf,2b,Brady Harrison,"Sunny, 38 degrees",Logan Murphy
4/23/2019,A. Konagel,C. Thompson,D. Paluch,R. Agerbeek,D. Pardoe,J. Oglesby,L. Fennelly,M. Gruszkows,J. Egan,1,0,T. Fallon,3,000000000,2b,c,cf,1b,3b,lf,ss,dh,rf,E. Edminster,LOR,loras,E. Edminster,,9,N. Schneider,"Dubuque, Iowa ()",6:00 PM,2:10,,DBQ,dubuque,J. Lasswell,J. Valencia,K. Mitchell,T. Kempf,Z. McCoy,J. Clevenger,J. Pawlowski,L. Carroll,J. Goldstein,0,3,N. Schneider,2,000200010,2b,rf,1b,dh,ss,lf,cf,c,3b,J. Nelson,,J. Nelson
4/13/2019,JoJo McNair,Max Goodhue,Tyler Hovick,Tyler Nunemaker,Emmanuel Jeffery,Bryce Butler,Parker Ridge,Joesph Baumann,Ryan Willis,0,1,Aaron Eybers,11,001000000,cf,rf,lf,dh,1b,3b,ss,c,2b,Ben Milewski,WAR,wartburg college,Ben Milewski,,9,Seifert,"Waverly, Iowa (Hertel Field)",,2:20 hr,Home Plate: Dennis BrodbeckFirst: Collin Jacobsen,NWU,nebraska wesleyan,Johnson,Ward,Kolbush,Winterstein,Scheer,Watkins,Knox,Hundley,Nichols,1,4,Seifert,8,000301000,lf,p/dh,1b,rf,cf,c,3b,2b,ss,Ward,,Ward
5/4/2019,Peyton Renning,Bryce Rheault,Joe Rock,Coleman Roberts,Nick Henrichs,Logan Mueller,Tyler Stoltze,Ryley McGregor,Noah Paper,1,1,Gage Smart,5,00000001X,cf,2b,1b,rf,dh,3b,c,lf,ss,Eric LaRue,,buena vista univ.,Jordan Nelson,,9,Gage Smart,"Storm Lake, Iowa (BVU/SL HS BB Field)",3:25pm,1:35,Home Plate: Mark ZamleFirst: Brandon Dinslage,,univ. of dubuque,Jack Lasswell,JJ Valencia,Kellen Mitchell,Justin Jensen,Thomas Kempf,Zach McCoy,Jacob Sonnefeldt,Daulton Kvenvold,Jordan Goldstein,1,0,Jordan Nelson,3,000000000,2b,rf,1b,cf,dh,ss,lf,c,3b,Jordan Nelson,,Tyler Tennyson
3/9/2019,Matthew Inaba,Riley Guieb,Quinton McNitt,Carson Gampell,Jared Booth,Jonathan Gottlieb,Kory Crajkowski,Noah Daniel,Will Richman,4,18,Seth Bartusek,13,7320312,rf,cf,1b,dh,3b,ss,2b,c,lf,Jacob Morsch,,grinnell college,Eric LaRue,,7,,"Topeka, Kan. (Bettis Family Sports)",4:00pm,2:45,,BVU,buena vista,Bryce Rheault,Nick Henrichs,Peyton Renning,Coleman Roberts,Tyler Tennyson,Joe Rock,Parker Truesdell,Ryley McGregor,Noah Paper,4,8,Chris Gumto,12,3000113,2b,c,cf,rf,dh,1b,3b,lf,ss,Eric LaRue,,Jacob Morsch
4/26/2019,Max Goodhue,Parker Ridge,Tyler Hovick,Tyler Nunemaker,Emmanuel Jeffery,Collin Guinn,Bryce Butler,Joesph Baumann,Jarod Harris,0,5,Dylan Gotto,6,002200100,cf,ss,lf,rf,dh,1b,3b,c,2b,Dylan Gotto,WAR,wartburg college,Leonard,,9,,"Waverly, Iowa (Hertel Fiel)",6 p.m.,2:08 hr,Home Plate: Dennis BrodbeckFirst: Jason Berning,SIM,simpson college,Creger,Carlin,Schmitt,Breitbarth,Arnold,Held,Moore,Hollingswort,Hintz,1,0,Werner,5,000000000,3b,ss,dh,c,1b,lf,cf,rf,2b,Leonard,,Dylan Gotto
4/19/2019,Bryce Rheault,Peyton Renning,Coleman Roberts,Joe Rock,Nick Henrichs,Tyler Tennyson,Logan Mueller,Tyler Stoltze,Noah Paper,1,7,Gage Smart,14,00300112X,2b,cf,rf,1b,lf,dh/p,3b,c,ss,Egan Bonde,,buena vista univ.,Aaron Eybers,,9,Gage Smart,"Storm Lake, Iowa (BVU/SL HS BB Field)",6:00pm,2:20,Home Plate: Josh MaraFirst: Cory Spangler,WAR,wartburg college,JoJo McNair,Jarod Harris,Tyler Hovick,Tyler Nunemaker,Emmanuel Jeffery,Collin Guinn,Parker Ridge,Joesph Baumann,Bryce Butler,2,4,Aaron Eybers,12,000103000,cf,2b,lf,rf,dh,1b,ss,c,3b,Dylan Gotto,,Tyler Tennyson
5/4/2019,Renning,Rheault,Rock,Roberts,Henrichs,Mueller,Stoltze,McGregor,Paper,1,11,Bonde,12,120080X,cf,2b,1b,rf,dh,3b,c,lf,ss,Bonde,,buena vista univ.,Nick Sewruk,"Sewruk, N. faced 7 batters in the 5th.",7,,"Storm Lake, Iowa (BVU/SL HS BB Field)",1:00pm,1:50,"Carlson, T. faced 1 batter in the 6th.",,"dubuque, univ. of",Jack Lasswell,JJ Valencia,Kellen Mitchell,Thomas Kempf,Zach McCoy,Jarad Clevenger,Justin Jensen,Daulton Kvenvold,Jordan Goldstein,3,0,"Hardin, D",5,0000000,2b,rf,1b,dh,ss,lf,cf,c,3b,Nick Sewruk,,Bonde
4/13/2019,Johnson,Halverson,Plunkett,Athmann,"Hingst, B.",Vander Lind,McKibben,McCready,Vogt,1,12,Dufoe,15,231150X,2b,ss,c,rf,3b,1b,lf,dh,cf/ss,Cardamon,LUT,luther,Nick Long,,7,,"Decorah, Iowa (Luther College)",1 p.m.,1:45,,CEN,central,Coy Moore,Ryan Bouwman,Garrett Saunders,Tanner Wood,Patrick Diemer,Joe Rebik,Trevor Kimm,Chris Riddle,Kaiden Fiebelkorn,5,0,Kyle Wright,2,0000000,cf,1b,ss,rf,dh,lf,c,2b,3b,Nick Long,36 and cloudy,Cardamon
5/9/2019,G. Saunders,Bouwman,Wood,Rebik,Moore,Kimm,Wallace,Havlovic,Farren,0,7,"Riddle, R.",13,01020013X,ss,1b,p,lf,cf,c,3b,rf,2b,Wood,CEN,central college,Marhefke,,9,"Riddle, R.","Cedar Rapids, Iowa (Veterans Memorial)",8:20pm,2:12,Home Plate: Jon FyeFirst: Kevin FerrisThird Base: Josh Mara,LOR,loras college,Konagel,Thompson,Paluch,Agerbeek,Pardoe,Fennelly,Oglesby,Church,Egan,2,3,Edminster,10,000002010,2b,c,cf,1b,3b,ss,lf,dh,rf,Marhefke,,Wood
3/31/2019,Aaron Nichols,Spencer Scheer,Derek Kolbush,Brook Johnson,Tyler Winterstein,Will Watkins,Riley Ward,Kaleb Knox,Mason Bennet,3,1,Josh Seifert,4,000100000,2b,cf,1b,lf,dh,c,ss,3b,rf,Connor Cech,NWU,nebraska wesleyan,Connor Cech,,9,,"Lincoln, Neb. (NWU Field)",3:52 pm,2:23,Home Plate: Matt KienowFirst: Brad Tuch,COE,coe,Kevin DeLaney,Riley LeGrand,Jordan Kaplan,Jacob Burns,Daniel Berger,Nolan Arp,TJ Johnson,Isaac Evans,Gannon O'Brien,1,4,Zach Kammin,9,300000001,rf,dh,1b,lf,c,2b,ss,cf,3b,Zach Kammin,"49 degrees, sunny",Zach Kammin
3/1/2019,Lovell,Tholl,Swords,Kent,Swanson,Staker,Budrovich,Strohm,Hopp,3,4,Santiago,7,0000100003,lf,rf,3b,1b,c,ss,dh,2b,cf,Mulhearn,,webster,Bryce Rheault,Game 1 of doubleheader,10,,"Sauget, Ill. (GCS Ballpark)",12 p.m.,2:35,Home Plate: Eric WhitthohnFirst: Preston Childers,BVU,buena vista,Bryce Rheault,Nick Henrichs,Peyton Renning,Coleman Roberts,Tyler Tennyson,Porter Sartor,Tyler Stoltze,Ryley McGregor,Noah Paper,1,1,Bryce Rheault,5,0010000000,2b/p,dh,cf,rf,1b,3b,c,lf,ss,Egan Bonde,,Santiago
3/29/2019,Jack Lasswell,JJ Valencia,Kellen Mitchell,Thomas Kempf,Jordan Goldstein,Justin Jensen,Jarad Clevenger,Daulton Kvenvold,Zach McCoy,0,1,Doug Knight,3,000001000,2b,rf,1b,dh,3b,cf,lf,c,ss,Chase Kueter,,"dubuque, univ. of",Chase Kueter,,9,,"Dubuque, Iowa (Dan W. Runkle Field)",3:00,2:20,,LUT,luther,Jake Vogt,Luke Plunkett,Trent Athmann,Owen Vander Linden,Joe McKibben,Bryce Hingst,Derek McCready,Jake Halverson,Kelby Johnson,0,6,Calvin Brinda,9,001010004,cf,c,rf,1b,lf,3b,dh,ss,2b,Joey Cardamon,"50, partly cloudy",Joey Cardamon
3/23/2019,Wyatt Ulrich,Max Jackson,Joey Stock,Jack Schramel,Thomas Meland,Jack Wingerd,Hunter Lindquist,Ethan Roe,Michael Gruber,1,6,Tommy Auger,9,02010120X,rf,cf,dh,3b,2b,lf,1b,c,ss,Danny Kuhn,,saint john's univ.,Joey Cardamon,,9,Tommy Auger,"Collegeville, Minn. (Becker Park)",12:55 pm,2:03,Home Plate: Larry MidasSecond Base: John Benson,LUT,luther college,Jake Vogt,Jake Halverson,Trent Athmann,Derek McCready,Bryce Hingst,Joe McKibben,Owen Vander Linden,Matt Clark,Kelby Johnson,1,4,Calvin Brinda,9,002100010,cf,ss,c,dh,3b,lf,1b,rf,2b,Joey Cardamon,"44 degrees, SSW8",Danny Kuhn
3/30/2019,Coy Moore,Trevor Kimm,Garrett Saunders,Tanner Wood,Ryan Bouwman,Joe Rebik,Jon Rozeboom,Chris Riddle,Kaiden Fiebelkorn,3,3,Kyle Wright,5,010000002,cf,c,ss,rf,1b,lf,dh,2b,3b,Nick Long,CEN,central,Nick Long,,9,,"Pella, Iowa (Kuyper Athl. Complex)",2 p.m.,2:25,,WAR,wartburg,JoJo McNair,Jarod Harris,Tyler Nunemaker,Emmanuel Jeffery,Ben DeKruyf,Parker Ridge,Bryce Butler,Tyler Hovick,Joesph Baumann,3,7,Aaron Eybers,11,100010311,cf,2b,rf,1b,dh,ss,3b,lf,c,Dylan Gotto,,Dylan Gotto
3/10/2019,Coy Moore,Trevor Kimm,Garrett Saunders,Tanner Wood,Jon Rozeboom,Ryan Bouwman,Ben Wallace,Chris Riddle,Lucas Farren,1,2,Nathan Schwanke,7,2000000,cf,c,ss,rf,dh,1b,3b,2b,lf,Zach Edwards,,central,Zach Edwards,,7,,"Auburndale, Fla. (Lake Myrtle Park)",4:30 pm,2:00,,,martin luther,Matt Baehman,Tyler Roecker,Caleb Christopher,Dillon Solomon,Adam Kock,Adam Westra,Andrew Mantz,Nate Goelzer,Wade Shult,0,3,Michael Fromm,8,0110100,lf,2b,dh,cf,ss,rf,1b,3b,c,Michael Fromm,85 degrees,Michael Fromm
4/9/2019,Devin Creger,Josh Breitbarth,Truman Schmitt,Kolton Arnold,Brandon Urias,Nathan Carlin,Zach Hollingsworth,Tyrese Moore,Richie Hintz,0,5,Brett Kauzlarich,11,210011000,rf,c,dh,1b,3b,ss,lf/cf,cf,2b,Brady Held,SIM,simpson,Brett Kauzlarich,McHugh faced 1 batter in the 9th.,9,Seifert,"Indianola, Iowa (McBride Field)",6:04,3:07,Home Plate: Jacob KoppFirst: Mike Kelly,NWU,nebraska wesleyan,Johnson,Ward,Kolbush,Winterstein,Watkins,Wojtalewicz,Scheer,Knox,Nichols,5,7,Seifert,9,000023002,lf,ss,1b,rf,c,dh,cf,3b,2b,Parker,,McHugh
3/31/2019,Becher,Beumer,Schuster,Boran,Caldeen,Ulfers,Pasiuk,Gesell,Gannon,2,6,Nissen,4,040020000,2b,cf,3b,ss,c,lf,dh,1b,rf,McBroom,,bethany lutheran,Nissen,,9,Brett Kauzlarich,"Mankato, MN. (Franklin Rogers)",1:00 pm,2:34,,SIM,simpson,Zach Hollingsworth,Kolton Arnold,Truman Schmitt,Josh Breitbarth,Nathan Carlin,Devin Creger,Brandon Urias,Tyrese Moore,Richie Hintz,3,7,Brett Kauzlarich,10,100200310,lf,1b,dh,c,ss,rf,3b,cf,2b,Cameron Liston,37 and breezy,Jonathan Sailstad
3/16/2019,Lee Hosie,Brandon Ramirez,Bryce Brueggemeyer,Jacob Jones,Noah Mahoney,Cody Lee,Matt  Lowery,Kameron Lindsey,Eli Birriel,1,7,Ryder Lognion,10,00010501X,lf,1b,rf,cf,c,3b,dh,ss,2b,Kolbey Sharpe,,letourneau,Kilpatrick,,9,Ryder Lognion,"Longview, Texas (Conrad Vernon Field)",5:30 PM,2:09,,WAR,wartburg,McNair,Harris,Jeffery,Hayes,Nunemaker,Walker,Ridge,"King, Jr",Baumann,3,3,Rox,6,000300000,cf,2b,lf,3b,rf,1b,ss,dh,c,Kilpatrick,"61, Sunny, Wind NW 9 MPH",Kolbey Sharpe
4/2/2019,Kelby Johnson,Luke Plunkett,Trent Athmann,Owen Vander Linden,Bryce Hingst,Joe McKibben,Kyle Schnobrich,Jake Halverson,Jake Vogt,2,7,John Colucci III,14,00010006X,2b,dh,c,1b,3b,lf,rf,ss,cf,John Colucci III,LUT,luther college,Brady Kraus,Kraus faced 3 batters in the 8th.,9,,"Decorah, Iowa (Luther College)",3:30,1:45,,WAR,wartburg college,Ryan Willis,JoJo McNair,Tyler Nunemaker,Emmanuel Jeffery,Tyler Hovick,Ethan Hayes,Joesph Baumann,Parker Ridge,Collin Guinn,1,0,Tony Rex,0,000000000,2b,cf,rf,dh,lf,3b,c,ss,1b,Brady Kraus,,John Colucci III
4/13/2019,JoJo McNair,Max Goodhue,Tyler Hovick,Tyler Nunemaker,Emmanuel Jeffery,Bryce Butler,Parker Ridge,Joesph Baumann,Jarod Harris,2,7,Aaron Eybers,12,02140000X,cf,rf,lf,dh,1b,3b,ss,c,2b,Dylan Gotto,WAR,wartburg college,Cech,,9,Aaron Eybers,"Waverly, Iowa (Hertel Field)",1 p.m.,2:07 hr,Home Plate: Collin JacobsenFirst: Dennis Brodbeck,NWU,nebraska wesleyan,Johnson,Ward,Kolbush,Winterstein,Scheer,Watkins,Wojtalewicz,Glaser,Nichols,2,4,McHugh,8,000110110,lf,ss,1b,rf,cf,c,dh,3b,2b,Cech,,Dylan Gotto
3/3/2019,"Donahue, T.","Hurley, J.","Reynolds, B.","Mutz, B.","Donahue, S.","Wright, N.","Buoni, J.","Valente, T.","Palmer, D.",4,0,"Bromley, N.",6,000000000,3b,ss,c,1b,2b,cf/ss,p,lf/rf,rf,"Buoni, J.",,penn st. brandywine,"Buoni, J.",,9,,"Auburndale, Fla. (Lake Myrtle Field 5)",9:15 AM,2:50,Home Plate: William PeckFirst: Chip Anderson,COE,coe college,TJ Johnson,Kevin DeLaney,Jordan Kaplan,Riley LeGrand,Jacob Burns,Daniel Berger,Nolan Arp,Gannon O'Brien,Isaac Evans,0,9,Jeffrey Anders,12,130000113,ss,rf/cf,1b,dh,lf,c,2b,3b,cf,Alex Timp,"sunny, 80 degrees",Alex Timp
3/17/2019,Lee Hosie,Brandon Ramirez,Bryce Brueggemeyer,Jacob Jones,Noah Mahoney,Cody Lee,Weston McKinley,Jacob Faubion,Eli Birriel,0,7,Kolton  Eberlan,8,00220003X,lf,1b,rf,cf,c,3b,dh,ss,2b,Raul Martinez,,letourneau,Gotto,,9,,"Longview, Texas (Conrad Vernon Field)",1:00 PM,2:05,,WAR,wartburg,McNair,Harris,Jeffery,Nunemaker,DeKruyf,Hovick,Ridge,Sacia,Baumann,4,0,M. M,8,000000000,cf,2b,1b,rf,dh,3b/lf,ss,lf,c,Gotto,"62, Sunny, Wind NNE 9 MPH",Raul Martinez
4/6/2019,Coy Moore,Ryan Bouwman,Garrett Saunders,Tanner Wood,Patrick Diemer,Joe Rebik,Trevor Kimm,Chris Riddle,Ben Wallace,5,2,Marcus Wenzel,5,001000010,cf,1b,ss,dh,rf,lf,c,2b,3b,Tyler Steward,CEN,central,Tyler Steward,Steward faced 3 batters in the 4th.,9,,"Pella, Iowa (Kuyper Athl. Complex)",1 p.m.,2:41,Home Plate: Dean KirkpatrickFirst: Ron Acuna,BVU,buena vista,Bryce Rheault,Nick Henrichs,Peyton Renning,Coleman Roberts,Joe Rock,Tyler Tennyson,Porter Sartor,Tyler Stoltze,Noah Paper,3,7,Austin Scott,12,021200011,2b,lf,cf,rf,1b,dh,3b,c,ss,Egan Bonde,,Egan Bonde
